Q93553	A0A087WNU1
G5ED30	Q6P4S6
A0A131MCF2	Q6P4S8
Q09641	Q6P4T0
O01812	Q6P4T2
Q17525	Q6P542
Q9UB00	Q6P549
O02642	Q6P5B0
A0A1I6CMC9	Q6P5D3
Q9N368	Q6P5D4
Q21624	Q6P5D8
Q17391	Q6P5E4
A0A0K3AYL9	Q6P5F6
Q9U3C8	Q6P5F9
Q23673	Q6P5G3
Q09975	Q6P5G6
Q22601	Q6P5H2
P36609	Q6P5H6
P08124	Q6P5U7
Q9NDU9	Q6P6L0
O45420	Q6P6L5
Q9TZH9	Q6P6M7
A0A8S4Q990	Q6P7F1
G5EGQ3	Q6P7W0
K8ESJ1	Q6P8I4
Q9NH52	Q6P8J7
O01775	Q6P8M1
Q09543	Q6P8X1
Q22615	Q6P926
Q22869	Q6P9K8
O17750	Q6P9K9
Q95QK3	Q6P9L4
U4PBZ5	Q6P9L6
Q19610	Q6P9P0
P53017	Q6P9P6
Q19246	Q6P9Q6
S6EZK7	Q6P9R1
G5EBY0	Q6P9R2
P55955	Q6P9R4
P91056	Q6P9S0
O18212	Q6P9Y7
Q21109	Q6P9Z1
O61761	Q6PA06
Q18926	Q6PAC3
G5EBR6	Q6PAC4
Q21882	Q6PAJ1
Q19427	Q6PAJ3
B1V897	Q6PAL0
Q9U374	Q6PAL1
O61793	Q6PAL7
O02043	Q6PAL8
P91544	Q6PAM1
Q18476	Q6PAV2
Q09501	Q6PB44
G5EBH7	Q6PB66
C0VXV6	Q6PB93
Q23130	Q6PB97
Q9BKP8	Q6PCM1
Q17392	Q6PCM2
H2KYY0	Q6PCN3
Q93930	Q6PCN7
Q20965	Q6PCP5
Q8MNT9	Q6PCQ0
O45507	Q6PCX9
Q9N4K0	Q6PD03
H2L295	Q6PD10
O16541	Q6PD21
O17838	Q6PD24
A5PEX1	Q6PD26
Q19782	Q6PD28
Q9UAQ6	Q6PD29
Q21747	Q6PDG5
Q9U348	Q6PDG8
Q93568	Q6PDH0
A0A0K3AV38	Q6PDJ1
D3YTA0	Q6PDK0
O18697	Q6PDK2
O17702	Q6PDK8
O17894	Q6PDL0
Q93510	Q6PDM1
Q20709	Q6PDM2
Q17863	Q6PDM4
G5EF53	Q6PDQ2
P54217	Q6PDS3
Q09367	Q6PDX6
O16354	Q6PDZ2
Q9TZ68	Q6PE01
Q5H9M9	Q6PE15
P91250	Q6PEB6
F3Y5R1	Q6PEE2
Q09610	Q6PEE3
A7LPJ5	Q6PER3
Q10669	Q6PEV3
Q9BKQ5	Q6PF93
Q21559	Q6PFD5
A0A0K3AX46	Q6PFD9
Q9XWD6	Q6PFE3
Q09495	Q6PFR5
P91272	Q6PFX9
O44669	Q6PG16
P34433	Q6PGA0
Q20892	Q6PGB6
Q22623	Q6PGB8
O45134	Q6PGC1
O76447	Q6PGF3
Q21939	Q6PGF7
O45690	Q6PGG2
A0A8S4QFJ4	Q6PGG6
H2L0S6	Q6PGL7
Q8MXJ7	Q6PGN3
G5ED57	Q6PH08
H2KZ29	Q6PHN9
Q22922	Q6PHQ8
Q966A6	Q6PHS9
G5EDX9	Q6PHU5
Q19120	Q6PHZ5
Q23622	Q6PHZ8
A0A1N7SYW5	Q6PIC6
G5EBL8	Q6PIE5
Q17554	Q6PIJ4
A0A078BS22	Q6PIP5
O16381	Q6PKN7
Q23681	Q6PNC0
V6CLJ9	Q6PR54
O61821	Q6PZE0
P34643	Q6Q477
P34431	Q6Q6R3
Q45EK2	Q6Q783
Q18032	Q6Q899
Q22600	Q6QD59
P91155	Q6QI06
O44514	Q6QIY3
Q23359	Q6R0H6
Q9GZG1	Q6R3M4
G5EEZ5	Q6R5P0
P90786	Q6R891
Q9BIB8	Q6RHR9
Q8MXT6	Q6RHW0
G5EG11	Q6RI63
P91368	Q6RKD8
Q20498	Q6RT24
P34670	Q6S5J6
Q8I4M6	Q6SJQ5
O17301	Q6T264
Q09451	Q6TDP3
Q18948	Q6TDU8
Q8IG33	Q6TEK5
O01426	Q6TLW0
Q0G833	Q6TXD4
H2L2B6	Q6TYB5
O17070	Q6UL01
Q9N2W5	Q6URW6
O44183	Q6V4S5
Q18034	Q6VGS5
Q23288	Q6VH22
Q9GRZ2	Q6VN19
Q17754	Q6VNB8
Q19553	Q6VUP9
E3W753	Q6VVW5
Q9TW65	Q6VVW9
Q95Q17	Q6VY05
Q17771	Q6WKZ7
Q7YZG5	Q6WKZ8
Q02332	Q6WVG3
Q19391	Q6X1Y6
F5GUI2	Q6X7S9
Q22829	Q6X893
G4SNP7	Q6XPS7
P34454	Q6XUX1
P30642	Q6XVG2
Q9XVL1	Q6XZL8
Q19433	Q6Y5D8
Q09406	Q6Y7W8
Q9U229	Q6ZPE2
A0A486WV45	Q6ZPF3
G5EFD6	Q6ZPF4
O16313	Q6ZPI0
Q23393	Q6ZPJ0
O16294	Q6ZPJ3
O01757	Q6ZPK0
Q20054	Q6ZPQ6
G5EGH2	Q6ZPR4
Q8MNU7	Q6ZPR5
O45687	Q6ZPR6
I2HA93	Q6ZPS2
B3WFZ4	Q6ZPS6
Q9XXI4	Q6ZPT1
Q9U255	Q6ZPV2
Q9U3B7	Q6ZPY2
A0A1T5HUY1	Q6ZQ03
Q9XV52	Q6ZQ06
G5EF02	Q6ZQ08
Q9XUU1	Q6ZQ12
P90771	Q6ZQ29
Q20655	Q6ZQ38
P50432	Q6ZQ58
G5EFW1	Q6ZQ73
O02089	Q6ZQ82
G5EDD8	Q6ZQ88
Q93620	Q6ZQ93
Q9N3M9	Q6ZQA0
O17679	Q6ZQF0
A0A8S4QAY3	Q6ZQF7
O18216	Q6ZQH8
H2KZ07	Q6ZQI3
G5EF59	Q6ZQJ5
G5EFF5	Q6ZQK0
Q23322	Q6ZQL4
O17615	Q6ZQM8
Q94416	Q6ZWM4
P34460	Q6ZWN5
Q65XX7	Q6ZWQ0
Q20380	Q6ZWQ7
Q22853	Q6ZWQ9
Q4TT88	Q6ZWR4
Q22020	Q6ZWR6
G1FC92	Q6ZWS8
Q9TYU5	Q6ZWU9
O02273	Q6ZWV3
Q9N4I4	Q6ZWV7
Q7KX66	Q6ZWX6
P91401	Q6ZWY3
C7IVR4	Q6ZWY9
Q93697	Q6ZWZ2
P09088	Q704Y3
O18172	Q70E20
Q17770	Q70FJ1
P34600	Q70IV5
Q21734	Q70KF4
Q21425	Q711T7
Q9GYG4	Q717B4
O16619	Q71LX4
P34688	Q75N73
Q8I116	Q765H6
Q18905	Q76I79
Q8TA52	Q76KF0
Q23420	Q76LL6
P34474	Q76LW6
P34286	Q76MZ3
P31161	Q78IK2
Q9TZ99	Q78IK4
O62404	Q78IS1
Q9TYZ4	Q78JE5
Q18674	Q78JN3
B9WRT8	Q78JW9
P50093	Q78PY7
P34419	Q78YZ6
Q8ITW5	Q78ZA7
Q9XVQ9	Q791V5
Q9XW21	Q792Z1
Q09270	Q793I8
O45537	Q794H2
P90934	Q7GIP5
G5EBX0	Q7JCY6
Q19581	Q7JCZ0
Q9NA74	Q7JJ13
A0A486WXG9	Q7M6U3
Q18134	Q7M6Z4
Q27471	Q7M760
G5EEN7	Q7SIG6
O01869	Q7TMB8
Q17987	Q7TME0
Q18483	Q7TME2
Q21154	Q7TMF3
Q19584	Q7TMF5
Q4TTC2	Q7TMI3
O61902	Q7TMK6
Q09533	Q7TMK9
G5EFF1	Q7TMM9
G5EEI1	Q7TMQ7
Q9TYT4	Q7TMR0
Q09454	Q7TMV3
O17527	Q7TMW6
P32743	Q7TMY7
G5ED29	Q7TMY8
Q4JFH9	Q7TN02
Q2L6W7	Q7TN29
E7EAU8	Q7TN31
Q10020	Q7TN73
Q93833	Q7TN75
Q86NE4	Q7TN83
G5EBK0	Q7TN98
N1NVC0	Q7TN99
Q20748	Q7TNC4
P18833	Q7TNC6
Q19932	Q7TNH6
A0A5E4LZ74	Q7TNK1
Q9XVX1	Q7TNL5
A0A0K3ATA5	Q7TNM2
F1LIM5	Q7TNV0
Q21636	Q7TPB0
O17006	Q7TPC1
Q23023	Q7TPD0
Q9XWS0	Q7TPD1
Q22387	Q7TPH6
Q18255	Q7TPM1
O62337	Q7TPM3
O16666	Q7TPN9
Q23119	Q7TPQ3
Q18426	Q7TPR4
O17693	Q7TPS5
Q93703	Q7TPS9
Q21994	Q7TPV2
Q18776	Q7TPV4
D4YWC8	Q7TPW1
P34526	Q7TQ48
Q8MXJ0	Q7TQC7
P90841	Q7TQD2
O17776	Q7TQE7
Q8TA83	Q7TQF7
Q18164	Q7TQH0
P50880	Q7TQI3
H9G305	Q7TQI7
O45915	Q7TQK0
Q20048	Q7TQK1
Q09597	Q7TQK4
O02641	Q7TQK5
Q9XVT2	Q7TQN3
Q09607	Q7TS63
A0A061AJC4	Q7TS75
Q19838	Q7TSA3
A0A0K3AU49	Q7TSC1
Q20830	Q7TSE6
Q20666	Q7TSF0
P91493	Q7TSF1
Q20425	Q7TSG2
Q9UAY5	Q7TSG3
O01512	Q7TSG5
Q21278	Q7TSH2
Q9U1U3	Q7TSH3
Q9NEQ0	Q7TSH6
Q09604	Q7TSI3
Q9TYX9	Q7TSJ2
Q05036	Q7TSK7
Q9GRV4	Q7TSN7
O17806	Q7TSQ8
Q65ZK1	Q7TSY8
G5EDM4	Q7TSZ8
Q20000	Q7TT00
O62076	Q7TT18
Q95XU1	Q7TT28
G5EEH6	Q7TT37
O62255	Q7TT50
O45440	Q7TT79
G5EC12	Q80SS5
G5ED42	Q80SU7
A0A1T5HUK0	Q80SW1
O18134	Q80SX9
G5EG17	Q80SY3
Q565D5	Q80SY4
G5EEF9	Q80SZ7
G5ECX2	Q80T19
Q23581	Q80T21
Q17974	Q80T41
Q7YZT6	Q80T69
H2KYU6	Q80T74
G5EGI1	Q80T85
Q19720	Q80TA6
V6CLP5	Q80TB8
Q9XWT5	Q80TE0
Q9XXC3	Q80TE4
Q20305	Q80TE7
Q9N408	Q80TF6
O01796	Q80TH2
B5U8L0	Q80TI0
Q9TXW1	Q80TJ1
Q965W2	Q80TL0
A7DTF3	Q80TM6
O45595	Q80TM9
P91270	Q80TN4
Q19762	Q80TN5
H2KYJ0	Q80TN7
L8E6Z8	Q80TP3
Q9TYV3	Q80TQ2
Q09321	Q80TR1
Q18709	Q80TR4
Q19633	Q80TR8
C0HLB3	Q80TS3
Q19416	Q80TS5
A0A8S4SS65	Q80TS7
Q17830	Q80TT8
G5EES9	Q80TV8
Q95XD1	Q80TY0
Q93345	Q80TY4
Q95Y96	Q80TY5
O18307	Q80TZ3
Q20803	Q80TZ9
Q09589	Q80U04
P56174	Q80U12
Q18606	Q80U16
Q19713	Q80U19
Q21793	Q80U28
Q22967	Q80U30
Q20347	Q80U35
Q17745	Q80U40
O44889	Q80U44
O44144	Q80U49
Q18788	Q80U57
P34673	Q80U58
Q10006	Q80U63
A0A8D9MTV9	Q80U70
O01606	Q80U72
Q9XVT1	Q80U78
P35602	Q80U87
Q21444	Q80U93
G5EGT6	Q80U95
A8WI16	Q80UE6
Q21287	Q80UF7
Q9TXJ8	Q80UG2
Q19591	Q80UG5
Q9NEW8	Q80UJ7
A0A061ACS6	Q80UK0
Q9NEQ8	Q80UK8
Q22240	Q80UM3
Q9XW10	Q80UM7
M1ZMI9	Q80UN1
G5EFF2	Q80UP3
Q9XXN2	Q80UU9
Q21441	Q80UV9
O44549	Q80UW2
A0A0K3AS47	Q80UW5
Q94126	Q80UW8
Q09450	Q80UZ2
Q7Z1Q3	Q80V24
Q21840	Q80V26
O02238	Q80V31
Q9TXM1	Q80V62
P91427	Q80V63
O76354	Q80V85
Q22522	Q80VA0
Q09509	Q80VC9
Q94417	Q80VD1
P53589	Q80VH0
Q9U5C0	Q80VI1
O16581	Q80VN0
Q95XN6	Q80VP0
Q8WTM6	Q80VP1
P49596	Q80VP2
Q22036	Q80VR2
G5EDX5	Q80VR3
P34422	Q80VY9
O62231	Q80W00
G5EDH0	Q80W03
Q20845	Q80W04
Q9XV35	Q80W22
U4PR50	Q80W37
Q9U9K0	Q80W47
P46557	Q80W68
Q9NES9	Q80W88
O01509	Q80W93
O02099	Q80W94
G5EEZ3	Q80W99
P34441	Q80WB5
Q2WF61	Q80WC1
Q09555	Q80WC3
P34557	Q80WC7
Q9BKS1	Q80WE4
O16638	Q80WG7
Q9N3U2	Q80WJ1
O17020	Q80WJ7
Q18403	Q80WQ2
Q9N3I5	Q80WQ8
Q9N3U3	Q80WS3
A7DTF6	Q80WT5
H2KZR1	Q80WV7
D3YT79	Q80WW9
Q23381	Q80X19
Q9GYK1	Q80X41
Q20531	Q80X44
O17732	Q80X50
Q9GRV5	Q80X56
Q9XUM8	Q80X73
Q9U1Q6	Q80X80
O17149	Q80X82
E9RKC7	Q80X85
Q9NEU3	Q80X86
Q17732	Q80X90
Q8MYM8	Q80X95
Q19835	Q80XA6
O45315	Q80XB4
Q9XW70	Q80XC2
Q23254	Q80XC3
Q9U5C1	Q80XC6
Q18115	Q80XD1
O45373	Q80XE1
O45813	Q80XI1
P54815	Q80XI3
Q02335	Q80XI4
Q19899	Q80XJ2
P34512	Q80XJ3
Q966L3	Q80XK6
Q18054	Q80XL6
Q9XVG7	Q80XL7
P41877	Q80XN0
Q18107	Q80XP9
Q967F1	Q80XQ2
Q95QQ2	Q80XR2
Q9XV66	Q80XU3
Q9NEU1	Q80Y14
Q93545	Q80Y17
P52906	Q80Y19
Q8MQ11	Q80Y24
Q09261	Q80Y44
Q9NAC1	Q80Y56
G5EGE9	Q80Y81
Q93906	Q80Y84
Q23270	Q80Y86
D0VWM4	Q80YA3
Q9XV44	Q80YA7
Q95PX0	Q80YA9
O44901	Q80YD1
Q19375	Q80YE7
A0A078BQJ0	Q80YF9
Q21917	Q80YN3
Q21067	Q80YQ2
Q19118	Q80YQ8
A0A4V0IKG7	Q80YR4
O76670	Q80YR5
A0A2C9C3B6	Q80YR6
B5U8M5	Q80YR7
A0A0K3AS36	Q80YT7
Q18212	Q80YV3
Q19854	Q80YV4
Q20885	Q80YW0
Q9N525	Q80YW5
Q58AA7	Q80YX1
O62185	Q80Z24
O01879	Q80Z25
P50306	Q80Z38
Q23158	Q80Z64
Q9BL06	Q80Z96
O44867	Q80ZD8
O62414	Q80ZF8
O16580	Q80ZI6
A1EHR5	Q80ZJ1
Q9BL83	Q80ZJ6
Q21746	Q80ZK9
Q23401	Q80ZM7
Q21662	Q80ZM8
O62372	Q80ZS3
O17860	Q80ZU5
Q9N4U4	Q80ZV0
Q23485	Q80ZX0
Q22944	Q80ZX8
O62078	Q810A5
P34466	Q810A7
P10986	Q810B6
O16515	Q810J8
A6ZJ71	Q810L3
Q9GPA2	Q810S1
O76689	Q810U3
Q09309	Q810U4
O16487	Q810U5
P90884	Q811B1
Q9XX56	Q811B3
Q9XTU6	Q811D0
Q9TYX6	Q811G0
Q03607	Q811J3
Q9BKQ6	Q811L6
Q17880	Q811M1
P41886	Q811P8
O61931	Q811S7
Q11174	Q811T9
G5EBY6	Q812A2
Q9GUI5	Q812F8
P41933	Q8BFP9
Q95Y85	Q8BFQ4
G5ED01	Q8BFR4
Q18694	Q8BFR5
O61853	Q8BFT2
O76717	Q8BFU0
Q9XU06	Q8BFU1
Q9XW83	Q8BFU2
Q95XG7	Q8BFV2
A0A1X7RC97	Q8BFW4
Q304D8	Q8BFW7
G5EFU2	Q8BFX3
O61518	Q8BFY6
A0A168H9F5	Q8BFY7
Q9N576	Q8BFY9
G5EBZ4	Q8BFZ3
Q95QW4	Q8BFZ4
O01585	Q8BFZ9
O44512	Q8BG05
O45757	Q8BG30
Q9XUV0	Q8BG32
P50488	Q8BG36
B3WFV4	Q8BG39
Q9XWJ5	Q8BG40
A0A3B1DV80	Q8BG48
C7IVS4	Q8BG51
Q9XWK6	Q8BG58
Q8WQG9	Q8BG79
G5EG13	Q8BG81
Q966H7	Q8BG87
O61882	Q8BG94
G5EDG6	Q8BG95
Q9U2S4	Q8BG99
O17799	Q8BGA3
P45442	Q8BGA5
O44923	Q8BGA8
Q22128	Q8BGA9
G5EGP4	Q8BGB2
F1LIM7	Q8BGB5
Q18662	Q8BGC0
Q19680	Q8BGC4
Q9XVZ2	Q8BGD5
D9PTP6	Q8BGD9
Q17438	Q8BGE5
Q19325	Q8BGE6
G5ED34	Q8BGF3
O17099	Q8BGF7
Q2XMZ9	Q8BGG7
Q9XW20	Q8BGH2
O01702	Q8BGH4
Q8I4L3	Q8BGJ0
Q9BKQ7	Q8BGJ9
U4PFH6	Q8BGK2
A8WFJ9	Q8BGQ1
D0Z5N4	Q8BGQ4
P34559	Q8BGQ7
O17038	Q8BGR6
P91443	Q8BGR8
P34514	Q8BGR9
O16481	Q8BGS0
O01661	Q8BGS2
H2KYP8	Q8BGS7
Q9GUB8	Q8BGT1
Q8MNV7	Q8BGT5
O61977	Q8BGT6
G5ECG7	Q8BGT7
Q95Y49	Q8BGU5
G5EFA9	Q8BGV0
O45550	Q8BGV5
Q9NLD3	Q8BGV8
P34678	Q8BGW1
Q9U228	Q8BGW2
P32742	Q8BGX0
G5EF86	Q8BGY2
Q93246	Q8BGY3
Q19618	Q8BGZ1
Q9XU87	Q8BGZ3
P34653	Q8BGZ4
Q22438	Q8BGZ7
Q21593	Q8BH04
Q93456	Q8BH16
A0A0K3ASF2	Q8BH34
G5ED35	Q8BH35
P90795	Q8BH43
G5ECQ3	Q8BH44
Q965U6	Q8BH52
Q9TXR7	Q8BH53
Q9NGT3	Q8BH57
P34638	Q8BH58
P45972	Q8BH59
Q9XWP6	Q8BH60
Q9NAC5	Q8BH61
H2KZS9	Q8BH64
Q9NLC2	Q8BH66
Q09481	Q8BH69
Q95QG8	Q8BH74
P90757	Q8BH75
Q20271	Q8BH93
O45148	Q8BH95
A6PVA5	Q8BH97
Q9U208	Q8BHB0
Q69Z09	Q8BHB4
Q9U2F2	Q8BHC4
Q10901	Q8BHC9
A0A8S5I3Z9	Q8BHD7
I6Z0I7	Q8BHD8
Q9XUF8	Q8BHE3
Q09365	Q8BHE5
Q9N5A2	Q8BHG1
Q22684	Q8BHG9
G5EF79	Q8BHI7
Q22047	Q8BHJ5
Q09378	Q8BHJ9
G5EC89	Q8BHL3
O01813	Q8BHL8
G5ECN2	Q8BHM9
Q19119	Q8BHN0
G5EGF4	Q8BHN3
Q21526	Q8BHP2
Q18895	Q8BHP7
Q19894	Q8BHS6
G5ECN1	Q8BHT6
Q20077	Q8BHX3
U4PBZ1	Q8BHY2
Q19751	Q8BHZ4
G5ECQ5	Q8BI06
V6CLJ5	Q8BI67
Q21156	Q8BI72
G5EFS5	Q8BI84
Q19988	Q8BIA3
H2L0S9	Q8BIA4
Q2HQL8	Q8BIE6
Q19131	Q8BIF9
G5EET2	Q8BIH0
O18156	Q8BIJ6
G5ECV5	Q8BIK6
Q19395	Q8BIL5
Q21481	Q8BIP0
G5EG65	Q8BIQ5
Q22721	Q8BIQ8
Q17589	Q8BIV3
O16266	Q8BIW1
Q9U364	Q8BIW9
Q18486	Q8BIZ1
O01840	Q8BIZ6
Q8MNT7	Q8BJ05
G5EE36	Q8BJ34
O01580	Q8BJ37
Q20334	Q8BJ42
A0A2K5ATP9	Q8BJ56
O17761	Q8BJ71
Q20665	Q8BJD1
H9G2X7	Q8BJE2
Q10910	Q8BJF9
P41779	Q8BJH1
Q9BKP7	Q8BJI4
Q19307	Q8BJK1
Q09488	Q8BJL0
P90848	Q8BJL1
A0A8S4QAT5	Q8BJM5
Q21514	Q8BJM7
Q18668	Q8BJQ2
O01737	Q8BJQ9
O61466	Q8BJS4
A6ZJ46	Q8BJU0
Q69ZI6	Q8BJW6
G3MU12	Q8BJW7
Q9TYQ5	Q8BJX2
Q23597	Q8BJY1
Q21631	Q8BJZ4
Q9U3K2	Q8BK06
O18048	Q8BK08
Q17600	Q8BK26
Q8MXS8	Q8BK30
O01976	Q8BK62
G5EBR1	Q8BK63
Q20752	Q8BK64
A0A5E4M3Q4	Q8BK67
P34296	Q8BK72
Q8I0Z1	Q8BK75
G5EG87	Q8BK84
Q21436	Q8BKC5
Q9U5C2	Q8BKC8
P34691	Q8BKD6
Q18947	Q8BKE6
Q09389	Q8BKE9
O62123	Q8BKF1
O44444	Q8BKG3
Q21875	Q8BKI2
Q9XVX5	Q8BKJ9
G5ED60	Q8BKN5
Q9XUB4	Q8BKS9
P91573	Q8BKT3
P34388	Q8BKT7
Q9U243	Q8BKT8
Q9U3S9	Q8BKU8
P91555	Q8BKW4
A0A5E4LXR0	Q8BKX1
O44135	Q8BKX6
Q65ZG6	Q8BKZ9
Q17533	Q8BL06
N1NV13	Q8BL48
Q9XVE6	Q8BL65
A9QY30	Q8BL66
O16749	Q8BL74
Q9XV36	Q8BL80
Q9BHL3	Q8BL97
Q95QB3	Q8BLB0
O44732	Q8BLB7
O61743	Q8BLE7
G5EFP1	Q8BLF1
Q9TYS7	Q8BLF2
Q9TZE1	Q8BLG0
Q22923	Q8BLH7
I2HAA5	Q8BLK3
Q22824	Q8BLN5
O02097	Q8BLR2
Q95Y11	Q8BLR9
Q9XTV6	Q8BLU0
Q22574	Q8BLV3
Q21878	Q8BLX7
O62264	Q8BM13
O18154	Q8BM39
Q21736	Q8BM54
O61522	Q8BM55
V6CLN7	Q8BM65
O44871	Q8BM72
O17152	Q8BM75
O02164	Q8BM89
O16979	Q8BMA3
Q20754	Q8BMA5
P34308	Q8BMA6
Q8MYM4	Q8BMC4
Q86MP3	Q8BMD8
D6VPA7	Q8BME9
G5EG96	Q8BMF3
P91419	Q8BMF4
O44635	Q8BMG7
O17777	Q8BMI3
Q18624	Q8BMJ2
G4SR74	Q8BMJ3
Q21204	Q8BMJ7
O16682	Q8BMK4
D3NQA8	Q8BML1
O76258	Q8BMP6
Q09318	Q8BMQ8
G5EGK8	Q8BMS1
G5ECM9	Q8BMS4
Q9TZ91	Q8BMY7
Q20976	Q8BN21
A0A486WWJ9	Q8BN58
G5EGC9	Q8BN78
C0Z1Y1	Q8BND3
Q17636	Q8BNE1
Q9TXM6	Q8BNK5
A7LPD5	Q8BNW9
Q94247	Q8BNY6
Q9N3S2	Q8BP00
Q18587	Q8BP01
Q965W3	Q8BP22
Q19377	Q8BP27
Q9XWQ6	Q8BP47
Q8MXV8	Q8BP48
P52819	Q8BP67
P41956	Q8BP71
Q22379	Q8BP86
Q9N4C2	Q8BP92
O17731	Q8BPA8
Q20432	Q8BPB5
P90867	Q8BPG6
O17196	Q8BPI1
Q19807	Q8BPM0
Q8I4C9	Q8BPN8
O44448	Q8BPQ7
Q27539	Q8BPU7
Q9N5K4	Q8BPX9
V6CIR8	Q8BQ30
Q93244	Q8BQ46
Q22500	Q8BQ47
Q09466	Q8BQ48
G5ECR0	Q8BQC8
P91125	Q8BQM4
Q65ZB8	Q8BQP8
Q20728	Q8BQS5
Q09357	Q8BQU3
P91209	Q8BQZ5
P52478	Q8BR07
Q19048	Q8BR27
I2HAA0	Q8BR65
Q22230	Q8BR86
O62236	Q8BRB7
Q19769	Q8BRC6
Q9XVS1	Q8BRF7
Q95R14	Q8BRG6
Q19991	Q8BRH0
Q19063	Q8BRH3
Q9XUY5	Q8BRH4
O17024	Q8BRK9
A0A0S4XR68	Q8BRM2
Q9N3Q4	Q8BRN9
O62090	Q8BRT1
Q23600	Q8BS45
O45764	Q8BSF5
Q95QY7	Q8BSK8
O02267	Q8BSL7
Q18161	Q8BSN3
Q9TZH6	Q8BSN5
Q93228	Q8BSQ9
O02303	Q8BSS2
Q966M4	Q8BSS9
O16628	Q8BSY0
Q93575	Q8BT60
P52713	Q8BTI8
A0A0K3AWP8	Q8BTI9
Q23457	Q8BTM8
Q20404	Q8BTQ0
Q9U1P7	Q8BTS4
V6CLN5	Q8BTT6
Q94314	Q8BTV1
O16927	Q8BTV2
G5EGK1	Q8BTW3
G5EEV5	Q8BTW9
Q9U1Q1	Q8BTY1
P34484	Q8BTY2
Q9XW38	Q8BTZ7
O16997	Q8BU03
G5EBL4	Q8BU11
Q22751	Q8BU14
Q18986	Q8BU30
A0A3P6P985	Q8BU31
Q09556	Q8BU33
Q58AU8	Q8BU88
Q3Y400	Q8BUE4
Q9N4H6	Q8BUH8
Q94010	Q8BUI3
O45756	Q8BUK6
P91134	Q8BUL5
P91311	Q8BUL6
Q9TZA7	Q8BUN5
Q20992	Q8BUR4
P90790	Q8BUR9
P34397	Q8BUV3
Q18617	Q8BUY5
P55155	Q8BV13
Q93290	Q8BV66
Q9N477	Q8BV79
G5EFU0	Q8BVD5
Q18157	Q8BVE3
P49029	Q8BVE8
V6CLZ2	Q8BVF2
Q22562	Q8BVF7
Q9U2W8	Q8BVG4
Q11193	Q8BVI4
Q0KHC0	Q8BVJ9
G5EE14	Q8BVK9
Q19823	Q8BVL3
Q19863	Q8BVL9
Q9XUQ7	Q8BVM7
Q9BHM0	Q8BVN4
O01630	Q8BVQ5
Q2AAC3	Q8BVU0
Q75MI6	Q8BVU5
Q965S0	Q8BVY0
O16893	Q8BVZ1
O02224	Q8BW10
Q20135	Q8BW22
Q20332	Q8BW41
P91057	Q8BW70
Q9XW93	Q8BW74
Q95YA5	Q8BW75
Q9XXU4	Q8BW96
Q9XU84	Q8BWA8
Q19974	Q8BWF0
Q9N5M6	Q8BWG8
O16286	Q8BWG9
Q18166	Q8BWJ3
Q22712	Q8BWM0
O16501	Q8BWR2
Q20947	Q8BWR4
Q9GRY9	Q8BWT1
Q19655	Q8BWU5
O44517	Q8BWW4
P34511	Q8BWW9
P91318	Q8BWY3
O44628	Q8BWZ3
O44757	Q8BX02
Q9N2L7	Q8BX09
Q17370	Q8BX10
A7LPF3	Q8BX17
Q9XXK1	Q8BX22
Q18017	Q8BX32
Q9N3B0	Q8BX57
O44131	Q8BX70
Q19220	Q8BXA1
Q23534	Q8BXG3
H2KYN3	Q8BXJ2
H2L2J0	Q8BXK8
Q9NAJ3	Q8BXL9
O18276	Q8BXQ2
O62218	Q8BXR5
Q9U354	Q8BXR9
Q9XUL2	Q8BXT1
Q8WTM0	Q8BXV2
A0A0K3AQR2	Q8BXZ1
Q19707	Q8BY02
Q22935	Q8BY71
Q11093	Q8BY87
Q18806	Q8BY89
Q18678	Q8BYA0
Q966G2	Q8BYB9
P04970	Q8BYC6
Q22639	Q8BYH0
G5EFV8	Q8BYH7
V6CLA2	Q8BYH8
O17607	Q8BYI9
Q9TZE4	Q8BYJ6
O45625	Q8BYK5
Q95X84	Q8BYK6
G5EFP4	Q8BYL4
Q9XW63	Q8BYM5
Q9Y194	Q8BYM8
A0A0K3AR92	Q8BYR1
O01739	Q8BYR2
Q17631	Q8BYW1
Q9BI75	Q8BYW9
B7FAS6	Q8BYY4
G5ED24	Q8BYZ1
Q09433	Q8BZ03
Q9XVX8	Q8BZ20
X5MBH3	Q8BZ21
Q9XUP2	Q8BZ32
P34885	Q8BZ34
Q9U1S8	Q8BZ39
F5GU62	Q8BZ47
Q21175	Q8BZ60
G5EFZ9	Q8BZ64
Q23591	Q8BZ98
O45370	Q8BZB2
A0A0M7RF51	Q8BZH0
Q19209	Q8BZH4
Q95QT4	Q8BZL8
Q18369	Q8BZM1
F5GU86	Q8BZN6
Q10661	Q8BZQ7
Q3Y416	Q8BZS9
Q20677	Q8BZW4
G5EDP0	Q8BZW8
G5EGN6	Q8BZX4
P84199	Q8BZZ3
Q9GYK4	Q8C006
O61856	Q8C008
O16312	Q8C015
Q9BLC2	Q8C031
P34382	Q8C033
Q93250	Q8C048
G4RT11	Q8C050
Q20502	Q8C052
G5ECV7	Q8C078
Q19577	Q8C080
Q94418	Q8C092
G5EGN9	Q8C0C7
Q19291	Q8C0D5
O62432	Q8C0D7
C3JXE6	Q8C0E2
U4PAQ6	Q8C0G2
O62079	Q8C0I1
Q17451	Q8C0I4
H2KMJ3	Q8C0J2
