P04039	A0A075BJP4
P23180	Q9VK33
Q06102	Q9VK34
Q12293	Q9VK36
P53203	Q9VK38
Q12041	Q9VK39
P43582	Q9VK43
Q08219	Q9VK44
P38339	Q9VK45
Q12057	Q9VK46
P40454	Q9VK56
P02294	Q9VK57
Q12316	Q9VK59
Q92331	Q9VK60
P40007	Q9VK69
P43600	Q9VK85
P53338	Q9VK89
P40219	Q9VK90
P0C272	Q9VKA4
P35995	Q9VKA7
Q07395	Q9VKB2
Q12171	Q9VKB4
P33411	Q9VKC1
P32786	Q9VKC4
Q07843	Q9VKC8
Q03579	Q9VKD2
P15424	Q9VKD3
P10823	Q9VKD6
P15807	Q9VKD7
P15274	Q9VKD8
P40206	Q9VKF0
P36002	Q9VKF3
Q02770	Q9VKF5
P38738	Q9VKF8
Q12396	Q9VKF9
P42844	Q9VKG8
P38179	Q9VKG9
Q6Q5X2	Q9VKH0
P22696	Q9VKH4
P38821	Q9VKI8
P36137	Q9VKJ1
P38921	Q9VKJ4
Q07959	Q9VKJ6
P40218	Q9VKK1
P43544	Q9VKK6
P04803	Q9VKM0
Q12431	Q9VKM1
P38826	Q9VKM3
Q12447	Q9VKM6
Q04228	Q9VKM8
P51862	Q9VKN5
Q05871	Q9VKN7
Q12527	Q9VKN9
Q07684	Q9VKP6
Q12320	Q9VKQ0
P08466	Q9VKQ2
P39706	Q9VKQ3
Q12108	Q9VKQ5
P32491	Q9VKQ7
Q12134	Q9VKQ9
Q12138	Q9VKR0
P14724	Q9VKR2
P32793	Q9VKS2
P22023	Q9VKS9
Q06892	Q9VKT1
P40217	Q9VKU4
Q08553	Q9VKU7
P07274	Q9VKU8
Q04304	Q9VKV1
P57744	Q9VKV4
P03876	Q9VKV5
Q9ZZX0	Q9VKV8
P38780	Q9VKW1
P40413	Q9VKW2
Q03338	Q9VKW3
P41814	Q9VKW5
P32831	Q9VKW8
P32328	Q9VKX1
P10664	Q9VKX2
P48527	Q9VKX8
P47977	Q9VKY1
P30619	Q9VKY2
P38113	Q9VKZ0
P32488	Q9VKZ7
P39961	Q9VL00
P52893	Q9VL01
P87108	Q9VL02
Q12386	Q9VL03
P53907	Q9VL06
P48813	Q9VL07
P40042	Q9VL10
P10662	Q9VL14
P06738	Q9VL16
P42935	Q9VL18
Q06350	Q9VL20
P38707	Q9VL21
Q03388	Q9VL22
P36120	Q9VL27
Q02204	Q9VL29
P26449	Q9VL41
P32900	Q9VL48
P38722	Q9VL49
P31115	Q9VL52
Q06485	Q9VL58
P41910	Q9VL63
Q08417	Q9VL65
P53971	Q9VL68
P17423	Q9VL69
P53256	Q9VL70
Q12391	Q9VL76
P53062	Q9VL89
P15436	Q9VL91
Q12470	Q9VL96
P11075	Q9VLA2
P25560	Q9VLA6
P49686	Q9VLB2
P48837	Q9VLB7
Q04368	Q9VLB9
Q04585	Q9VLC1
Q08831	Q9VLC5
P42938	Q9VLC8
P53629	Q9VLD6
P38750	Q9VLD7
P22133	Q9VLF0
P38805	Q9VLF2
P47104	Q9VLH8
Q3E763	Q9VLI0
P39992	Q9VLI1
P53154	Q9VLI5
Q12314	Q9VLI9
P38141	Q9VLJ0
P25847	Q9VLJ8
Q03730	Q9VLK1
P48606	Q9VLK2
Q03210	Q9VLK3
Q06169	Q9VLK8
P43583	Q9VLL1
P43586	Q9VLL3
Q12493	Q9VLL5
P53199	Q9VLL8
P32864	Q9VLM5
P08459	Q9VLM6
P32492	Q9VLN1
P32785	Q9VLN8
Q12030	Q9VLP3
P13587	Q9VLP6
P36054	Q9VLP7
P39923	Q9VLQ9
Q03048	Q9VLR0
Q07589	Q9VLR3
P06701	Q9VLR5
Q96VH4	Q9VLR8
P38431	Q9VLR9
P36149	Q9VLS1
P32389	Q9VLS5
P38794	Q9VLS7
Q06103	Q9VLS8
P33401	Q9VLT1
P06208	Q9VLT5
P40212	Q9VLT7
P35192	Q9VLT8
Q01722	Q9VLU0
Q06604	Q9VLU5
Q07560	Q9VLU6
P46944	Q9VLV5
Q08912	Q9VLV6
Q08749	Q9VLV7
Q12207	Q9VLW2
Q08213	Q9VLW9
Q03792	Q9VLX0
Q06541	Q9VLX3
P38823	Q9VLX6
Q12153	Q9VLX9
Q05123	Q9VLY3
P25583	Q9VM00
P35169	Q9VM10
Q00245	Q9VM11
P50091	Q9VM12
P38858	Q9VM14
P42826	Q9VM16
P40507	Q9VM18
Q12751	Q9VM21
Q04120	Q9VM22
P38725	Q9VM31
O94742	Q9VM37
Q04081	Q9VM39
P38271	Q9VM43
P38804	Q9VM45
P42944	Q9VM49
Q03760	Q9VM50
P17629	Q9VM59
Q3E752	Q9VM60
Q12387	Q9VM61
P38894	Q9VM63
P36047	Q9VM65
Q08108	Q9VM71
Q12382	Q9VM75
P53721	Q9VM76
P39945	Q9VM77
P40035	Q9VM83
Q02205	Q9VM93
Q03178	Q9VM95
P20133	Q9VM96
P53252	Q9VM98
P53748	Q9VMA2
P40850	Q9VMA3
P40965	Q9VMB9
Q08202	Q9VMC3
P38256	Q9VMC6
P15367	Q9VMC7
P38778	Q9VMC9
P36026	Q9VMD2
P40958	Q9VMD4
P39538	Q9VMD5
P20051	Q9VMD7
P40586	Q9VMD9
P0CX65	Q9VME0
P29366	Q9VME1
P34072	Q9VME3
P32504	Q9VME5
P13517	Q9VMH2
P25336	Q9VMH8
Q03483	Q9VMI2
Q07930	Q9VMI6
Q04311	Q9VMI8
P25578	Q9VMJ1
P39962	Q9VMJ2
P32465	Q9VMJ7
Q03180	Q9VMK3
P0C2J4	Q9VML7
P53104	Q9VML8
P53895	Q9VML9
Q12407	Q9VMM3
P32571	Q9VMM4
P43581	Q9VMM6
P38326	Q9VMN5
P47167	Q9VMN6
P38084	Q9VMN9
P53870	Q9VMP0
P43132	Q9VMP2
P53066	Q9VMP9
P40095	Q9VMQ3
P38783	Q9VMQ5
P53271	Q9VMQ8
P38803	Q9VMR2
P47052	Q9VMS1
Q12354	Q9VMS2
P25454	Q9VMS5
P38998	Q9VMT1
P38732	Q9VMT2
P39110	Q9VMT4
Q08910	Q9VMT5
P53226	Q9VMT6
P20448	Q9VMU4
Q03964	Q9VMU5
P43554	Q9VMU7
P40825	Q9VMV5
Q6Q5K6	Q9VMV7
P15108	Q9VMW2
P53873	Q9VMW7
P32917	Q9VMW8
P31244	Q9VMX2
Q3E7B0	Q9VMX4
Q07986	Q9VMX9
P39924	Q9VMY1
P16892	Q9VMY2
Q06497	Q9VMY3
Q04601	Q9VMZ5
Q04431	Q9VMZ6
O13297	Q9VMZ9
P53228	Q9VN02
P34166	Q9VN06
P32843	Q9VN10
P38626	Q9VN25
P53616	Q9VN31
P40056	Q9VN39
P25613	Q9VN41
Q06090	Q9VN44
P39726	Q9VN45
P48361	Q9VN50
Q12036	Q9VN55
P46679	Q9VN56
Q12232	Q9VN60
Q6B2I9	Q9VN73
P40517	Q9VN78
P27809	Q9VN82
Q12202	Q9VN86
P38994	Q9VN88
P39702	Q9VN89
P32350	Q9VN91
P47001	Q9VN93
P40553	Q9VNA3
P53067	Q9VNA4
P32497	Q9VNA5
Q05473	Q9VNA6
P53722	Q9VNB5
P24783	Q9VNB9
Q02961	Q9VNC0
Q12280	Q9VNC1
Q99395	Q9VNC7
P47009	Q9VND2
P38069	Q9VND4
P38737	Q9VND8
P53303	Q9VNE2
Q08689	Q9VNE4
Q03532	Q9VNE9
P32841	Q9VNF3
P0CX08	Q9VNF4
Q04629	Q9VNF5
P13711	Q9VNG0
Q06688	Q9VNG1
Q02794	Q9VNG6
P38632	Q9VNH5
Q08023	Q9VNH6
P21374	Q9VNI3
P36517	Q9VNI4
P39931	Q9VNI5
P47100	Q9VNI8
P46669	Q9VNI9
P43321	Q9VNJ0
Q03067	Q9VNK8
P54964	Q9VNL4
P01149	Q9VNM9
P33304	Q9VNN7
P38799	Q9VNP0
Q12433	Q9VNP4
P32768	Q9VNQ3
Q04119	Q9VNR8
P36110	Q9VNR9
Q03071	Q9VNS0
Q12453	Q9VNS1
P32805	Q9VNS2
P18544	Q9VNS4
Q12276	Q9VNS7
Q12184	Q9VNT6
P22855	Q9VNU1
P11325	Q9VNU3
P40041	Q9VNV2
P49954	Q9VNW6
P07250	Q9VNX1
P53947	Q9VNX6
P33421	Q9VNX7
Q12325	Q9VNX8
P47083	Q9VNX9
Q03362	Q9VNZ0
P29465	Q9VNZ4
P33441	Q9VNZ7
P38925	Q9VNZ8
P43562	Q9VNZ9
P46683	Q9VP00
Q03735	Q9VP04
Q02754	Q9VP05
Q99332	Q9VP13
Q08986	Q9VP16
P31386	Q9VP18
P24004	Q9VP20
P38290	Q9VP29
Q12292	Q9VP40
P38224	Q9VP44
P0CX70	Q9VP46
Q07657	Q9VP48
P38704	Q9VP51
P53155	Q9VP53
P39936	Q9VP57
P40351	Q9VP61
P25621	Q9VP65
Q12476	Q9VP67
P03069	Q9VP77
Q01329	Q9VP78
Q04412	Q9VP79
P46963	Q9VP84
P53598	Q9VP87
Q12520	Q9VPA9
P06777	Q9VPB0
P46982	Q9VPB2
Q3E765	Q9VPB3
P38292	Q9VPB6
P47093	Q9VPB8
Q3E7B6	Q9VPC0
Q12375	Q9VPC1
Q3E731	Q9VPD2
P23201	Q9VPD4
P38336	Q9VPD5
P32897	Q9VPD6
P53746	Q9VPD8
P38156	Q9VPE2
P0CD99	Q9VPF9
Q3E7Y9	Q9VPG0
Q08234	Q9VPG7
P54854	Q9VPH0
P53320	Q9VPH2
Q12421	Q9VPH4
Q02773	Q9VPH6
Q08777	Q9VPH8
P53176	Q9VPI4
P39083	Q9VPJ0
P38710	Q9VPJ7
Q03554	Q9VPK4
Q01532	Q9VPL5
P38835	Q9VPL9
P38145	Q9VPM0
Q02159	Q9VPM1
P0CI66	Q9VPM2
P53279	Q9VPM5
P25036	Q9VPM9
P53326	Q9VPN0
P32612	Q9VPN3
Q04199	Q9VPN8
P21192	Q9VPP0
P37263	Q9VPP7
P36117	Q9VPQ2
P20095	Q9VPQ7
P0CX37	Q9VPR1
Q08641	Q9VPR5
P24868	Q9VPR6
Q6Q560	Q9VPS0
P35723	Q9VPS5
P32525	Q9VPS8
P47128	Q9VPT4
Q03654	Q9VPT8
Q3E840	Q9VPT9
P53195	Q9VPU5
P42939	Q9VPU6
P0CX53	Q9VPU7
P53324	Q9VPU8
Q03649	Q9VPU9
P50944	Q9VPV7
P23641	Q9VPW2
Q9ZZW7	Q9VPW9
P53583	Q9VPX0
P39548	Q9VPX5
P32324	Q9VPX6
P0C2I5	Q9VPY0
Q03768	Q9VPY2
P38793	Q9VPY3
P36017	Q9VPY4
P38277	Q9VPY8
P38786	Q9VPZ1
P40186	Q9VQ00
P53230	Q9VQ04
Q12494	Q9VQ08
Q05580	Q9VQ29
Q04338	Q9VQ30
P46996	Q9VQ36
Q12266	Q9VQ37
P33753	Q9VQ44
P25656	Q9VQ46
P04456	Q9VQ56
P32377	Q9VQ57
P39522	Q9VQ58
P39677	Q9VQ60
P40053	Q9VQ76
P32628	Q9VQ77
P43617	Q9VQ78
P16467	Q9VQ79
P43542	Q9VQ89
P29055	Q9VQ93
P38929	Q9VQ94
Q05900	Q9VQ95
Q03868	Q9VQ96
Q08409	Q9VQA2
P53890	Q9VQA5
P38221	Q9VQA6
P38782	Q9VQB6
P18899	Q9VQB9
P50089	Q9VQD0
P38374	Q9VQD4
Q04651	Q9VQD6
P23900	Q9VQD7
Q04739	Q9VQD8
P36097	Q9VQE0
P31378	Q9VQE5
P18961	Q9VQF5
P27476	Q9VQF7
P32472	Q9VQG0
P10507	Q9VQG2
Q12383	Q9VQG9
P47049	Q9VQI1
P33327	Q9VQI4
Q12034	Q9VQI5
P47085	Q9VQI6
P43611	Q9VQI9
P38893	Q9VQK0
P54114	Q9VQK1
Q07978	Q9VQK5
Q05471	Q9VQK7
P32584	Q9VQK9
P25626	Q9VQL1
P25042	Q9VQL2
Q3E771	Q9VQM4
P07271	Q9VQP9
P47146	Q9VQQ3
P53236	Q9VQQ6
Q12216	Q9VQQ9
P43557	Q9VQR2
P56508	Q9VQR9
Q04410	Q9VQS0
P22470	Q9VQS1
P0CX38	Q9VQS4
P13393	Q9VQS6
Q12165	Q9VQS7
P34227	Q9VQT8
P06168	Q9VQU9
P50094	Q9VQW4
P53900	Q9VQW5
P47031	Q9VQW7
Q04322	Q9VQY7
P39994	Q9VQY8
Q12224	Q9VQY9
Q08032	Q9VQZ0
P38796	Q9VQZ6
P47124	Q9VR03
Q06149	Q9VR04
P32591	Q9VR05
P38261	Q9VR09
P32524	Q9VR19
P35203	Q9VR21
Q04439	Q9VR29
P53752	Q9VR33
P19073	Q9VR35
P38332	Q9VR38
Q02931	Q9VR42
P36112	Q9VR57
P42842	Q9VR58
P11484	Q9VR61
P32319	Q9VR64
P38329	Q9VR65
Q02896	Q9VR79
Q12018	Q9VR87
O74700	Q9VR89
P38305	Q9VR90
P38065	Q9VR92
P07257	Q9VR99
Q12253	Q9VRA0
P38114	Q9VRB7
P38193	Q9VRC3
Q03829	Q9VRC5
P32381	Q9VRD4
P10964	Q9VRD6
P50085	Q9VRD7
Q04401	Q9VRE4
P33303	Q9VRF3
O14464	Q9VRG7
P38247	Q9VRG8
Q07442	Q9VRI1
P32895	Q9VRI3
Q12200	Q9VRI6
P47190	Q9VRJ2
P07390	Q9VRJ3
P38956	Q9VRJ5
P40489	Q9VRJ7
P53257	Q9VRJ8
P38749	Q9VRJ9
Q08956	Q9VRK1
P25335	Q9VRK8
Q08347	Q9VRK9
P41058	Q9VRL0
Q04110	Q9VRL1
P53941	Q9VRL2
P48363	Q9VRL3
P06704	Q9VRL7
P48412	Q9VRL8
Q06510	Q9VRM3
Q08981	Q9VRM5
P07258	Q9VRN0
P38142	Q9VRN3
Q3E835	Q9VRN5
Q06390	Q9VRP2
P53819	Q9VRP9
P53286	Q9VRQ1
P14742	Q9VRQ2
P38754	Q9VRQ5
Q05785	Q9VRR4
P53219	Q9VRS0
P38260	Q9VRS2
P32613	Q9VRS4
P36162	Q9VRS6
Q06160	Q9VRT2
P38784	Q9VRT7
Q12288	Q9VRT8
P34243	Q9VRT9
P52868	Q9VRV1
Q06648	Q9VRV4
P35191	Q9VRV5
P10081	Q9VRV6
Q03824	Q9VRV7
Q05518	Q9VRV9
Q6Q5P6	Q9VRW1
P0CF33	Q9VRW4
P10963	Q9VRX0
Q12254	Q9VRX2
P14681	Q9VRX7
P47075	Q9VRY6
P25296	Q9VRZ3
P38850	Q9VS01
P27705	Q9VS05
P23643	Q9VS07
Q07895	Q9VS12
P53317	Q9VS24
P43552	Q9VS26
Q08966	Q9VS32
P53254	Q9VS34
P39002	Q9VS36
P38139	Q9VS37
Q03018	Q9VS38
Q12287	Q9VS39
P32604	Q9VS41
P39713	Q9VS46
P47034	Q9VS47
Q04925	Q9VS48
P14284	Q9VS49
P35845	Q9VS50
P25554	Q9VS51
P25303	Q9VS55
P07245	Q9VS57
P04817	Q9VS59
Q08558	Q9VS67
P38774	Q9VS76
P38218	Q9VS80
P25649	Q9VS81
P0CE68	Q9VS83
P38813	Q9VS84
Q3E815	Q9VS85
P40851	Q9VS91
P36141	Q9VS98
P36775	Q9VSA3
P40040	Q9VSA9
Q08962	Q9VSB2
P53102	Q9VSB3
P36019	Q9VSB6
Q05029	Q9VSB8
P42834	Q9VSC1
Q12045	Q9VSC2
P47062	Q9VSC4
P25340	Q9VSD3
P21827	Q9VSD6
Q07381	Q9VSE6
P39937	Q9VSE8
P11938	Q9VSF3
Q06053	Q9VSG1
P40523	Q9VSG8
P54074	Q9VSH1
P53220	Q9VSH3
O14455	Q9VSH4
P38885	Q9VSI1
P53224	Q9VSI6
P26570	Q9VSJ8
P38993	Q9VSK1
P39975	Q9VSK6
Q12369	Q9VSK9
P32643	Q9VSL0
Q07541	Q9VSL1
Q06344	Q9VSL2
P38986	Q9VSL5
P42836	Q9VSM6
P0CX79	Q9VSM8
P38228	Q9VSM9
P15303	Q9VSN2
Q04847	Q9VSN3
P40545	Q9VSN7
Q01649	Q9VSP8
P38740	Q9VSP9
P25587	Q9VSQ2
P52488	Q9VSQ3
P53507	Q9VSQ5
P45978	Q9VSR3
P38338	Q9VSR5
P53130	Q9VSS1
Q07963	Q9VSS2
Q07540	Q9VSS7
P34253	Q9VST0
P38777	Q9VST1
P25345	Q9VST2
P30656	Q9VST9
P32910	Q9VSU7
P36014	Q9VSV1
Q12042	Q9VSX2
Q06493	Q9VSY2
Q8TGT3	Q9VSY6
P28708	Q9VSY8
P17555	Q9VSY9
P47026	Q9VSZ1
P15938	Q9VSZ3
P17064	Q9VSZ6
P36095	Q9VT00
P17121	Q9VT01
P27616	Q9VT04
P0CY07	Q9VT16
Q01448	Q9VT19
P38996	Q9VT28
P40434	Q9VT29
P38297	Q9VT31
P45819	Q9VT40
P0CX81	Q9VT44
P26725	Q9VT51
P53251	Q9VT57
Q08968	Q9VT61
P28239	Q9VT65
Q8TGJ0	Q9VT67
Q02821	Q9VT69
P04046	Q9VT70
Q03361	Q9VT74
P53904	Q9VT75
P38962	Q9VT76
P38872	Q9VT83
P28791	Q9VT87
Q06489	Q9VT88
P25360	Q9VT94
Q04638	Q9VTA1
P47022	Q9VTA5
P32266	Q9VTA8
Q06676	Q9VTB0
D6W196	Q9VTB3
P47115	Q9VTC1
Q12234	Q9VTC2
Q02771	Q9VTC4
P33891	Q9VTC7
Q3E837	Q9VTD4
P39704	Q9VTE0
Q12328	Q9VTE2
P0CE69	Q9VTE5
Q04660	Q9VTE8
P46680	Q9VTF9
P33200	Q9VTH0
Q12289	Q9VTH4
P38972	Q9VTH5
P35497	Q9VTH8
P28519	Q9VTH9
Q03702	Q9VTI1
P53894	Q9VTI6
Q08172	Q9VTI8
Q04438	Q9VTL1
P87287	Q9VTL6
Q05778	Q9VTM0
Q03429	Q9VTM2
P26784	Q9VTP4
P38703	Q9VTP5
P32774	Q9VTP8
Q2V2P7	Q9VTQ9
Q08951	Q9VTR6
P42845	Q9VTS3
Q04195	Q9VTS6
Q05949	Q9VTT1
P06700	Q9VTT2
P39009	Q9VTT3
Q02775	Q9VTT9
P51979	Q9VTU0
Q12142	Q9VTU3
P32639	Q9VTU4
P25606	Q9VTU9
P40576	Q9VTV1
P47025	Q9VTV7
P08432	Q9VTV9
P39529	Q9VTW1
Q07791	Q9VTW2
P22137	Q9VTW3
P38109	Q9VTW5
P38272	Q9VTW6
P0CD90	Q9VTW7
P50264	Q9VTX2
P36173	Q9VTX3
P07172	Q9VTX5
P32521	Q9VTX7
P22140	Q9VTX8
P0C2I9	Q9VTY1
Q12349	Q9VTY4
Q06333	Q9VTY6
P16387	Q9VTY7
P38999	Q9VTY8
P26754	Q9VTZ0
Q05468	Q9VTZ1
P32341	Q9VTZ2
P53147	Q9VTZ4
Q02884	Q9VTZ5
P46950	Q9VTZ7
P40002	Q9VU01
P43564	Q9VU02
P20486	Q9VU13
Q07921	Q9VU15
P37370	Q9VU21
P36066	Q9VU24
P0CX14	Q9VU34
P22353	Q9VU35
D6VPM8	Q9VU37
P38849	Q9VU39
P47058	Q9VU41
P43602	Q9VU43
Q08287	Q9VU45
P35180	Q9VU51
P32495	Q9VU58
Q12457	Q9VU59
P25301	Q9VU67
P11927	Q9VU68
P11978	Q9VU72
P43556	Q9VU77
P36108	Q9VU83
P54839	Q9VU86
Q08448	Q9VU87
P36151	Q9VU89
P22289	Q9VU91
Q12071	Q9VU95
P05375	Q9VUA5
P23337	Q9VUB1
P46943	Q9VUB3
Q03262	Q9VUB4
P24867	Q9VUB5
P0CX40	Q9VUB7
Q08230	Q9VUB8
P38439	Q9VUC6
P35718	Q9VUD1
P53877	Q9VUD3
Q12505	Q9VUE1
Q12405	Q9VUE5
P36022	Q9VUF8
P49957	Q9VUG1
P32336	Q9VUG4
P08456	Q9VUG5
Q04215	Q9VUH6
Q06707	Q9VUH8
Q12402	Q9VUI0
P30283	Q9VUI3
P47077	Q9VUJ1
P40085	Q9VUJ8
P48236	Q9VUJ9
P53179	Q9VUK0
Q05015	Q9VUK1
P38788	Q9VUK7
P53315	Q9VUK9
Q12518	Q9VUL1
P35732	Q9VUL2
P12962	Q9VUL8
P40502	Q9VUM2
Q06070	Q9VUM3
Q04472	Q9VUN3
P52891	Q9VUN8
P07143	Q9VUQ5
Q02749	Q9VUQ8
Q3E758	Q9VUQ9
Q08224	Q9VUR1
Q9ZZX1	Q9VUR2
Q03529	Q9VUR3
P46973	Q9VUT8
P38819	Q9VUU1
Q07872	Q9VUU3
Q03034	Q9VUU5
P38633	Q9VUU7
Q03079	Q9VUV7
Q07549	Q9VUV8
P53184	Q9VUV9
P53688	Q9VUX1
P38523	Q9VUX7
P36075	Q9VUY2
P38120	Q9VUY6
Q12380	Q9VUY8
P07277	Q9VUY9
P07278	Q9VUZ0
P03879	Q9VUZ1
Q07830	Q9VUZ3
P53720	Q9VUZ4
P36165	Q9VV10
P32356	Q9VV11
P38766	Q9VV12
P38990	Q9VV18
P08018	Q9VV20
P34219	Q9VV21
P46998	Q9VV23
Q06523	Q9VV24
P22108	Q9VV29
Q02825	Q9VV32
P04786	Q9VV38
P47138	Q9VV41
P53918	Q9VV43
Q12230	Q9VV44
P47039	Q9VV49
P53617	Q9VV52
P47030	Q9VV55
Q05497	Q9VV58
P53239	Q9VV62
P48526	Q9VV71
P52917	Q9VV73
P09959	Q9VV74
P32558	Q9VV75
P04650	Q9VV76
P18852	Q9VV77
P53327	Q9VV79
Q12339	Q9VV87
P15700	Q9VV90
P25299	Q9VVA0
P06245	Q9VVA7
P38075	Q9VVB4
P11076	Q9VVB6
P38146	Q9VVC1
P36527	Q9VVC2
P40357	Q9VVC8
P04819	Q9VVE2
Q12303	Q9VVE3
P07170	Q9VVE5
P38881	Q9VVE8
P39685	Q9VVF4
Q04179	Q9VVG1
Q04659	Q9VVG2
P32578	Q9VVG4
P38760	Q9VVH5
P40003	Q9VVH6
P32771	Q9VVH8
P43124	Q9VVI0
Q08045	Q9VVI1
P20107	Q9VVI3
P53168	Q9VVI9
P38748	Q9VVJ6
P53255	Q9VVJ7
Q12675	Q9VVK3
P36035	Q9VVL5
Q04149	Q9VVL6
P36111	Q9VVL8
P53166	Q9VVM2
P08004	Q9VVM7
P25618	Q9VVN2
P24719	Q9VVN4
Q08322	Q9VVP4
P13181	Q9VVP5
P38825	Q9VVP8
P53045	Q9VVQ1
P26637	Q9VVR1
Q3E834	Q9VVR2
P20676	Q9VVR6
P51401	Q9VVS4
P34225	Q9VVS5
Q06063	Q9VVT2
P04037	Q9VVT4
P32481	Q9VVT5
Q07834	Q9VVU1
P53221	Q9VVU2
P22214	Q9VVU4
P47137	Q9VVU6
P40017	Q9VVV6
Q12173	Q9VVV7
Q08954	Q9VVV9
P40065	Q9VVW9
P50108	Q9VVX0
P41835	Q9VVX3
P07149	Q9VVX6
P39990	Q9VVY1
P01120	Q9VVY2
Q12112	Q9VVY3
Q12177	Q9VVY7
P06784	Q9VW02
P38278	Q9VW10
P38928	Q9VW14
Q12192	Q9VW15
Q07379	Q9VW19
Q03020	Q9VW22
Q08923	Q9VW23
Q07794	Q9VW28
P43635	Q9VW34
P53248	Q9VW36
Q02630	Q9VW37
Q03778	Q9VW41
Q08886	Q9VW42
P0CE87	Q9VW47
Q07376	Q9VW51
P41695	Q9VW53
Q07623	Q9VW54
P32838	Q9VW56
P06786	Q9VW57
P50947	Q9VW58
Q99216	Q9VW59
Q12390	Q9VW66
P47118	Q9VW68
P14306	Q9VW70
P23796	Q9VW72
P07249	Q9VW76
P0CH64	Q9VW82
P54838	Q9VW87
P25607	Q9VW91
P40093	Q9VW92
P36062	Q9VW93
P53728	Q9VW97
Q99315	Q9VWA2
Q8TGN5	Q9VWB0
Q12497	Q9VWB7
P28625	Q9VWC0
P53437	Q9VWC4
P46671	Q9VWC6
P48360	Q9VWC7
Q12343	Q9VWC8
P35729	Q9VWD2
P05986	Q9VWD5
P29056	Q9VWD9
Q3E811	Q9VWE0
P38931	Q9VWE4
P53208	Q9VWE6
Q03012	Q9VWE8
P38063	Q9VWE9
P32494	Q9VWF2
Q03323	Q9VWF5
Q12128	Q9VWG0
P53163	Q9VWG1
P40890	Q9VWG2
P32892	Q9VWG3
Q08964	Q9VWG6
Q12754	Q9VWH4
P36134	Q9VWH8
P40555	Q9VWI0
Q04839	Q9VWI4
Q02783	Q9VWJ3
P30822	Q9VWJ6
Q03212	Q9VWJ8
P0CY11	Q9VWJ9
Q12172	Q9VWK5
Q12223	Q9VWK7
Q06349	Q9VWK9
P06169	Q9VWL0
Q03941	Q9VWL4
P38321	Q9VWL9
P08417	Q9VWM0
Q12395	Q9VWM3
P39709	Q9VWM4
P53264	Q9VWM7
P32564	Q9VWN3
Q12298	Q9VWN4
P11491	Q9VWN9
Q3E7A7	Q9VWP1
P32332	Q9VWQ2
P35996	Q9VWQ6
Q04487	Q9VWR0
P39004	Q9VWS0
P53732	Q9VWS1
Q08919	Q9VWS2
P47127	Q9VWS7
P0CE99	Q9VWS8
P54781	Q9VWT2
P36092	Q9VWT3
P53188	Q9VWT7
Q12050	Q9VWU8
P40588	Q9VWV9
P40561	Q9VWW0
P53301	Q9VWW3
P53727	Q9VWX7
Q05930	Q9VWX8
P38953	Q9VWY5
P32325	Q9VWY6
P32467	Q9VWY7
Q02908	Q9VWZ1
P53755	Q9VWZ8
P32600	Q9VX05
P34110	Q9VX08
P53125	Q9VX12
Q06672	Q9VX15
Q02208	Q9VX17
P38212	Q9VX18
Q12398	Q9VX20
Q12152	Q9VX24
P32496	Q9VX36
Q08299	Q9VX37
Q12496	Q9VX39
P13134	Q9VX41
Q06833	Q9VX43
P09232	Q9VX48
P00890	Q9VX56
Q3E6R5	Q9VX73
P06781	Q9VX75
P0CF20	Q9VX80
P38957	Q9VX85
P0C2I6	Q9VX87
Q03482	Q9VX88
P40022	Q9VX91
P53204	Q9VX94
Q08144	Q9VX98
P38767	Q9VXA0
Q08971	Q9VXA7
P35127	Q9VXB3
P54113	Q9VXB4
P35724	Q9VXC8
Q12074	Q9VXD6
P53088	Q9VXE0
Q02606	Q9VXE3
P53129	Q9VXE4
P40557	Q9VXE5
Q06338	Q9VXE6
P38325	Q9VXE7
P38207	Q9VXE8
P11632	Q9VXF0
Q12434	Q9VXF4
P38204	Q9VXG0
P39956	Q9VXG1
P40080	Q9VXG4
P47051	Q9VXH4
P40416	Q9VXH7
Q8J0M4	Q9VXH9
Q04033	Q9VXI1
P53952	Q9VXI6
Q08438	Q9VXJ0
P38870	Q9VXJ9
P36122	Q9VXK0
Q04705	Q9VXK1
P36534	Q9VXK5
P22438	Q9VXK6
P38857	Q9VXK7
P21268	Q9VXK9
P40013	Q9VXL5
P40470	Q9VXN2
P25374	Q9VXN3
P20134	Q9VXN4
P33442	Q9VXN9
P41901	Q9VXP1
P53218	Q9VXP3
Q04562	Q9VXQ3
P07703	Q9VXQ5
P25574	Q9VXQ7
Q03687	Q9VXR1
Q12372	Q9VXR2
P23291	Q9VXR9
Q05521	Q9VXS3
P39731	Q9VXS4
P08525	Q9VXS6
Q12150	Q9VXT1
P32791	Q9VXT3
Q06096	Q9VXT4
P38900	Q9VXU1
Q03944	Q9VXU4
Q06505	Q9VXV6
P47153	Q9VXW2
P41734	Q9VXW3
Q03630	Q9VXW4
P23642	Q9VXW7
P53112	Q9VXX0
P27515	Q9VXX1
P41805	Q9VXX8
Q99393	Q9VXY1
Q03784	Q9VXY7
P47016	Q9VY09
P27825	Q9VY11
P41697	Q9VY14
Q2V2P5	Q9VY15
P33317	Q9VY31
P53193	Q9VY33
P40187	Q9VY42
P38346	Q9VY48
P11655	Q9VY55
P46961	Q9VY61
Q07980	Q9VY62
P38253	Q9VY63
Q3E774	Q9VY77
P28778	Q9VY78
