Q8BR07	A0A087WUL8
Q91VW5	Q13464
Q9WUM3	Q13469
Q923Z4	Q13470
P61372	Q13472
Q91VH2	Q13480
Q6Q477	Q13485
Q68FE2	Q13488
O35598	Q13489
O55187	Q13490
Q8JZQ2	Q13492
C0HKE5	Q13496
P07724	Q13501
Q03358	Q13503
Q9CZA6	Q13505
P16092	Q13509
Q61239	Q13510
P48379	Q13515
Q03347	Q13520
P60202	Q13523
Q9ES52	Q13526
Q505D1	Q13541
Q9D4H9	Q13546
Q8K4J6	Q13547
Q62179	Q13554
Q9R0G7	Q13555
Q8C156	Q13557
P16125	Q13561
A2RSJ4	Q13564
Q8VCK3	Q13569
P59270	Q13571
P09405	Q13573
Q9D1C9	Q13574
B2RXT3	Q13576
O35732	Q13585
Q9QXL1	Q13586
Q9QZ88	Q13595
Q9DC22	Q13596
Q7TMF3	Q13601
Q8BGK2	Q13608
Q9WVA4	Q13610
Q99KB8	Q13613
Q99J08	Q13614
Q8BGX0	Q13615
Q91X05	Q13616
Q76MZ3	Q13617
Q8C0J2	Q13618
P28028	Q13619
P56480	Q13620
Q4U4S6	Q13625
Q9Z2Y3	Q13627
P58463	Q13630
O35973	Q13635
Q9QX96	Q13636
Q9ES46	Q13637
Q9D666	Q13642
P70441	Q13643
Q99JB2	Q13671
Q3UHX8	Q13683
A2A699	Q13685
Q9JMJ2	Q13705
Q64012	Q13724
Q8R1J9	Q13740
Q9R0T8	Q13751
Q6NWV3	Q13769
Q149C2	Q13772
P37238	Q13794
P07356	Q13813
Q9CR00	Q13823
Q8VDL9	Q13825
P35821	Q13829
Q9Z1S8	Q13835
P63325	Q13838
P57722	Q13867
Q91YL3	Q13868
Q8BW41	Q13873
Q9CQJ2	Q13882
Q80VM7	Q13884
P35802	Q13885
Q9QUN8	Q13887
Q8R359	Q13888
P97474	Q13889
P61290	Q13895
P97770	Q13901
D3Z4Z0	Q13936
Q8K2Y7	Q13948
Q8C7Q4	Q13950
Q921H8	Q13951
Q8VCH8	Q13952
Q9CZV8	Q13976
Q7TQD2	Q14004
Q3TUF7	Q14005
P08553	Q14008
Q91VN4	Q14011
P09022	Q14012
E9PV86	Q14019
Q60641	Q14061
P01193	Q14088
Q9CXY6	Q14103
Q91ZK0	Q14108
Q3UHU5	Q14112
Q8R1J3	Q14114
P06684	Q14118
Q9QUJ7	Q14119
Q8VDP6	Q14126
Q9JJ11	Q14129
Q8BGF3	Q14134
Q9CQZ6	Q14137
O88632	Q14139
Q8BLY2	Q14140
Q8BZ39	Q14141
Q7TPC1	Q14142
Q9EP71	Q14145
P07091	Q14146
Q5U4D9	Q14149
Q9CSH3	Q14151
Q9CPQ1	Q14152
Q9CXY9	Q14155
Q69ZX8	Q14156
P19157	Q14157
P55937	Q14161
P11404	Q14164
Q9D0P7	Q14165
Q6GQT1	Q14166
Q8BP71	Q14181
P21841	Q14185
Q7TN98	Q14186
Q9ERD8	Q14188
Q9CZL5	Q14191
Q8C2Q3	Q14192
Q8BK06	Q14194
Q99MI6	Q14195
Q8R4B8	Q14197
Q00493	Q14201
P61922	Q14202
Q8BGD9	Q14203
Q8BMS1	Q14204
Q8BHM9	Q14232
Q810A7	Q14240
Q9EPL8	Q14241
Q9Z1R2	Q14244
Q99N16	Q14247
E9PVD3	Q14249
P53395	Q14254
P27870	Q14257
P61205	Q14258
Q6NSQ5	Q14289
Q7TME2	Q14315
Q8BJ71	Q14318
Q9JJ69	Q14320
Q64104	Q14324
Q9D2V7	Q14331
Q8VEJ9	Q14332
Q9JHE6	Q14344
Q9DBP5	Q14353
Q8R2U4	Q14376
Q6P069	Q14393
O08848	Q14416
Q3TRR0	Q14432
O54992	Q14442
Q9ERG2	Q14444
P28659	Q14451
Q04744	Q14457
Q3V0C1	Q14493
Q9DAV9	Q14494
Q704Y3	Q14498
Q64291	Q14507
A0A2I3BRY0	Q14511
Q8BGE6	Q14512
Q8BP01	Q14517
Q8C0P7	Q14525
Q3TES0	Q14527
P13346	Q14532
Q9JKW0	Q14533
Q9JHB3	Q14534
E9PZJ8	Q14554
Q9D842	Q14558
Q9CWX9	Q14562
Q99LL5	Q14566
Q3SYK4	Q14568
Q9QXK3	Q14571
Q8C9J3	Q14573
Q80YX1	Q14592
Q8CGN4	Q14596
Q8K057	Q14627
Q05A80	Q14643
P58283	Q14651
Q61818	Q14653
Q8R395	Q14657
P00493	Q14669
Q9QXL2	Q14671
E9PWT2	Q14674
P97379	Q14676
Q9DB16	Q14677
Q9JM90	Q14680
Q99J93	Q14681
Q6PDM2	Q14683
Q9DCH4	Q14684
E9Q7F2	Q14686
Q61107	Q14687
Q9D2V8	Q14689
Q60931	Q14690
Q6PDL0	Q14692
Q9Z0P5	Q14694
Q9D485	Q14696
Q8VEM8	Q14697
Q9R1C6	Q14703
Q9CRY7	Q14721
P52795	Q14738
Q99N94	Q14739
P63163	Q14746
Q3UV71	Q14749
P68373	Q14764
Q8R0W6	Q14766
A2AAE1	Q14767
Q9DAA5	Q14773
A0A494BAH8	Q14774
Q9WV34	Q14781
P49710	Q14789
P62075	Q14790
Q9D5Y1	Q14802
Q8K224	Q14807
Q62082	Q14814
P62754	Q14839
Q99M87	Q14847
Q80ZJ1	Q14849
Q9WV68	Q14865
Q8VCD3	Q14872
Q9Z2E4	Q14914
Q8VEH3	Q14919
Q8C6E0	Q14929
Q91W36	Q14938
Q9D600	Q14956
B2RXC5	Q14966
P28293	Q14973
Q9D8N0	Q14974
Q62420	Q14978
Q80YV3	Q14980
Q80W85	Q14994
E9QAE3	Q14995
Q8R3S6	Q14997
Q7TMY8	Q14999
Q9R1Q8	Q149N8
Q5F293	Q14BN4
Q61103	Q14C86
Q52KR2	Q14C87
Q3U2U7	Q14CB8
Q99J85	Q14CN4
G5E8P1	Q14CS0
P06328	Q14CW9
A6PWA5	Q14CX7
Q8K1K9	Q14CZ0
Q922X9	Q14CZ7
P13609	Q14D33
P40124	Q15003
Q00422	Q15004
Q9D5W4	Q15005
Q8VE47	Q15006
Q569E7	Q15007
Q9D338	Q15008
Q80UW5	Q15013
Q01149	Q15014
E9PYH6	Q15018
Q8K1B8	Q15019
Q9D1J3	Q15020
Q11136	Q15021
Q06185	Q15022
Q9QZ08	Q15024
Q9QWF0	Q15025
F6PZ19	Q15029
Q61290	Q15031
Q7TPN9	Q15034
P70436	Q15036
O54991	Q15038
Q8R2G6	Q15040
P25976	Q15041
A2AQW0	Q15042
Q6IFZ8	Q15043
Q9DB15	Q15046
P62331	Q15047
P57080	Q15050
P62869	Q15051
P39098	Q15052
E9Q777	Q15054
Q91VH6	Q15056
Q8BTX9	Q15057
Q99JB6	Q15058
Q9QYL7	Q15059
Q9JI38	Q15061
P70428	Q15067
Q78JN3	Q15070
Q8VD75	Q15072
Q80TS3	Q15075
O88485	Q15077
O08852	Q15078
Q8K4B0	Q15084
P19437	Q15102
G3X9K3	Q15116
O88665	Q15118
Q8R307	Q15120
Q9JJZ6	Q15121
Q04742	Q15125
P34821	Q15126
Q9CQB5	Q15131
Q9D7S9	Q15139
Q9WV92	Q15149
P10852	Q15155
Q8K441	Q15165
Q8R0A7	Q15170
Q91YI1	Q15172
Q9WVR4	Q15181
Q3U5C7	Q15185
Q7TS74	Q15198
Q9QWI6	Q15208
Q61699	Q15233
Q0P5W1	Q15256
Q8CG79	Q15257
P97311	Q15262
Q5SX39	Q15269
Q6PDH0	Q15274
O70585	Q15276
O88696	Q15286
Q8R317	Q15287
Q01768	Q15291
O55033	Q15293
Q9WTV7	Q15303
Q61335	Q15306
Q61245	Q15311
P02340	Q15323
O35717	Q15326
Q99JR8	Q15334
Q9D0S9	Q15345
Q9JLC4	Q15349
P39061	Q15363
Q62425	Q15365
Q9CPY7	Q15366
O70456	Q15369
Q02257	Q15370
Q9JMK2	Q15375
Q9D1E8	Q15382
Q8BQ46	Q15386
P97384	Q15388
B2RUS7	Q15390
Q4VBE8	Q15392
Q99KI0	Q15393
Q62396	Q15397
Q8K4F6	Q15398
Q8K4R9	Q15404
P09793	Q15415
Q9ERZ3	Q15417
P63058	Q15418
Q8K4Q0	Q15424
Q3TXX4	Q15427
Q3URD3	Q15428
O70250	Q15434
Q62048	Q15435
Q9CQ22	Q15436
Q9DBT5	Q15437
Q8C1C8	Q15438
Q62077	Q15459
Q811F1	Q15464
Q8BVF2	Q15466
Q9CWS0	Q15468
A0A087WQJ5	Q15475
Q62424	Q15477
Q7TT37	Q15517
Q61412	Q15526
P26323	Q15527
Q08EC4	Q15528
P10598	Q15532
Q8JZR6	Q15542
Q9D3H2	Q15544
Q3UK78	Q15545
Q9Z2H5	Q15554
Q9ESU6	Q15555
Q920Q2	Q15560
Q8K385	Q15561
Q3V0G7	Q15562
A2ADY9	Q15572
Q8VDC0	Q15573
Q9ESJ4	Q15596
Q3ULA2	Q15599
Q3HNM7	Q15628
Q91VU6	Q15631
Q9Z255	Q15633
P97300	Q15637
Q91YD6	Q15642
Q8VCL2	Q15643
P11440	Q15645
Q921G7	Q15646
Q9DB41	Q15649
Q61035	Q15650
Q3V1U8	Q15651
P12961	Q15653
Q6PDG5	Q15654
Q8R554	Q15669
P70211	Q15672
Q8BJS4	Q15678
P05555	Q15691
Q5SSL4	Q15696
Q9JJ00	Q15697
Q9WVC6	Q15700
Q8CF60	Q15714
Q8QZY1	Q15717
Q8BMS4	Q15738
Q8BU30	Q15742
Q9JJF0	Q15744
O08911	Q15746
Q61753	Q15750
Q8BR65	Q15751
D3YZU1	Q15758
P43680	Q15759
Q8BM55	Q15762
Q8BX32	Q15768
Q8QZR5	Q15771
P20917	Q15773
Q8BW75	Q15776
Q8VDD8	Q15785
Q9Z0S2	Q15788
P31310	Q15796
Q9R0B9	Q15797
Q62181	Q15800
O08529	Q15811
Q3U410	Q15813
Q99MV2	Q15818
Q62356	Q15819
O55143	Q15831
P07742	Q15833
Q61473	Q15834
Q923T9	Q15836
Q91ZB0	Q15842
Q62417	Q15843
Q6PCQ0	Q15848
Q6ZPZ3	Q15853
Q9CZ15	Q15884
Q9R1J0	Q15904
Q8K003	Q15906
Q3UZ39	Q15907
Q8CDZ2	Q15910
Q8K3J1	Q15911
Q5NCF2	Q15915
Q60900	Q15942
O35972	Q15973
Q8BQ48	Q16082
Q5SSW2	Q16181
O08785	Q16186
Q811P8	Q16204
Q9D786	Q16236
Q9JIF0	Q16254
Q8BY79	Q16281
Q8CJF9	Q16288
P70451	Q16342
Q8K363	Q16352
Q8C4Q6	Q16363
Q9D6K7	Q16385
A1L314	Q16394
Q8CE33	Q16401
O88609	Q16512
Q99NA9	Q16513
Q07424	Q16514
P62746	Q16526
Q9DBF7	Q16527
O08749	Q16531
Q9JM05	Q16537
O08915	Q16539
P28352	Q16540
P63280	Q16543
Q9R210	Q16555
Q9D4Z5	Q16560
Q99LJ5	Q16566
Q80V42	Q16568
P54731	Q16576
D3Z750	Q16581
Q9D6F4	Q16584
Q9CQF9	Q16585
Q3U0P1	Q16586
Q8CCG1	Q16587
Q8C0M8	Q16594
Q8K199	Q16595
Q9CYA6	Q16610
P25119	Q16617
Q5SRY7	Q16623
P97434	Q16625
Q922V4	Q16629
Q9D8W5	Q16630
Q62311	Q16633
Q60825	Q16635
Q99LC5	Q16637
P17047	Q16643
Q3UMC0	Q16644
Q8BZT9	Q16649
Q9D5E4	Q16651
D3YU57	Q16654
Q8BTT6	Q16658
P80318	Q16659
Q60899	Q16665
P14148	Q16666
Q80TZ9	Q16670
Q99LQ1	Q16671
A0A088MLT8	Q16690
Q9R0Q6	Q16695
Q9WTJ4	Q16698
Q9D6J1	Q16706
Q6Y5D8	Q16718
Q8BUK6	Q16719
Q80VR3	Q16720
Q8BKG4	Q16739
Q8CIT9	Q16740
Q9JHG6	Q16762
Q9CZG3	Q16763
Q0VBL3	Q16769
Q6PHZ8	Q16774
Q80X82	Q16775
Q61324	Q16777
P62855	Q16778
P11247	Q16787
Q6PF93	Q16795
P61148	Q16799
Q8R3B1	Q16821
Q8BXV2	Q16822
Q9JKU8	Q16825
O88713	Q16827
Q62231	Q16828
Q8K2C6	Q16829
Q61846	Q16831
Q61286	Q16832
Q9D7Z3	Q16849
O88335	Q16850
Q7TT50	Q16851
Q8C569	Q16854
P61460	Q16864
P97857	Q16875
Q9CQS8	Q16880
P11627	Q16881
P47931	Q16890
Q8VDN2	Q16891
Q80U95	Q17RB8
Q9D496	Q17RD7
A0A141CM29	Q17RF5
Q9JJN0	Q1A5X7
Q9JMD0	Q1ED39
Q99PE2	Q1HG44
Q9D1A2	Q1KMD3
P01633	Q1MSJ5
P35329	Q24JP5
Q8K3W0	Q27J81
Q08122	Q29980
P97501	Q29983
P13595	Q29RF7
Q9R207	Q2HXU8
Q99J79	Q2KHM9
Q7TMR0	Q2KHN1
Q3UMY5	Q2KHR3
P11835	Q2KHT3
Q9MD68	Q2KJY2
P18155	Q2LD37
P51448	Q2M1K9
Q8C735	Q2M1P5
Q91V17	Q2M1Z3
P30412	Q2M2E3
Q9QXG2	Q2M2I5
Q9Z1B8	Q2M2I8
P58929	Q2M329
P50462	Q2M389
Q3TTY0	Q2MV58
Q9JMG2	Q2NKJ3
Q8K2Y9	Q2NKX8
Q3U288	Q2NL82
Q80SZ7	Q2PZI1
Q7TM99	Q2Q1W2
O55017	Q2T9L4
P59054	Q2TAA5
P0C605	Q2TAC2
Q9JJV1	Q2TAL6
Q8BX02	Q2TAL8
Q8BGV0	Q2TAY7
Q3U3T8	Q2TB90
P97357	Q2TBA0
Q8VE22	Q2TBE0
Q8R1S0	Q2VPB7
Q80U12	Q2VPK5
P62862	Q2WGJ6
Q9Z0M5	Q2Y0W8
Q8VI67	Q30201
Q99L90	Q30KP8
Q61475	Q30KP9
O70628	Q30KR1
Q08879	Q32MZ4
Q9R0G6	Q32NC0
O88958	Q32P28
Q8CBH7	Q32P44
Q07456	Q32P51
Q8BH35	Q38SD2
Q6S5L9	Q3B726
Q9JMG7	Q3B7T1
Q922F4	Q3B820
Q8C5P5	Q3B8N2
Q8BU00	Q3KNS1
Q9QYM5	Q3KNT7
Q9D6I9	Q3KNV8
E9Q401	Q3KNW5
P21279	Q3KP44
Q04519	Q3KP66
P51829	Q3KPI0
Q99J62	Q3KQU3
Q5DU41	Q3KQV3
Q99388	Q3KR16
Q6ZQJ5	Q3KR37
Q9ERH4	Q3L8U1
Q9QZ18	Q3LHN2
P97287	Q3LI64
B5TVM2	Q3LI66
Q9WUL8	Q3LI67
P35396	Q3LI70
Q9Z125	Q3LI72
Q6TEK5	Q3LI76
Q8BYZ1	Q3LXA3
Q9D924	Q3MHD2
Q9CQY5	Q3MII6
O35445	Q3MIN7
Q9ESD7	Q3MIR4
Q62441	Q3MIW9
Q3TLS3	Q3MJ62
Q9D700	Q3SXM5
Q9DBP0	Q3SXP7
Q8VHR5	Q3SXY8
Q6ZPY2	Q3SY00
Q9CQ33	Q3SY46
E9Q1A5	Q3SY69
Q3TFK5	Q3SY84
O35473	Q3SYB3
O54734	Q3SYF9
O08543	Q3T906
Q6ZQ12	Q3V5L5
Q9ERG0	Q3V6T2
Q8BLV3	Q3YEC7
P53702	Q3ZAQ7
P17156	Q3ZCM7
Q9CX86	Q3ZCQ8
Q60991	Q400G9
Q9JI33	Q401N2
Q9ES70	Q494U1
P55288	Q495W5
Q8K0U4	Q49A26
Q9DCD2	Q49A88
P29351	Q49AN0
Q9D2R0	Q4G0A6
P49586	Q4G0F5
P62702	Q4G0J3
Q9JJF2	Q4G0N4
Q6PGA0	Q4G0W2
Q3UFM5	Q4G0X4
Q9QYE3	Q4G0X9
Q8BL48	Q4G148
Q9CQ79	Q4G163
Q8BGB5	Q4G176
Q925F3	Q4J6C6
Q3US16	Q4KMG9
Q9D1N9	Q4KMP7
Q8CDE2	Q4KMQ1
Q9QZL6	Q4KMQ2
Q9DBE0	Q4KMZ8
Q811D2	Q4KWH8
Q9CY28	Q4LDR2
Q9DBS2	Q4LE39
Q922H9	Q4U2R6
Q05504	Q4V326
Q9JI74	Q4V328
Q9CXT8	Q4VC05
Q80X90	Q4VCS5
Q04886	Q4ZIN3
P35979	Q504T8
Q8K1H9	Q504Y0
Q8BXQ8	Q52LA3
P70169	Q52LG2
Q9CXE2	Q52LJ0
O70619	Q52LR7
Q924Z5	Q52LW3
Q6PE15	Q53EL6
Q91ZJ0	Q53EP0
O35668	Q53EQ6
Q05A62	Q53ET0
B2RPU8	Q53EU6
Q6A0A9	Q53EZ4
Q8C0D5	Q53F19
Q60997	Q53F39
Q6PHN9	Q53FD0
O88512	Q53FP2
Q8CAA7	Q53FV1
Q8VCD7	Q53G59
Q8VCN5	Q53GL0
P97797	Q53GQ0
D3Z7B1	Q53GS7
Q80UW2	Q53GS9
P98203	Q53GT1
Q9CQE6	Q53H12
Q9JHP7	Q53H80
Q5RJH6	Q53H82
Q497I4	Q53H96
Q6PD10	Q53HC0
Q3V1D3	Q53HC5
Q059Y8	Q53HC9
Q3UBX0	Q53HI1
Q64133	Q53HL2
Q570Y9	Q53HV7
Q9Z0V2	Q53R41
Q9D4B2	Q53RE8
Q8CHP6	Q53RY4
Q01237	Q53S33
Q6P1E8	Q53S58
P35561	Q53SF7
P22561	Q53T59
Q8CI12	Q53T94
Q9QYA2	Q53TN4
Q91WM3	Q53TS8
Q9DB40	Q562F6
Q9Z1T5	Q562R1
Q9D4H4	Q567U6
Q5DTL9	Q56NI9
Q9WTK0	Q56P03
Q6PFX2	Q56VL3
Q9QZ47	Q58EX2
Q6JPI3	Q58EX7
Q62132	Q58F21
Q9CZD3	Q58FF3
Q8C729	Q58FF6
Q923G2	Q58FF7
Q9ER67	Q58FF8
Q61599	Q58FG0
Q68FD9	Q58FG1
Q61554	Q58WW2
Q6QD59	Q59EK9
Q80U35	Q5BJD5
Q924Y0	Q5BJF2
E9Q5K9	Q5BJF6
Q9Z1R9	Q5BJH2
Q9CZ49	Q5BJH7
Q60738	Q5BKT4
Q3KNM2	Q5BKU9
Q91ZP3	Q5BKX5
Q9QWR8	Q5BKY1
Q8CCF0	Q5BKZ1
Q920B9	Q5BVD1
Q9CQU5	Q5C9Z4
P41230	Q5D862
Q8R0Z6	Q5EB52
Q3TRM8	Q5EBL8
Q8BG87	Q5F1R6
Q3TWF6	Q5FBB7
Q8BND5	Q5GFL6
Q8R3E3	Q5GLZ8
Q6NTA4	Q5H8A3
P63137	Q5H8A4
Q9D1Q5	Q5H9F3
Q8BJI1	Q5H9I0
Q91WG4	Q5H9R7
Q66LM6	Q5HYA8
P09025	Q5HYI7
Q80V31	Q5HYI8
Q6RHW0	Q5HYJ3
Q8K1N1	Q5HYK3
Q505D7	Q5HYW2
O54781	Q5J8M3
Q1RLL3	Q5J8X5
Q7TNL5	Q5JNZ5
Q640P4	Q5JPH6
Q8BXR6	Q5JPI9
Q63961	Q5JR59
Q62009	Q5JRA6
Q3TUH1	Q5JRM2
Q6IFX3	Q5JRX3
Q3UMW7	Q5JS37
Q7TQK4	Q5JS54
Q9QZS7	Q5JSH3
Q9R0G8	Q5JSL3
P63002	Q5JST6
B1AZP2	Q5JSZ5
A0A2I3BQX1	Q5JTC6
Q8C460	Q5JTD7
P31648	Q5JTH9
Q9Z0U1	Q5JTV8
Q9D8Y8	Q5JTW2
Q9WTZ2	Q5JTY5
Q9QXN3	Q5JTZ9
Q9ER56	Q5JUK2
A2AGH6	Q5JVF3
P48774	Q5JVL4
Q8C0E2	Q5JVS0
Q9D1E4	Q5JW98
Q99PM3	Q5JX71
Q505F1	Q5JXC2
P23819	Q5JXX7
Q4FZG9	Q5JY77
P32114	Q5K4L6
Q91WL8	Q5KU26
Q148Q7	Q5M775
P48455	Q5MIZ7
Q62392	Q5MJ08
O08580	Q5MJ10
P10749	Q5MNZ6
Q9ES18	Q5MNZ9
Q3TAA7	Q5NDL2
P49194	Q5PRF9
Q6PHQ8	Q5PSV4
Q60847	Q5QGT7
Q8K301	Q5QGZ9
Q9R0Y5	Q5QJE6
P08071	Q5QNW6
Q9D4H1	Q5QP82
A2AQH4	Q5RI15
Q80Y44	Q5RKV6
Q8CFA2	Q5RL73
O08788	Q5S007
Q60925	Q5SNT2
Q8BW70	Q5SQN1
Q9QZD4	Q5SR56
J3QMC5	Q5SRE5
P61025	Q5SRI9
Q9D0I8	Q5SSJ5
Q8C7G5	Q5SVS4
Q8C3X8	Q5SVZ6
Q61792	Q5SW79
Q60936	Q5SWA1
Q504M2	Q5SWW7
Q78ZA7	Q5SWX8
P01901	Q5SXM2
A7E1Z1	Q5SXM8
Q3UE37	Q5SY16
Q8CFN5	Q5SZD1
Q99M73	Q5SZK8
Q8BVK9	Q5T0J7
Q9D1G0	Q5T0N5
Q640L5	Q5T0T0
Q9CRC0	Q5T0W9
Q7TMQ7	Q5T124
Q61941	Q5T160
Q921I0	Q5T1C6
E9Q8I9	Q5T1M5
Q9Z2Q6	Q5T200
Q3U3W2	Q5T280
Q64338	Q5T2D3
P70669	Q5T2W1
O35594	Q5T3F8
Q3TXU5	Q5T3I0
Q9JL26	Q5T3J3
Q7TQ95	Q5T3U5
Q3TG86	Q5T440
Q9EP52	Q5T447
Q8VHY0	Q5T4B2
P57016	Q5T4D3
P46412	Q5T4F4
P17182	Q5T4S7
Q8BN21	Q5T5A8
Q9CYN2	Q5T5B0
C0HKE3	Q5T5P2
Q14CH0	Q5T5S1
Q61037	Q5T5U3
Q640R3	Q5T5X7
Q8BZQ2	Q5T601
Q9WTQ8	Q5T619
Q3U8K7	Q5T653
Q8BU31	Q5T686
P13634	Q5T6C5
Q9QYS2	Q5T6F2
Q9CPU4	Q5T6S3
P54310	Q5T6V5
Q8VCF0	Q5T700
P24369	Q5T749
Q80TF3	Q5T750
Q4PZA2	Q5T751
O09100	Q5T752
Q91ZV3	Q5T753
Q8BG94	Q5T754
P37913	Q5T7M9
Q61089	Q5T7P2
Q8BTW3	Q5T7P3
P56542	Q5T7P8
P51830	Q5T7V8
Q9ER99	Q5T7W7
Q61072	Q5T8D3
Q80YR5	Q5T8P6
P17879	Q5T9A4
Q80XJ2	Q5T9G4
Q921G6	Q5T9L3
Q8K341	Q5TA31
Q09PK2	Q5TA45
Q8CFZ4	Q5TA76
Q8BU11	Q5TA77
Q5SVR0	Q5TA78
A2AM29	Q5TA79
P61939	Q5TA81
O35638	Q5TA82
Q61510	Q5TAP6
P18654	Q5TAQ9
O88878	Q5TB80
Q8C436	Q5TBB1
Q8BIQ3	Q5TC12
P62320	Q5TC82
P30306	Q5TCM9
P17012	Q5TCQ9
Q8BH69	Q5TCX8
Q9Z0G0	Q5TCZ1
Q8C196	Q5TD97
Q3UZ18	Q5TDH0
Q91VY5	Q5TEC6
Q8R0Y6	Q5TEU4
E9Q5F9	Q5TGI0
Q07802	Q5TGU0
C0HKE8	Q5TGY3
Q8CHC8	Q5TGZ0
O88329	Q5TH69
Q8VE10	Q5THK1
Q4JIM5	Q5TKA1
O70555	Q5TZA2
Q8QZW8	Q5U3C3
Q9D1F4	Q5U5Q3
B1AXH1	Q5UCC4
Q5SWW4	Q5VIR6
Q9D5U5	Q5VSG8
Q8BMQ8	Q5VSL9
Q9QXM1	Q5VST6
Q9JHF5	Q5VST9
Q641K5	Q5VSY0
Q9WTS5	Q5VT06
O88492	Q5VT25
Q8CGP6	Q5VT52
Q8VII8	Q5VT66
Q8BI17	Q5VT97
P14142	Q5VTD9
P50247	Q5VTE0
Q3V300	Q5VTE6
Q99J56	Q5VTL8
P10923	Q5VTR2
P35278	Q5VU43
Q91VL9	Q5VU57
Q9CR98	Q5VU69
Q8BU33	Q5VUA4
A2RSY6	Q5VUJ6
Q6PIP5	Q5VV17
Q9Z273	Q5VV41
Q922S4	Q5VV42
Q8BXL9	Q5VVQ6
P17433	Q5VVX9
Q6P9K9	Q5VW36
Q61083	Q5VW38
Q3THW5	Q5VWG9
Q8K0D7	Q5VWN6
Q9R1V4	Q5VWP2
Q9WUK2	Q5VWQ0
Q75VT8	Q5VWQ8
P61600	Q5VWT5
P70444	Q5VWX1
Q04888	Q5VWZ2
O09165	Q5VX71
Q922Y1	Q5VYK3
E1U8D0	Q5VYS8
Q3U213	Q5VYV7
Q8VCH5	Q5VZ89
Q62059	Q5VZK9
O88491	Q5VZL5
Q6NXI8	Q5VZM2
Q8BYK5	Q5VZY2
P11688	Q5W0B1
Q5SV80	Q5W0U4
A0A286YD57	Q5W111
Q922K7	Q5W5X9
C0HKE9	Q5XKE5
Q9CQ73	Q5XKP0
P37242	Q5XPI4
Q9CQ26	Q63HK5
P43276	Q63HN8
Q9Z2U2	Q63HR2
Q60737	Q63ZY3
Q7TMI3	Q641Q2
A6X935	Q641Q3
Q9CY73	Q643R3
P97329	Q64LD2
Q9QXC1	Q658P3
Q8CCE9	Q658Y4
Q9D0I4	Q659A1
Q8K215	Q659C4
Q9JL04	Q66GS9
Q4QY64	Q66K14
O88307	Q66K74
Q1XH17	Q66K89
P00520	Q66LE6
Q8QZY9	Q66PJ3
P09055	Q676U5
P02802	Q68CJ9
Q9EST4	Q68CP9
Q60625	Q68CQ4
Q4KMM7	Q68CQ7
Q65Z95	Q68CR1
Q505D9	Q68CZ1
Q8BZM1	Q68CZ2
Q8BUI3	Q68CZ6
Q9R0N7	Q68D10
P62325	Q68D85
P23812	Q68D86
Q8BKU8	Q68D91
P61237	Q68DC2
E0CXB3	Q68DH5
Q99M96	Q68DK2
Q99PG2	Q68DK7
Q3UVL4	Q68DV7
P31725	Q68E01
Q62159	Q68EM7
P54279	Q68J44
Q8R007	Q69YG0
Q3UYQ0	Q69YH5
P63268	Q69YN2
Q62312	Q69YN4
Q8VDC1	Q69YQ0
Q8BRN9	Q69YU3
O35137	Q6A162
Q80TR4	Q6A163
D3Z2X2	Q6AHZ1
Q8BGF7	Q6AI08
Q9DCV3	Q6AI12
Q56A08	Q6AI39
Q9CQE5	Q6AW86
O35652	Q6AZY7
Q8K2X3	Q6AZZ1
Q8R4U6	Q6B0I6
Q9WVI9	Q6B8I1
A1EGX6	Q6BDS2
A2AGA4	Q6DD87
Q9DC63	Q6DD88
P49813	Q6DKI1
Q9WU72	Q6DKI2
Q9WUI1	Q6DKK2
A2A8Z1	Q6DN90
Q8BNV1	Q6DT37
Q62193	Q6EEV4
E9Q9A9	Q6EMK4
Q7TMF2	Q6FHJ7
Q99MK8	Q6FI13
Q8VEK6	Q6FI81
Q9ERT9	Q6GMV3
Q8BRG8	Q6GPH4
A2AGX3	Q6GPH6
Q9D5D8	Q6GQQ9
Q6P5H6	Q6I9Y2
Q3TN34	Q6IA86
Q62217	Q6IAA8
Q9CYH6	Q6IAN0
Q9D2D7	Q6IBS0
Q9D8B3	Q6IBW4
P52793	Q6IC98
P51944	Q6ICB0
Q9QXL8	Q6ICH7
P63006	Q6IE81
O35071	Q6IEG0
Q3TEA8	Q6IN84
Q8R4A3	Q6IN85
P11928	Q6IPR3
Q8VI63	Q6IPU0
Q9D853	Q6IQ21
Q9EPR5	Q6IQ23
A0AUP1	Q6IQ32
O08842	Q6ISS4
Q9D2P4	Q6IWH7
P97789	Q6J9G0
Q9WVG7	Q6JEL2
Q99MB1	Q6JQN1
O88543	Q6K0P9
Q571G4	Q6KB66
Q64487	Q6KC79
Q9D6X5	Q6KCM7
Q8BFW4	Q6L8G4
O89106	Q6L8G8
Q6GQW0	Q6L8G9
Q9EQJ9	Q6L8H1
Q8BMA6	Q6L8H2
Q8VCY6	Q6L8Q7
Q9WTS4	Q6MZM0
Q8BLI4	Q6MZP7
Q9CX60	Q6MZW2
Q80X41	Q6N021
Q9R099	Q6N075
Q00262	Q6NSJ0
Q61555	Q6NSJ2
Q9WVK0	Q6NSJ5
Q9CR29	Q6NSZ9
Q9D2N4	Q6NT76
Q8CFG0	Q6NTF9
P28571	Q6NUI2
