Q12511	A0A087WUL8
P36138	Q9BQ70
P47064	Q9BQ75
P38715	Q9BQ89
Q02786	Q9BQ90
P38283	Q9BQ95
P47019	Q9BQA1
Q04991	Q9BQA9
P32453	Q9BQB6
Q02784	Q9BQD3
P53691	Q9BQE3
P36069	Q9BQE5
Q08004	Q9BQG0
Q12500	Q9BQS8
P38143	Q9BQY4
P35728	Q9BR76
Q12320	Q9BRD0
P40575	Q9BRG2
P25384	Q9BRI3
P40019	Q9BRJ2
P35184	Q9BRJ6
P36015	Q9BRK4
P53303	Q9BRK5
P53688	Q9BRL6
P38913	Q9BRN9
Q03071	Q9BRP0
Q12180	Q9BRP8
P34166	Q9BRQ8
P38083	Q9BRR6
P39744	Q9BRS2
Q12151	Q9BRT6
P34110	Q9BRT8
P06844	Q9BRU9
Q12150	Q9BRX2
P41912	Q9BRX8
P32454	Q9BRX9
P38255	Q9BS26
P53604	Q9BSC4
Q12125	Q9BSD7
Q03919	Q9BSI4
P39101	Q9BSJ2
P19263	Q9BSJ8
Q12530	Q9BSK4
P39105	Q9BSL1
P13902	Q9BSM1
P53047	Q9BSR8
P32383	Q9BST9
P35842	Q9BT09
P22023	Q9BT49
Q12454	Q9BT67
O60200	Q9BT73
P34756	Q9BT78
Q02100	Q9BTC0
P38237	Q9BTC8
P41819	Q9BTD8
Q99393	Q9BTE1
Q08726	Q9BTE3
Q07688	Q9BTE6
P53070	Q9BTL3
P53156	Q9BTM1
P53980	Q9BTT0
Q3E7Y5	Q9BTT4
Q03290	Q9BTV4
P40029	Q9BTW9
Q04751	Q9BTX1
P52867	Q9BTZ2
P36973	Q9BU23
P39931	Q9BU76
P38206	Q9BUE6
P40561	Q9BUF5
P22438	Q9BUI4
P40339	Q9BUJ2
P52924	Q9BUL8
P33303	Q9BUN8
P53114	Q9BUQ8
Q08955	Q9BUR4
Q04922	Q9BUV8
Q08923	Q9BUZ4
Q12751	Q9BV38
P13130	Q9BV44
P47100	Q9BV68
Q05549	Q9BV73
P47138	Q9BV94
P53968	Q9BVA1
P50078	Q9BVC4
Q3E7Y9	Q9BVC6
P53633	Q9BVG8
P33753	Q9BVG9
P43554	Q9BVI4
Q12517	Q9BVJ6
Q03034	Q9BVJ7
P38153	Q9BVK6
P43553	Q9BVK8
Q02889	Q9BVN2
P47108	Q9BVP2
P29029	Q9BVQ7
P39551	Q9BVS4
Q3E813	Q9BVX2
Q05892	Q9BW27
P40308	Q9BW61
Q12414	Q9BW92
Q07505	Q9BWE0
P38711	Q9BWF3
P40453	Q9BWG6
P07277	Q9BWH2
Q12193	Q9BWH6
P21269	Q9BWJ5
Q3E838	Q9BWL3
P40343	Q9BWM7
P40962	Q9BWT7
P40063	Q9BWU0
Q05790	Q9BWU1
P00724	Q9BX68
P47160	Q9BXB1
P47111	Q9BXF6
Q02651	Q9BXJ2
I2HB52	Q9BXJ5
Q03981	Q9BXJ9
P0CX33	Q9BXK1
P50110	Q9BXK5
P38873	Q9BXM7
P53930	Q9BXP5
P32621	Q9BXS4
P25371	Q9BXS5
Q05863	Q9BXS6
P53104	Q9BXW9
Q04408	Q9BXY0
P53736	Q9BXY8
Q06554	Q9BY14
Q08919	Q9BY32
Q12027	Q9BY44
O14467	Q9BY77
Q08001	Q9BY84
Q08416	Q9BY89
Q00582	Q9BYB0
Q03233	Q9BYC5
P0C2I5	Q9BYC9
P22696	Q9BYD1
P40555	Q9BYD2
Q03772	Q9BYD3
Q01448	Q9BYD6
Q05930	Q9BYE2
P53189	Q9BYE3
Q07541	Q9BYE7
P23292	Q9BYF1
P40007	Q9BYG3
P35210	Q9BYG5
P36103	Q9BYJ9
P40581	Q9BYM8
P35729	Q9BYN8
P19881	Q9BYQ0
Q03944	Q9BYQ3
P32802	Q9BYQ4
Q02896	Q9BYQ6
P38848	Q9BYR2
P37293	Q9BYR3
P38079	Q9BYR5
Q07729	Q9BYR6
Q96VH3	Q9BYR7
P47002	Q9BYR8
Q12229	Q9BYR9
P25578	Q9BYU1
P47068	Q9BYV2
Q02336	Q9BYV6
Q12042	Q9BYV9
P38735	Q9BYW2
P49367	Q9BYZ6
Q00618	Q9BZ11
P21373	Q9BZ76
Q05676	Q9BZ95
P32622	Q9BZC7
Q06640	Q9BZD4
Q04371	Q9BZE0
P47147	Q9BZE1
P32387	Q9BZE4
P43552	Q9BZE9
Q06833	Q9BZF1
P40530	Q9BZF9
Q07845	Q9BZI7
P32617	Q9BZJ0
P04161	Q9BZK7
P29366	Q9BZL6
P40080	Q9BZQ6
Q05541	Q9BZR8
Q12326	Q9BZR9
P22543	Q9BZV1
Q12026	Q9BZW7
P38861	Q9BZY9
Q06709	Q9BZZ5
P46678	Q9C002
Q01662	Q9C005
Q2V2P8	Q9C009
P39728	Q9C035
P29478	Q9C086
P38704	Q9C0B1
P42835	Q9C0C2
P32331	Q9C0C4
Q08109	Q9C0C7
P02994	Q9C0C9
Q06216	Q9C0D3
P46943	Q9C0E2
P36052	Q9C0E8
Q04603	Q9C0F0
P53185	Q9C0F1
Q12141	Q9C0H5
Q08961	Q9C0J8
Q03956	Q9GZL7
P00127	Q9GZM5
Q08234	Q9GZM8
Q05871	Q9GZP9
P47048	Q9GZQ8
P25382	Q9GZR2
Q06538	Q9GZR5
Q12522	Q9GZR7
P39712	Q9GZS0
Q12396	Q9GZS1
P38972	Q9GZS3
Q12427	Q9GZT3
P06778	Q9GZT8
P25621	Q9GZU7
Q08729	Q9GZU8
P36029	Q9GZV8
P46970	Q9GZY8
P38722	Q9GZZ1
P23250	Q9GZZ8
Q08886	Q9GZZ9
Q03899	Q9H000
Q04675	Q9H015
P16521	Q9H040
Q04398	Q9H061
P53080	Q9H074
Q12168	Q9H078
P0CI66	Q9H081
P37263	Q9H0A0
P48565	Q9H0A8
P33309	Q9H0B6
Q06537	Q9H0C1
Q06412	Q9H0C5
Q04116	Q9H0C8
Q06493	Q9H0D6
P53600	Q9H0E2
P40003	Q9H0E9
Q12045	Q9H0F5
P36224	Q9H0F6
P47015	Q9H0G5
P53066	Q9H0H0
P47027	Q9H0H5
Q06144	Q9H0I2
P53898	Q9H0K1
P25361	Q9H0M0
P24309	Q9H0P0
Q12318	Q9H0Q3
P00045	Q9H0R8
Q06408	Q9H0S4
P08539	Q9H0U3
P25638	Q9H0U4
P34218	Q9H0U6
P04076	Q9H0U9
P25369	Q9H0V9
P05453	Q9H0W5
P53890	Q9H0X4
P47158	Q9H106
P25362	Q9H112
Q08003	Q9H165
Q06010	Q9H1A4
P28707	Q9H1C4
Q02775	Q9H1E3
P40897	Q9H1I8
Q08747	Q9H1R3
Q07888	Q9H204
P38227	Q9H223
P46996	Q9H251
Q99316	Q9H257
Q07351	Q9H269
Q9ZZX0	Q9H270
P24031	Q9H2A7
Q04921	Q9H2A9
P25354	Q9H2B4
P32524	Q9H2C0
P39945	Q9H2D6
P54790	Q9H2G2
P40309	Q9H2G4
Q07500	Q9H2G9
P0CX16	Q9H2J4
P21691	Q9H2K0
P38857	Q9H2L4
Q12038	Q9H2P0
P40088	Q9H2R5
P06106	Q9H2U1
P39525	Q9H2U2
P33304	Q9H2W6
Q99210	Q9H2X0
P43581	Q9H2Y7
P28320	Q9H307
P25358	Q9H313
P53718	Q9H334
P53769	Q9H3D4
Q12124	Q9H3F6
P38163	Q9H3G5
P50079	Q9H3K2
P20457	Q9H3K6
P39955	Q9H3M7
Q07825	Q9H3N1
P46680	Q9H3P7
Q08702	Q9H3R5
P19956	Q9H3S7
P34758	Q9H3U1
P36107	Q9H3Z4
P35731	Q9H410
P39743	Q9H444
P32460	Q9H490
P41808	Q9H492
Q07821	Q9H496
P13045	Q9H497
P28625	Q9H4A3
P39543	Q9H4A6
P38196	Q9H4B6
Q04894	Q9H4B7
P41832	Q9H4E5
P36085	Q9H4G0
Q12287	Q9H4G1
P32339	Q9H4H8
Q04048	Q9H4L4
Q05937	Q9H4L5
P38912	Q9H4L7
P15108	Q9H4M7
P38341	Q9H4M9
Q99394	Q9H4P4
P40414	Q9H501
Q12461	Q9H582
P13188	Q9H583
Q3E784	Q9H596
P15179	Q9H5H4
Q06703	Q9H5J8
P39010	Q9H5K3
Q12412	Q9H5N1
P22213	Q9H5X1
Q04081	Q9H5Z6
P38790	Q9H668
P32614	Q9H6F5
Q06628	Q9H6H4
Q07950	Q9H6L2
Q08218	Q9H6L4
P05066	Q9H6R4
P46959	Q9H6S0
O13329	Q9H6T3
P36034	Q9H6U8
P40028	Q9H6X2
P0C2I8	Q9H6Z4
P53940	Q9H6Z9
P38226	Q9H788
P12754	Q9H7B2
Q05998	Q9H7D0
P39980	Q9H7D7
P16467	Q9H7E9
P40187	Q9H7F0
Q12276	Q9H7H0
P32789	Q9H7L9
Q12374	Q9H7N4
P40464	Q9H7X3
P46998	Q9H7Z7
Q07454	Q9H813
P53923	Q9H814
Q03323	Q9H845
P37012	Q9H871
P23059	Q9H8E8
Q03631	Q9H8H0
Q03124	Q9H8H2
P25364	Q9H8J5
P37020	Q9H8K7
P0CX65	Q9H8M2
D6W196	Q9H8T0
P32558	Q9H8V3
P38729	Q9H8W4
Q08646	Q9H8X2
P47154	Q9H8Y8
P36106	Q9H936
Q12223	Q9H944
Q06218	Q9H967
P53058	Q9H992
Q07530	Q9H9A5
P0CX77	Q9H9A6
P07285	Q9H9B1
P47150	Q9H9B4
P33313	Q9H9D4
P47152	Q9H9E3
P12887	Q9H9G7
Q3E772	Q9H9J2
P39717	Q9H9Q2
P38800	Q9H9S0
Q2V2P3	Q9H9T3
P43594	Q9H9Y6
P04650	Q9H9Z2
Q08994	Q9HAF1
P53130	Q9HAN9
Q06102	Q9HAU0
P38063	Q9HAU4
P32571	Q9HAU5
Q06053	Q9HAV0
P35180	Q9HAV4
P19146	Q9HAV7
P38344	Q9HAZ2
Q02754	Q9HB07
Q12001	Q9HB19
P43548	Q9HB40
Q05670	Q9HB58
Q03088	Q9HB71
P0CX35	Q9HBD1
Q04183	Q9HBE1
P47116	Q9HBH0
P0CY04	Q9HBH1
P38251	Q9HBL8
O13559	Q9HBM6
P33760	Q9HBV2
P35203	Q9HBW0
P38222	Q9HBX9
P40523	Q9HBZ2
P39970	Q9HC35
P07258	Q9HC36
P32288	Q9HC52
P32788	Q9HC62
P25639	Q9HC97
P36076	Q9HC98
Q06523	Q9HCC0
P53144	Q9HCD5
P00958	Q9HCE1
P29056	Q9HCE5
P23248	Q9HCE7
Q04638	Q9HCG8
P53740	Q9HCK5
Q3E841	Q9HCK8
P53829	Q9HCM4
P53152	Q9HCM9
P53872	Q9HCN4
P47149	Q9HCN8
Q07533	Q9HCS4
Q02933	Q9HCS7
P47087	Q9HCU4
P38876	Q9HCU5
P49017	Q9HD20
Q06451	Q9HD26
P53289	Q9HD33
P53259	Q9HD42
Q99369	Q9HD45
Q12129	Q9HD67
Q06170	Q9HDC5
P33203	Q9NNW5
Q04526	Q9NP50
P40366	Q9NP55
Q8TGT4	Q9NP58
P47163	Q9NP64
P32590	Q9NP66
P40048	Q9NP72
Q12480	Q9NP79
Q04869	Q9NP92
P32805	Q9NPA0
Q05911	Q9NPA8
P53336	Q9NPD3
Q08974	Q9NPE2
P40889	Q9NPE3
P34250	Q9NPF4
Q06675	Q9NPF5
P25646	Q9NPG2
P41940	Q9NPI1
Q12031	Q9NPI6
P53011	Q9NPJ6
P32567	Q9NPL8
Q96VH4	Q9NPQ8
P40465	Q9NQ11
P36532	Q9NQ29
P53293	Q9NQ34
P53127	Q9NQ50
P40040	Q9NQ55
Q92392	Q9NQ84
P25337	Q9NQB0
P32458	Q9NQC3
P40537	Q9NQC7
P30619	Q9NQG5
Q12289	Q9NQL9
Q12359	Q9NQP4
Q99385	Q9NQQ7
P42935	Q9NQS3
P38167	Q9NQT4
Q03210	Q9NQT5
P33418	Q9NQT8
Q12196	Q9NQW6
P35202	Q9NQW7
Q06686	Q9NQX0
P32798	Q9NQX4
Q3E802	Q9NQX7
Q02890	Q9NQZ2
P19158	Q9NR09
P30952	Q9NR12
P38224	Q9NR22
P28737	Q9NR28
P39730	Q9NR30
P32791	Q9NR31
P38306	Q9NR45
Q06089	Q9NR46
P53195	Q9NR50
P27636	Q9NR56
P00331	Q9NRA8
P39971	Q9NRB3
Q06512	Q9NRC8
P16474	Q9NRD1
P07256	Q9NRD5
P38149	Q9NRF8
P47173	Q9NRG9
P32803	Q9NRI5
P38430	Q9NRL2
P53258	Q9NRL3
P41735	Q9NRM7
P47056	Q9NRN7
P53754	Q9NRQ2
Q12205	Q9NRQ5
P32465	Q9NRR5
P12684	Q9NRS4
P40455	Q9NRW1
P34221	Q9NRW3
P12866	Q9NRW4
P11927	Q9NRX1
P40156	Q9NRX2
Q3E758	Q9NRZ5
Q12375	Q9NRZ7
P40487	Q9NRZ9
Q12441	Q9NS23
P01094	Q9NS56
P32800	Q9NS64
P53540	Q9NS69
P15625	Q9NS73
Q04585	Q9NS86
P40055	Q9NS91
P38875	Q9NSC5
P32367	Q9NSD9
P38932	Q9NSE4
P39937	Q9NSI2
P32896	Q9NSK0
Q12208	Q9NSP4
Q05926	Q9NSY1
P38693	Q9NTG7
P47171	Q9NTI5
P46669	Q9NTJ3
P40087	Q9NTJ5
P43613	Q9NTK5
Q08215	Q9NTU7
Q12340	Q9NTZ6
P39719	Q9NU19
Q03898	Q9NU22
P39961	Q9NU53
P21826	Q9NUD5
Q05867	Q9NUG6
P16649	Q9NUH8
P50106	Q9NUL3
P47052	Q9NUL5
P40566	Q9NUL7
P53756	Q9NUM3
P40586	Q9NUP9
Q03151	Q9NUQ6
P17261	Q9NUQ7
P36075	Q9NUQ8
P69852	Q9NUX5
P38175	Q9NV06
Q8TGJ0	Q9NV12
Q99231	Q9NV56
Q12298	Q9NV66
P40361	Q9NV70
P87108	Q9NV96
P40534	Q9NVA1
Q12041	Q9NVA2
P40570	Q9NVC3
P32419	Q9NVC6
Q12056	Q9NVF7
P50108	Q9NVH1
Q00947	Q9NVH2
P52893	Q9NVI1
P33399	Q9NVI7
P40505	Q9NVJ2
P41698	Q9NVK5
Q03759	Q9NVM1
P38969	Q9NVN8
P22354	Q9NVP1
Q04438	Q9NVP2
Q08361	Q9NVR0
P40857	Q9NVR5
Q12008	Q9NVS2
P53075	Q9NVU0
P32448	Q9NVU7
P32525	Q9NVV4
Q12322	Q9NVV5
P53934	Q9NVV9
P34234	Q9NVW2
P42837	Q9NVX0
Q03648	Q9NW08
Q06214	Q9NW13
P38151	Q9NW64
Q05164	Q9NW97
Q08954	Q9NWA0
P53077	Q9NWB1
P31385	Q9NWB6
P38787	Q9NWH9
Q08693	Q9NWM3
Q02883	Q9NWM8
P53956	Q9NWQ4
Q12080	Q9NWS0
Q08230	Q9NWS8
P38698	Q9NWS9
P53243	Q9NWT1
Q03048	Q9NWT6
P25579	Q9NWU2
P32783	Q9NWU5
P38841	Q9NWV8
P53100	Q9NWW5
P38278	Q9NWX5
P34252	Q9NX04
P38774	Q9NX14
Q06681	Q9NX20
P0C2I6	Q9NX24
Q08245	Q9NX40
P13587	Q9NX47
P28239	Q9NX55
Q04599	Q9NX58
P39976	Q9NX63
Q99258	Q9NX70
Q00873	Q9NX76
P48363	Q9NXF1
P39103	Q9NXR1
P36137	Q9NXS2
P43607	Q9NXV2
P40358	Q9NXV6
P53982	Q9NXW2
Q04779	Q9NY12
Q03673	Q9NY27
Q3E737	Q9NY35
P36078	Q9NY47
P41057	Q9NY61
P00427	Q9NY72
P38747	Q9NY93
Q01389	Q9NY97
Q08206	Q9NYA4
P29465	Q9NYB0
P54199	Q9NYB9
P47006	Q9NYF8
P39932	Q9NYG5
P40473	Q9NYJ8
Q03750	Q9NYK5
Q12288	Q9NYL2
P54000	Q9NYL9
P42222	Q9NYP9
P38985	Q9NYU2
P47018	Q9NYV4
Q04545	Q9NYY8
P53199	Q9NYZ3
Q12030	Q9NZ01
Q08844	Q9NZ32
P47062	Q9NZ43
P14120	Q9NZ63
P43122	Q9NZ71
P53226	Q9NZ94
Q06488	Q9NZB2
P38286	Q9NZC7
P36032	Q9NZD1
P23968	Q9NZD8
Q07887	Q9NZG7
Q12181	Q9NZH0
P10962	Q9NZI8
P56508	Q9NZJ0
Q12239	Q9NZJ5
P32891	Q9NZJ7
Q03835	Q9NZL4
Q01684	Q9NZL9
Q03079	Q9NZM1
P53210	Q9NZM3
Q08285	Q9NZM5
P32190	Q9NZN8
P40017	Q9NZQ3
P39990	Q9NZQ7
Q02793	Q9NZT1
P40042	Q9NZV5
Q08966	Q9P013
P07274	Q9P015
P38360	Q9P031
P36167	Q9P032
P28778	Q9P035
P32630	Q9P0B6
P38157	Q9P0I2
P50104	Q9P0J0
Q92328	Q9P0J1
P34228	Q9P0J7
P0CH09	Q9P0K7
P14906	Q9P0L0
Q08496	Q9P0M6
P38904	Q9P0M9
P40559	Q9P0P0
P40085	Q9P0S3
P36092	Q9P0S9
P53983	Q9P0T4
P48524	Q9P0T7
Q3E7A3	Q9P0U3
P40077	Q9P0U4
P53687	Q9P0V3
P34239	Q9P0W2
P38636	Q9P127
P47030	Q9P1A2
P0CX71	Q9P1Y5
Q12400	Q9P206
Q12529	Q9P209
Q99288	Q9P244
Q04952	Q9P253
Q05166	Q9P258
Q3E7B0	Q9P267
P47001	Q9P270
Q3E757	Q9P275
P38590	Q9P286
P48558	Q9P287
P39993	Q9P289
P53850	Q9P296
P53747	Q9P2A4
P53750	Q9P2E5
P53954	Q9P2E8
P0CX44	Q9P2E9
Q2V2P7	Q9P2G9
Q99395	Q9P2H0
P43574	Q9P2I0
P53304	Q9P2J3
Q03976	Q9P2J5
P46682	Q9P2K3
P46993	Q9P2K5
Q03327	Q9P2K6
P48445	Q9P2M7
Q3E7B7	Q9P2N5
Q03674	Q9P2N7
Q06217	Q9P2P5
Q02209	Q9P2R3
Q03795	Q9P2R7
P54862	Q9P2S5
Q99373	Q9P2W9
Q06683	Q9UBB4
P32328	Q9UBB5
P40522	Q9UBB6
P38041	Q9UBB9
P38194	Q9UBC1
P38763	Q9UBC2
P53858	Q9UBE0
Q04746	Q9UBF2
P38169	Q9UBF6
Q08417	Q9UBG3
P38818	Q9UBH6
Q04170	Q9UBI6
P38850	Q9UBK5
Q3E835	Q9UBK9
Q12447	Q9UBL3
Q07738	Q9UBL6
Q07872	Q9UBM7
P25808	Q9UBN7
Q12283	Q9UBP4
P40260	Q9UBQ0
P10849	Q9UBQ5
Q12314	Q9UBQ7
P54074	Q9UBR4
P38354	Q9UBS0
P38929	Q9UBS3
P08566	Q9UBS4
P53912	Q9UBT2
P53095	Q9UBU6
P32854	Q9UBU8
Q02805	Q9UBU9
P38138	Q9UBV2
Q04304	Q9UBV7
Q08157	Q9UBV8
P38840	Q9UBW7
P47045	Q9UBW8
P53335	Q9UBX2
P33748	Q9UBX3
P53290	Q9UBX5
P32459	Q9UBY5
Q04033	Q9UDX4
Q12451	Q9UDY2
P08431	Q9UDY4
P32477	Q9UEG4
Q12406	Q9UER7
P00890	Q9UEU0
P38714	Q9UEW8
Q08219	Q9UEY8
P47007	Q9UF56
P38956	Q9UFB7
Q03429	Q9UFC0
Q12067	Q9UFG5
P40363	Q9UFN0
P38770	Q9UG63
P32915	Q9UGI0
P42944	Q9UGI8
Q01766	Q9UGI9
P31380	Q9UGJ1
Q02872	Q9UGM1
P40572	Q9UGN5
P20048	Q9UGP5
P53135	Q9UGP8
Q08422	Q9UGU5
P53212	Q9UGY1
Q06504	Q9UH62
P32796	Q9UH99
Q12274	Q9UHA3
P38852	Q9UHA4
P35178	Q9UHB6
P40504	Q9UHB7
P12945	Q9UHB9
Q07978	Q9UHC7
P53944	Q9UHD1
P38065	Q9UHD2
Q02721	Q9UHD4
P40484	Q9UHD8
P53969	Q9UHD9
P32579	Q9UHF1
Q08952	Q9UHF5
P40469	Q9UHI6
P53270	Q9UHI8
Q06146	Q9UHK0
P36064	Q9UHL9
P40459	Q9UHP3
Q12469	Q9UHP7
Q12502	Q9UHQ9
Q03099	Q9UHR5
Q12010	Q9UHR6
Q3E7Z7	Q9UHV2
P46673	Q9UHV9
P40025	Q9UHW5
P52910	Q9UHX1
P32837	Q9UHY1
P32900	Q9UI09
P34072	Q9UI10
P38193	Q9UI12
Q12044	Q9UI14
P46982	Q9UI26
P26725	Q9UI42
Q06892	Q9UI43
P36102	Q9UI47
P43637	Q9UI95
P00447	Q9UIA9
P38329	Q9UID3
Q06707	Q9UIG0
P32352	Q9UIH9
P81450	Q9UII2
P38187	Q9UII4
P38265	Q9UIL8
Q02207	Q9UIQ6
P32490	Q9UIR0
D6VTK4	Q9UIS9
P0CX69	Q9UIV1
Q3E833	Q9UIV8
Q04432	Q9UIW2
Q03028	Q9UJ14
P43123	Q9UJ41
P38990	Q9UJ70
P26370	Q9UJA5
P38191	Q9UJC3
Q86ZR7	Q9UJF2
Q6Q595	Q9UJM3
P33202	Q9UJS0
P53836	Q9UJU6
P39704	Q9UJV3
P53552	Q9UJV8
Q08932	Q9UJV9
P32318	Q9UJW0
P42947	Q9UJW3
P13185	Q9UJX2
P47127	Q9UJX3
P40186	Q9UJX4
P38069	Q9UJX5
P53630	Q9UJX6
P16451	Q9UJY1
P53848	Q9UJY5
Q04279	Q9UJZ1
Q06479	Q9UK00
P25573	Q9UK08
P00330	Q9UK22
Q12032	Q9UK41
P38830	Q9UK45
P27825	Q9UK73
Q12233	Q9UK80
P53150	Q9UK85
Q04487	Q9UKA2
Q04093	Q9UKA4
P40340	Q9UKB1
P29952	Q9UKD2
Q12355	Q9UKE5
P32493	Q9UKF6
P54867	Q9UKG1
P0C155	Q9UKJ3
P47016	Q9UKJ5
P39978	Q9UKJ8
P25847	Q9UKL0
P53919	Q9UKM9
P39984	Q9UKN8
P0CX80	Q9UKR5
P35688	Q9UKS6
Q07350	Q9UKT9
P32499	Q9UKV3
P32319	Q9UKV5
P38120	Q9UKV8
P43572	Q9UKX7
P38864	Q9UKZ1
P53147	Q9UL03
P07281	Q9UL15
P39977	Q9UL25
P38794	Q9UL33
Q12035	Q9UL40
P38842	Q9UL42
P0CE96	Q9UL45
Q07551	Q9UL46
P39994	Q9UL63
Q12086	Q9ULA0
Q04773	Q9ULC4
P38995	Q9ULD4
Q04329	Q9ULD5
Q02863	Q9ULF5
P39988	Q9ULH0
P36051	Q9ULJ3
P40554	Q9ULJ7
P17064	Q9ULJ8
Q8TGT3	Q9ULK2
Q00578	Q9ULK4
Q06567	Q9ULK5
P40096	Q9ULM3
P04397	Q9ULR0
P42834	Q9ULR3
Q12464	Q9ULT8
Q12348	Q9ULU4
P32343	Q9ULU8
P32656	Q9ULV0
P41807	Q9ULV4
P32526	Q9ULW0
P33750	Q9ULW3
O43137	Q9ULX3
Q07442	Q9ULX6
P17123	Q9ULY5
Q07458	Q9UM00
O13516	Q9UM11
Q06325	Q9UM22
P38953	Q9UM47
P32259	Q9UM54
Q06665	Q9UM73
P38893	Q9UMN6
P25340	Q9UMR2
Q08949	Q9UMR7
P36528	Q9UMS4
P52286	Q9UMX0
Q08558	Q9UMX1
P05319	Q9UN86
P38631	Q9UNE7
P47103	Q9UNF0
P40986	Q9UNF1
Q06688	Q9UNG2
Q12493	Q9UNH7
P39734	Q9UNK0
P53241	Q9UNL2
P32611	Q9UNM6
Q12532	Q9UNN5
P80428	Q9UNP9
Q06819	Q9UNQ2
Q07732	Q9UNS2
Q02354	Q9UNX3
Q12123	Q9UNX4
P38355	Q9UNZ2
P40965	Q9UP95
Q04347	Q9UPE1
Q04066	Q9UPN4
P32831	Q9UPN7
P32497	Q9UPN9
P38346	Q9UPP1
P20437	Q9UPQ3
P33734	Q9UPQ4
Q07747	Q9UPQ9
P38986	Q9UPT5
P49960	Q9UPT8
P15367	Q9UPT9
P47114	Q9UPU5
Q08673	Q9UPW6
P16120	Q9UPY3
Q05043	Q9UPY8
Q12291	Q9UQ16
P36008	Q9UQ35
P52891	Q9UQ80
P33339	Q9UQ88
P53981	Q9UQ90
P34217	Q9UQB8
P39718	Q9UQC2
P53330	Q9UQE7
P32379	Q9UQL6
P25389	Q9UQM7
P50091	Q9UQV4
Q03770	Q9Y219
P06633	Q9Y221
Q12429	Q9Y223
P33308	Q9Y224
Q02749	Q9Y228
P40991	Q9Y230
P41833	Q9Y240
P46984	Q9Y250
P06174	Q9Y252
P31384	Q9Y262
P35843	Q9Y263
P0C0V8	Q9Y265
P43583	Q9Y266
Q03496	Q9Y275
P32582	Q9Y277
P25618	Q9Y279
P47169	Q9Y281
P25087	Q9Y282
P38070	Q9Y285
O13547	Q9Y287
Q04359	Q9Y291
P38740	Q9Y294
Q03195	Q9Y295
P38880	Q9Y296
P00950	Q9Y297
P40468	Q9Y2A7
P25631	Q9Y2A9
Q3E739	Q9Y2D5
P47124	Q9Y2D8
P40351	Q9Y2E5
Q04231	Q9Y2G8
P38837	Q9Y2H6
P38860	Q9Y2I1
Q12003	Q9Y2I2
P53899	Q9Y2I6
P40496	Q9Y2J2
P23900	Q9Y2J4
P40090	Q9Y2K1
P53273	Q9Y2K6
P38907	Q9Y2L1
P16151	Q9Y2M2
P25604	Q9Y2M5
Q03036	Q9Y2P8
Q2V2P4	Q9Y2Q3
P25625	Q9Y2Q5
P27929	Q9Y2Q9
Q05949	Q9Y2R4
O13297	Q9Y2R5
P42847	Q9Y2R9
Q04924	Q9Y2S7
Q06817	Q9Y2T2
Q04600	Q9Y2T7
P38785	Q9Y2U8
P40447	Q9Y2U9
Q12349	Q9Y2V7
Q12690	Q9Y2W1
O13585	Q9Y2W2
P53913	Q9Y2X0
P34078	Q9Y2X3
Q10740	Q9Y2X7
P48559	Q9Y2X8
Q07921	Q9Y2X9
P12753	Q9Y2Z0
Q02979	Q9Y2Z4
P40955	Q9Y305
P15646	Q9Y312
Q03860	Q9Y320
P10870	Q9Y324
P52488	Q9Y333
P07276	Q9Y337
P36111	Q9Y342
P06182	Q9Y371
Q08909	Q9Y375
P10662	Q9Y383
P38884	Q9Y385
Q05473	Q9Y388
P38239	Q9Y394
P38783	Q9Y399
P47072	Q9Y3A3
Q06563	Q9Y3A4
P53897	Q9Y3A5
P36136	Q9Y3B2
P43608	Q9Y3B3
P35718	Q9Y3B4
P40314	Q9Y3B6
P37303	Q9Y3B7
Q05958	Q9Y3B9
P32347	Q9Y3C0
P32580	Q9Y3C1
Q12043	Q9Y3C5
Q07980	Q9Y3C6
Q04949	Q9Y3C7
P53046	Q9Y3D0
Q08977	Q9Y3D3
P47104	Q9Y3D5
Q06005	Q9Y3D6
Q12055	Q9Y3D9
Q03790	Q9Y3E0
P53723	Q9Y3E5
P38164	Q9Y3F4
P18480	Q9Y3I0
P00359	Q9Y3I1
P32898	Q9Y3M2
P47013	Q9Y3P9
P39722	Q9Y3Q8
P38845	Q9Y3T9
Q04373	Q9Y3U8
P53327	Q9Y3Y2
P40970	Q9Y3Z3
P12611	Q9Y446
Q2V2Q1	Q9Y448
Q08873	Q9Y450
P53631	Q9Y463
P40971	Q9Y468
Q12358	Q9Y478
Q03554	Q9Y487
P43618	Q9Y490
P32330	Q9Y496
P36112	Q9Y4A5
P19211	Q9Y4B6
Q12166	Q9Y4C2
P48581	Q9Y4C4
Q04867	Q9Y4C8
P34160	Q9Y4E8
P53966	Q9Y4F1
P40169	Q9Y4H4
P04046	Q9Y4I1
P47185	Q9Y4J8
Q02630	Q9Y4K0
P32912	Q9Y4K3
P39946	Q9Y4L1
P13298	Q9Y4L5
P09932	Q9Y4P1
P81449	Q9Y4P3
P13181	Q9Y4R8
Q02648	Q9Y4W2
P47170	Q9Y4W6
Q05779	Q9Y4X5
P53909	Q9Y4Z0
P53438	Q9Y4Z2
Q12354	Q9Y508
P38177	Q9Y512
Q12404	Q9Y520
P40355	Q9Y535
P00044	Q9Y561
Q12421	Q9Y570
