A0APW9	A0A075B5T3
Q8IRY9	Q3V1M1
Q9V9A8	Q3V1N1
A0A0B4KI17	Q3V1N9
Q9V474	Q3V1T4
Q8MKK0	Q3V1U8
Q4V5W6	Q3V1V3
Q9VAD7	Q3V1Z5
Q9VNA8	Q3V3I2
Q9VF14	Q3V3Q4
Q0E8T6	Q3V3Q7
P20354	Q3V3R1
Q8INY9	Q3V3R4
Q9VHC2	Q3V3V9
A1ZBH8	Q3V3W4
Q9VEA0	Q3V460
Q9TW62	Q3ZT31
Q9VK47	Q400C8
Q9VY42	Q45VK7
Q9VZ61	Q497I4
Q9XZ08	Q497N6
A0A0B4KI55	Q497V5
Q9W070	Q497V6
Q9W367	Q499E4
Q9W5B1	Q499E5
Q24322	Q4ACU6
Q9VT14	Q4FZF3
Q9VW61	Q4FZG9
Q8IQU6	Q4G5Y1
Q9VSK6	Q4JFN6
X2J957	Q4JIM5
P48809	Q4JK59
Q9VCW7	Q4KMM3
Q9V3W0	Q4KMM7
Q8T4E7	Q4KUS2
Q7KSK2	Q4LFA9
Q95U30	Q4PJX1
Q7JVP2	Q4PZA2
Q8SY67	Q4QY64
P10987	Q4U2R1
Q9XZ06	Q4U4S6
Q2MGK7	Q4VA13
Q9VRV5	Q4VA29
Q9W0C3	Q4VA53
Q9VUJ9	Q4VA61
Q9W584	Q4VAA7
Q9VHA5	Q4VAC9
Q9VG74	Q4VAE3
Q8SYR5	Q4VBD2
Q9VWZ1	Q4VBD9
Q9W1F2	Q4VBE4
Q9VIQ7	Q4VBE8
Q9VKY1	Q4VC33
A4V383	Q4VGL6
Q7KRT4	Q4ZGD8
Q9VMS3	Q4ZJM9
Q9VBQ3	Q501J6
Q1ECC3	Q501J7
Q9VSM5	Q501P1
P82706	Q504M2
O18373	Q505B8
Q9VUX2	Q505D1
Q8T8S2	Q505D7
Q9VIM0	Q505D9
Q7JPT9	Q505F1
A1Z9L0	Q505F5
Q8IN71	Q50E62
Q9VQ96	Q50H33
Q9VJE5	Q52KE7
Q9W287	Q52KI8
Q7PLK0	Q52KP5
Q9VLZ1	Q52KR2
Q9U6X3	Q52KR3
Q8MSX1	Q569E7
O46094	Q569L8
Q9V8M5	Q569N2
Q9VCR0	Q569Z5
P40423	Q569Z6
Q8IPJ8	Q56A07
Q8IMU3	Q56A08
Q9VMA0	Q56A10
P04950	Q570Y9
Q8IRC0	Q571C7
P07140	Q571E4
Q7JZE2	Q571F8
Q9VE18	Q571G4
Q0E901	Q571H0
Q4V6X9	Q571I4
Q8INU6	Q571I9
Q9VHN4	Q571K4
Q9VZE6	Q587J6
P14734	Q58A65
Q9VHT1	Q5BJ29
A1ZBM4	Q5BKP2
Q8I9B4	Q5BL07
Q9VQ35	Q5BLK4
Q8SY73	Q5DID3
Q9VQ25	Q5DTI8
O97418	Q5DTJ9
Q9VHS7	Q5DTL9
Q9VGP6	Q5DTM8
Q9W545	Q5DTN8
Q9VIL2	Q5DTT3
Q9W4R8	Q5DTU0
Q9VZQ7	Q5DTV4
Q9VH09	Q5DTW2
Q9VPG9	Q5DTW7
Q9VCM6	Q5DTY9
Q9VZ62	Q5DTZ0
Q03720	Q5DU02
Q9VYN8	Q5DU05
Q9VEC2	Q5DU09
Q4V6J9	Q5DU14
Q9VQI4	Q5DU25
Q9VBA8	Q5DU31
Q9VTE2	Q5DU37
Q9VV25	Q5DU41
Q9VMR8	Q5DU57
Q9VHS8	Q5DW34
Q24192	Q5EBG6
Q9VDA0	Q5EBJ4
Q86PF4	Q5EG47
Q9VEB8	Q5F226
Q9VSK4	Q5F259
Q9W3X8	Q5F293
Q9VJ14	Q5F2E7
M9PFW8	Q5F2E8
Q9VQU7	Q5FWH6
Q9XZ03	Q5FWK3
Q9VCA5	Q5GH64
Q9VA16	Q5GH68
Q7JYX0	Q5H8B9
Q8T913	Q5H8C4
Q9VTS4	Q5HZG4
Q8MT02	Q5HZJ0
Q9VH72	Q5I012
Q9VJE1	Q5I1X5
Q9VES6	Q5IR70
Q9VEA9	Q5IRJ6
Q9VRP3	Q5KU39
A9YH80	Q5M8N0
Q9W509	Q5MPP0
Q9W1D3	Q5NBX1
Q9VS37	Q5NBY9
Q9VMD9	Q5NC05
Q8IPP8	Q5NC83
Q9VB46	Q5NCE8
Q8IMX8	Q5NCF2
Q9VJ82	Q5NCI0
Q8IPY9	Q5NCR9
Q9VCZ5	Q5NCX5
Q9VV32	Q5NCY0
Q9VT40	Q5ND28
Q9VRW5	Q5ND29
Q9VNC0	Q5ND34
Q4V4H7	Q5ND52
Q7JZ37	Q5PR68
Q95TS5	Q5PR69
B4F687	Q5PR73
Q8IR23	Q5PSV9
Q95RF6	Q5QHR8
Q9XZ16	Q5QNQ9
Q9W2M8	Q5RJ54
Q9VE61	Q5RJF7
Q7K9H6	Q5RJG1
Q9VPJ7	Q5RJH6
Q9VV62	Q5RJI5
Q9VMP4	Q5RJY2
Q76NQ1	Q5RKS2
Q7K3B7	Q5RKZ7
Q9XYZ6	Q5S003
Q7K3Y9	Q5S006
Q9VDC1	Q5S248
O61348	Q5SF07
P23625	Q5SFM8
Q94918	Q5SGK3
Q9VTY8	Q5SNZ0
Q8SWT2	Q5SP85
Q9VNQ1	Q5SPL2
Q9VTC2	Q5SPW0
A1ZAZ6	Q5SQM0
Q9VYG2	Q5SQX6
Q8SYB8	Q5SRX1
Q9VR35	Q5SRY7
Q7JWG9	Q5SS00
Q8IQ31	Q5SS80
P29613	Q5SSE9
Q8SX32	Q5SSI6
Q7JW48	Q5SSK3
Q6NP60	Q5SSL4
Q9XZT6	Q5SSM3
Q9I7T5	Q5SSW2
Q9VWX8	Q5SSZ5
Q9V6U8	Q5SSZ7
Q9VG07	Q5SU73
P91682	Q5SUA5
Q9VIY9	Q5SUC9
Q9VBG4	Q5SUE8
Q9VM39	Q5SUF2
Q9V3N1	Q5SUQ9
Q9V411	Q5SUR0
Q9VGT3	Q5SUS0
Q9W145	Q5SUV2
Q9VIP8	Q5SV77
Q9VYM0	Q5SV80
Q9VRZ6	Q5SV85
A0A0B4KGC5	Q5SVL6
Q9VLX3	Q5SVQ0
Q9VAW0	Q5SVR0
Q7JR71	Q5SW19
O96607	Q5SW45
Q9VBY2	Q5SWD9
Q9Y153	Q5SWP3
Q8WR19	Q5SWU9
Q9W0X1	Q5SWW4
Q8IQ38	Q5SWZ9
Q0E8W6	Q5SX39
Q9V9V8	Q5SX40
Q1WWB7	Q5SXA9
Q7JW12	Q5SXC4
Q9VB51	Q5SXI5
Q9U458	Q5SXJ3
Q9VBY8	Q5SXY1
Q7K550	Q5SYD0
Q9VYS5	Q5SYH2
Q4V5G5	Q5SYL3
Q9VZ15	Q5U3K5
M9PE86	Q5U405
Q9VAQ3	Q5U458
Q9W0A7	Q5U4C1
Q9W0P9	Q5U4C9
Q9VJI0	Q5U4D8
Q9VJW0	Q5U4D9
P08266	Q5U4F6
Q9VA22	Q5U4H9
Q9W552	Q5U5Q9
Q9VPW9	Q5UAK0
Q95YI5	Q5UBV8
Q8SY84	Q5XF89
Q9VW56	Q5XG69
Q86B55	Q5XG71
Q9VC47	Q5XG73
A1Z9G2	Q5XJE5
Q23973	Q5XJV6
P51023	Q5XJY5
Q0KIF1	Q5XKE0
Q9VGV6	Q5XKN4
Q7K209	Q5XPI3
Q9VEA7	Q5Y5T3
Q9VFN5	Q5Y5T5
A1Z7N9	Q60519
Q9VZ45	Q60520
Q9VQI6	Q60575
Q24120	Q60585
Q9VHR6	Q60590
O97394	Q60591
Q86BS0	Q60592
A1Z909	Q60596
Q26365	Q60597
B6IDV6	Q60598
E1JHP6	Q60603
Q9VC60	Q60605
Q9W2V9	Q60610
Q9VS49	Q60611
Q9VCH9	Q60625
P25158	Q60631
Q9VXS5	Q60634
Q7K4D1	Q60636
Q7JQL5	Q60641
Q960N3	Q60644
Q9W5C2	Q60649
Q29QP5	Q60651
A1ZAM0	Q60662
Q9W5A7	Q60664
Q9VXR1	Q60665
P18489	Q60668
P35992	Q60670
Q9W4D1	Q60674
Q9V9X7	Q60675
Q9VAY6	Q60676
Q5U117	Q60677
Q8IPZ7	Q60680
Q9VZB0	Q60682
Q9V9Q4	Q60692
P18932	Q60696
Q9VFS8	Q60707
Q7JZY1	Q60710
Q9VI80	Q60714
Q9VW87	Q60715
Q9W226	Q60716
Q9VRQ1	Q60718
Q9VP87	Q60722
Q9V6U9	Q60736
Q01989	Q60737
Q9VIG1	Q60738
P91641	Q60739
P20240	Q60749
Q961J8	Q60751
Q9W197	Q60756
Q9W411	Q60759
Q9W198	Q60760
Q95RB2	Q60765
Q7YTZ0	Q60766
Q9Y113	Q60767
A1Z823	Q60769
Q8SYL1	Q60770
Q9VNR9	Q60771
A1ZB15	Q60772
Q9VNY2	Q60773
Q9VL49	Q60778
P14599	Q60779
Q9VIX4	Q60780
Q0KI28	Q60787
Q9VHN8	Q60793
Q9VUU1	Q60795
Q9VH87	Q60803
O77237	Q60805
Q7JUF8	Q60809
Q9VUY8	Q60813
Q9VH48	Q60821
Q8MT42	Q60823
Q9VGR1	Q60825
Q9V3D5	Q60829
P23654	Q60838
Q9VGR0	Q60841
Q9V449	Q60847
Q9W3A1	Q60848
Q9VGK7	Q60854
O61351	Q60855
A8DYC5	Q60856
Q95V55	Q60857
Q8MSQ4	Q60862
Q9VGH5	Q60864
P53034	Q60865
Q8IHF5	Q60866
Q9VNH5	Q60867
Q9VXY2	Q60870
Q8IRV6	Q60872
Q9VUZ0	Q60875
O76994	Q60876
Q9TW74	Q60898
Q9VD05	Q60899
Q7JVP4	Q60900
Q9VBF0	Q60902
P07713	Q60925
P84029	Q60930
P02835	Q60931
Q9VQW4	Q60932
Q9W5D0	Q60934
Q8I0P8	Q60936
Q9V3F8	Q60943
Q8T983	Q60948
Q9VRK8	Q60949
P22745	Q60952
Q9VL07	Q60953
P45889	Q60954
P54269	Q60960
Q9VFY9	Q60963
Q9W436	Q60967
P53501	Q60972
P02299	Q60973
A9YKH0	Q60974
Q4V5R2	Q60980
Q7KTI0	Q60988
Q9VYT6	Q60989
Q9VDK3	Q60991
A1Z9B0	Q60994
Q9VF93	Q60996
Q9VB59	Q60997
Q9VXP1	Q61001
Q9V968	Q61003
A1Z8U7	Q61006
Q7JUW8	Q61010
P48456	Q61011
Q9VC70	Q61016
Q95TW4	Q61024
Q9VL26	Q61025
Q9VFQ9	Q61026
Q9VEP9	Q61033
A9YIP0	Q61035
Q9VDG2	Q61036
Q9GSR1	Q61037
A1Z9S3	Q61039
Q9VUQ9	Q61043
Q7KT95	Q61045
O02372	Q61048
P26017	Q61066
Q8T480	Q61068
Q9W0B8	Q61074
Q9VQV3	Q61079
Q94524	Q61081
Q8IN19	Q61083
Q9VEA6	Q61084
Q7JRJ9	Q61085
A1Z933	Q61087
Q961L8	Q61089
Q9VQ78	Q61090
P82713	Q61091
Q9VWW3	Q61092
Q95RB1	Q61093
Q8T079	Q61097
Q9VHT5	Q61102
Q9VWT2	Q61103
P20232	Q61107
A1ZAP1	Q61112
D5AEK7	Q61116
Q9NKV0	Q61120
Q9W3E0	Q61127
Q9Y107	Q61129
Q7KTX7	Q61136
Q9V9R4	Q61137
P91926	Q61140
Q9VS85	Q61142
Q8MR50	Q61143
Q9VVV7	Q61146
Q9W3X0	Q61147
Q9N2M8	Q61151
Q8SX35	Q61152
A1Z7F1	Q61158
Q7JVG6	Q61160
Q960J9	Q61161
P40301	Q61164
Q9VMD4	Q61165
Q9VCB2	Q61166
B7YZM8	Q61168
Q24175	Q61169
Q7K4Q9	Q61171
Q9VS05	Q61176
O46052	Q61179
Q9VY33	Q61180
P23647	Q61187
Q9VI55	Q61188
Q24208	Q61189
A9UN61	Q61191
O15945	Q61194
Q9VW66	Q61205
Q9VBM3	Q61206
O16043	Q61207
Q8MPN8	Q61210
Q9VDZ9	Q61211
M9PDA8	Q61214
Q9VYQ9	Q61216
Q9VWF8	Q61220
Q9VMH2	Q61221
Q01070	Q61233
Q9VGD6	Q61234
Q9VY62	Q61235
A0A0S0WNE9	Q61239
Q8MZA7	Q61245
Q9VL05	Q61247
Q7KVG9	Q61249
Q9VZA6	Q61263
Q8IGL5	Q61271
Q8SY33	Q61282
Q7JWE2	Q61285
P17276	Q61286
A1Z920	Q61288
Q9VUR2	Q61290
Q9W277	Q61292
Q9VX17	Q61301
Q9XZ11	Q61312
Q27934	Q61315
Q8T3H9	Q61316
P81910	Q61321
Q9GYU8	Q61324
Q9VU01	Q61329
Q9VNU1	Q61330
Q0E9C5	Q61335
Q7KSM5	Q61337
Q9VWX1	Q61361
Q9VY28	Q61362
Q7KMG7	Q61371
Q9VBY4	Q61387
Q95RQ4	Q61390
Q9VIG6	Q61398
Q9VXG4	Q61411
Q8IPJ2	Q61412
Q9VX56	Q61414
Q86BN6	Q61418
E1JH37	Q61423
Q7JYX3	Q61425
Q8T415	Q61456
Q9VX41	Q61457
Q7K4A8	Q61464
Q9VL03	Q61466
O18399	Q61469
Q27403	Q61473
P56544	Q61475
Q8IHE2	Q61481
A8WHL4	Q61483
Q8SXX1	Q61490
Q9VW42	Q61493
Q9I7P3	Q61495
Q24114	Q61496
Q9VN74	Q61500
Q9XZU1	Q61501
O18408	Q61508
Q8T045	Q61510
Q9VG03	Q61526
Q9VF86	Q61527
Q9VDQ3	Q61532
P18502	Q61539
P49858	Q61543
P22700	Q61545
Q8I0K9	Q61548
Q9W121	Q61549
Q9VH57	Q61550
Q0E5P5	Q61553
Q9VM76	Q61554
Q9VGE7	Q61555
Q9VQK7	Q61576
Q9VYW6	Q61578
Q7K3Q3	Q61584
O77425	Q61586
O46089	Q61592
Q4V3Z6	Q61595
Q9VT28	Q61598
Q9W1K1	Q61599
A1Z7K2	Q61602
Q9VQF8	Q61609
Q9VZE4	Q61624
Q9VDZ2	Q61625
Q9V3C1	Q61626
P13360	Q61627
Q9VZ18	Q61644
Q24239	Q61645
Q9VKZ0	Q61646
Q0E9G3	Q61655
P29742	Q61656
Q9VIK5	Q61660
Q9VXE7	Q61666
Q8IRY7	Q61686
Q9VJM5	Q61687
Q9V3Q9	Q61696
Q27331	Q61699
O02195	Q61701
Q9VJ32	Q61702
Q8MRA9	Q61704
Q9W1R8	Q61712
Q7JQV9	Q61726
P05049	Q61730
A1Z992	Q61733
Q7JVY0	Q61735
Q9W021	Q61739
Q9VDL0	Q61743
A8JR05	Q61749
Q9VAJ1	Q61751
X2JDY8	Q61753
Q9VFR4	Q61765
Q86BS3	Q61768
Q9VSB6	Q61771
R9PY26	Q61781
Q02360	Q61789
Q9VKM6	Q61792
Q9VN39	Q61810
Q9VBM6	Q61817
Q24595	Q61818
Q9W194	Q61820
A0A0B4JCW7	Q61823
Q9W0G6	Q61824
Q9VAA9	Q61827
Q8IQS4	Q61830
P54360	Q61831
Q9VVW7	Q61838
P09089	Q61839
Q9I7W2	Q61846
Q9VY30	Q61847
Q9V9N4	Q61879
Q9VE00	Q61880
Q9VPB8	Q61881
Q9V3B6	Q61885
Q9VD47	Q61909
A1ZAC0	Q61923
Q95RI5	Q61937
A4V0U4	Q61941
Q9W3F1	Q61982
Q9V5L3	Q61985
Q960S0	Q61990
P46863	Q62009
Q9VLN1	Q62018
Q9V3E5	Q62028
A0A0B4K7I7	Q62036
Q86BE9	Q62048
Q8SX23	Q62059
Q86D34	Q62070
Q9VL96	Q62073
P20348	Q62074
Q9VTS6	Q62077
Q9VR07	Q62082
Q9VXY3	Q62084
Q9VKM5	Q62087
P39572	Q62093
Q7JZW7	Q62095
Q7JQ02	Q62101
P19538	Q62108
P40792	Q62120
Q8SYG2	Q62130
Q9VL60	Q62132
Q86NU8	Q62137
Q9VIT3	Q62141
Q9W4Y1	Q62147
Q9W2W5	Q62148
Q8MRQ5	Q62158
Q9VXH4	Q62159
Q7JWD6	Q62165
P31009	Q62167
Q8SXF0	Q62168
Q8T0I9	Q62172
Q4V5I0	Q62176
Q9VHH1	Q62177
Q9VFM2	Q62178
Q9VXJ0	Q62179
A1ZB64	Q62181
Q9VMV5	Q62188
O61602	Q62189
Q94519	Q62190
O76521	Q62191
Q7PLI2	Q62193
C0HL65	Q62203
Q9VR64	Q62205
Q9VKG9	Q62209
F6J785	Q62210
Q9VJA9	Q62217
Q7JV70	Q62219
Q9VHL1	Q62225
Q9VFY5	Q62227
Q7KN04	Q62230
Q29QN4	Q62231
Q4QPX2	Q62232
Q8T085	Q62233
Q9Y1A3	Q62234
Q9VSQ5	Q62240
Q9V438	Q62241
Q27889	Q62245
C6KI54	Q62255
P08736	Q62261
Q9W4H4	Q62276
Q9VZF4	Q62277
Q9XZ15	Q62282
Q9VKC8	Q62296
Q9VH20	Q62311
Q8SYH8	Q62312
Q9VE39	Q62314
Q9W3Y7	Q62315
P48610	Q62318
Q9V4U9	Q62348
Q8IGK3	Q62351
Q8SXH1	Q62356
O61380	Q62371
Q9W4B6	Q62376
Q9VZ20	Q62381
Q9V3C4	Q62383
Q9VRJ5	Q62384
Q9VXF4	Q62388
O97132	Q62392
Q7K1W5	Q62393
Q9VJQ5	Q62396
A1ZB58	Q62406
Q9W062	Q62407
P50534	Q62415
P23380	Q62417
P11455	Q62418
Q9W590	Q62419
Q9V564	Q62420
Q7KRY6	Q62421
Q9VMC8	Q62422
Q9VRV7	Q62424
Q8IQH2	Q62425
O76878	Q62426
Q9VXD3	Q62431
Q7K1R6	Q62432
Q86B79	Q62433
Q9VIW5	Q62440
Q9VIS0	Q62441
Q8SYW8	Q62442
Q9W3C4	Q62443
Q8MZI3	Q62446
Q9VBH6	Q62447
P47825	Q62448
Q94523	Q62465
Q7JUX2	Q62468
Q9VLR2	Q62469
Q7JYY8	Q62470
Q8IRB5	Q62481
Q9VR05	Q62504
Q9VCN3	Q62507
Q9W3Q1	Q62511
Q961G1	Q62520
Q9W337	Q62521
Q9VZ27	Q62523
Q9VAP3	Q63739
Q9W1N3	Q63810
Q9V9U4	Q63829
Q9VPV7	Q63836
Q960Q9	Q63844
A1Z9M2	Q63850
Q494G8	Q63870
Q9W0J9	Q63912
Q9VLM7	Q63918
Q1RKX1	Q63932
Q6NMT8	Q63934
Q6IDE2	Q63943
Q86DS1	Q63961
Q9VTI3	Q63ZV0
Q9W029	Q63ZW7
Q9W3K3	Q64008
Q9VR19	Q64010
Q95R29	Q64012
Q8SYC0	Q64028
P29555	Q64092
Q9NK54	Q64096
Q9W2F3	Q640L3
Q9W293	Q640L5
Q9VK31	Q640M1
Q9W358	Q640N1
A1ZBH3	Q640N2
Q9W3R3	Q640N3
Q9VEV7	Q640P4
A0A0B4LEX9	Q640R3
Q9VG21	Q64104
Q9W020	Q64105
Q9VEM0	Q64112
O97059	Q64127
Q4V4F9	Q64131
Q9VBR9	Q64133
Q9VCA2	Q64143
A0A0B4KFD1	Q64151
Q9VRL0	Q64152
O01367	Q64163
Q01637	Q64191
Q9VLU6	Q641K1
Q9VUM0	Q641K5
Q9VH78	Q641P0
Q9VIE6	Q64213
Q4V6Y7	Q64249
Q9GNJ2	Q64261
Q9VEF3	Q64279
Q9VBI0	Q64282
A0A0B4LEZ1	Q64287
Q9VTP1	Q64291
Q9VGY8	Q64299
Q9VC96	Q64310
Q8MRM4	Q64317
Q9VQS1	Q64318
P18431	Q64321
Q8T8R7	Q64324
A0A0B4K680	Q64327
Q6IJF3	Q64329
Q9V9Q2	Q64331
Q04047	Q64332
Q8T476	Q64337
Q9VHX3	Q64338
Q9VTU4	Q64339
Q9I7J2	Q64345
Q9VUB0	Q64355
Q29R16	Q64362
Q8IMF1	Q64364
Q9VZ97	Q64368
Q9VYK7	Q64373
Q9VLD7	Q64378
Q9VH01	Q64429
Q9W2X6	Q64433
P10105	Q64434
Q9VLI0	Q64436
P13496	Q64441
Q4QQ70	Q64442
Q9VHX0	Q64446
P04814	Q64449
Q9W254	Q64455
Q9VSB2	Q64458
Q961F6	Q64462
Q9VRT2	Q64467
Q9VPY7	Q64471
Q9W5X5	Q64475
Q01645	Q64487
Q9VIU6	Q64511
Q8IQG1	Q64512
Q9VXE3	Q64514
Q9VS45	Q64516
Q24372	Q64518
Q8MT18	Q64520
A1Z7M3	Q64521
Q7JYW9	Q64522
Q9VFF3	Q64523
Q8MQI6	Q64524
Q9VBR6	Q64525
Q9VZZ8	Q64527
Q9VPX3	Q64669
Q8MYY7	Q64674
Q9Y0S9	Q64691
Q8SWT8	Q64700
P23572	Q64701
Q7K4B2	Q64702
Q9VBR0	Q64704
Q9VHM0	Q64726
Q8IH18	Q64727
Q9VU39	Q64729
Q9VFP7	Q64732
A8DYE0	Q64735
Q7JV23	Q64737
Q9VH14	Q64739
Q8T0D9	Q65CL1
Q9VPB2	Q65Z40
Q9VCE9	Q65Z93
Q7K332	Q65Z95
A1Z6G6	Q66GT5
Q9VMX1	Q66JY2
Q9VE16	Q66K08
Q9V9E3	Q66L42
Q9VNZ9	Q66LM6
Q4V6H2	Q66PY1
Q9VV19	Q66T02
P40807	Q673H1
Q9VPE8	Q67FY2
Q4V4P1	Q68ED2
C3KGN2	Q68ED3
Q9W240	Q68ED7
Q9VKF2	Q68EF0
Q9VJ43	Q68EF4
Q9VFL9	Q68EF6
P54611	Q68EF8
Q9VHV6	Q68FD5
Q9VXT3	Q68FD7
Q01842	Q68FD9
Q9VWA6	Q68FE2
Q9VLW8	Q68FE6
E1JIY8	Q68FE8
Q9VY10	Q68FE9
Q9VJ00	Q68FF6
Q9V457	Q68FG2
Q9VJQ0	Q68FH0
Q86BY9	Q68FL4
Q9VJZ7	Q68FL6
Q9VKG3	Q68FM6
P12024	Q68FM7
Q9VF10	Q68G58
Q7KTH6	Q68SA9
Q9VVP0	Q69Z23
Q9VAG9	Q69Z26
A1ZBR1	Q69Z36
Q9VJ46	Q69Z38
Q9VP40	Q69Z66
Q9VY54	Q69Z69
P28167	Q69Z98
Q9W1N9	Q69Z99
Q9W2J2	Q69ZA1
Q0KHY3	Q69ZB0
Q9VUS8	Q69ZB8
A1Z9H0	Q69ZC8
Q9VN73	Q69ZF8
Q9VEJ4	Q69ZH9
Q9VBT7	Q69ZI1
Q8T4A8	Q69ZK0
Q9W484	Q69ZK6
Q9VPY8	Q69ZK9
M9NEE5	Q69ZL1
Q9VJ74	Q69ZM6
Q9V557	Q69ZN6
Q9W179	Q69ZN7
Q0KI91	Q69ZQ2
Q9GQN5	Q69ZR2
Q9VSG9	Q69ZR9
Q9VMT6	Q69ZS0
Q8SZB7	Q69ZS6
O76906	Q69ZS7
Q9VKT8	Q69ZS8
Q9VV30	Q69ZT3
Q8SYC3	Q69ZU6
Q9U4F3	Q69ZU8
Q9VBY6	Q69ZW3
Q9VN31	Q69ZX6
Q9VNK6	Q69ZX8
Q9VSY2	Q69ZZ9
Q9V595	Q6A009
Q9VMN6	Q6A026
A1Z9G1	Q6A028
A1Z8I0	Q6A037
Q7KTG0	Q6A051
A1ZBT6	Q6A065
Q7KN62	Q6A068
P47949	Q6A070
Q9VJY9	Q6A078
Q9VJ11	Q6A0A2
Q7K0W0	Q6A0A9
Q8IQA0	Q6A0D4
Q9U9Q4	Q6A4J8
Q9VSN3	Q6AW69
Q9VVJ8	Q6AXF6
Q9VTH1	Q6AXF8
A0A0B4K7B6	Q6AZB0
F6J9B4	Q6B8I0
Q9VBD0	Q6B966
Q8SWR8	Q6DFV1
P25932	Q6DFV3
A0A0B4JCY2	Q6DFV5
Q86PF5	Q6DFV7
Q95083	Q6DFW4
Q9VHW6	Q6DFX2
Q9VL59	Q6DFY2
Q9V726	Q6DI86
Q9VSR8	Q6DIA2
Q9VKP6	Q6DIB5
P54361	Q6DIC0
Q0KHX4	Q6DIC6
Q9VZ01	Q6DID3
Q8T8V2	Q6DID7
Q9VZP2	Q6DVA0
Q9VNS5	Q6DYE8
Q9VCU5	Q6EDY6
Q9VED1	Q6EJB6
Q9V3I5	Q6GQS1
Q9VRT9	Q6GQT1
Q9VWL9	Q6GQT9
Q8SZY7	Q6GQU2
Q9W2T5	Q6GQV7
A0A0B4K6W2	Q6GQW0
Q95RI2	Q6GQX2
Q9VPR8	Q6GQX8
Q9VZF2	Q6GYP7
P17719	Q6IE82
F0JAK5	Q6IFX2
Q9VBS5	Q6IFX3
M9NGY4	Q6IFZ6
Q8T3R3	Q6IFZ8
Q95RA0	Q6IFZ9
Q9VFA8	Q6IME9
P07190	Q6IMF0
Q9VTD9	Q6IMH7
Q9W4Z2	Q6IQX7
Q9VCE6	Q6IQX8
Q9VXR2	Q6IQY5
Q8INP9	Q6IR22
Q8T957	Q6IRU2
Q9VMZ6	Q6IRU5
Q7PLS8	Q6IRU7
A1Z8H1	Q6J1H4
Q9W1R5	Q6JPI3
Q9VK62	Q6KAP1
Q9VQT7	Q6KAQ7
Q9VU02	Q6KAR6
Q9VC92	Q6KAU4
Q9VWR5	Q6KAU8
Q8MSB1	Q6KCD5
Q9VVS4	Q6NS46
Q9VX34	Q6NS52
Q9VEI3	Q6NS60
Q9VK67	Q6NS69
Q9VL75	Q6NSQ5
Q9W376	Q6NSQ7
Q9VUN7	Q6NSU3
Q960J7	Q6NSW3
O16868	Q6NT99
Q2PE16	Q6NV83
Q8T8Y8	Q6NVE8
Q9I7U5	Q6NVF0
Q7K126	Q6NVF4
Q868Z9	Q6NVF9
Q9VUZ6	Q6NVG1
F3YDA8	Q6NVG7
Q0E8V7	Q6NWV3
Q9W058	Q6NWW9
Q9VLB9	Q6NXH3
Q9VV11	Q6NXH9
X2JIM3	Q6NXI8
Q9VNN0	Q6NXJ0
Q9VVC9	Q6NXK2
C0HL64	Q6NXK7
Q9VJD2	Q6NXK8
Q9VY04	Q6NXL1
Q9VTV4	Q6NXM2
Q6NLM7	Q6NXW6
Q7JUX9	Q6NXY1
Q9V9W8	Q6NY15
Q0KI98	Q6NZB0
Q9VVW2	Q6NZC7
Q9VEZ3	Q6NZF1
Q9VBR8	Q6NZG4
Q9VPU4	Q6NZI9
Q4QQB9	Q6NZJ6
Q9VG17	Q6NZK5
Q8SX89	Q6NZL0
Q9W027	Q6NZL1
Q9VQJ6	Q6NZL8
H1ZYD3	Q6NZM9
O77215	Q6NZN0
A1Z705	Q6NZP1
Q4QQ69	Q6NZP2
Q9VSX7	Q6NZQ4
Q8I725	Q6NZR2
Q7KMM4	Q6P069
Q9VW23	Q6P1B1
Q9W448	Q6P1C1
Q9VRI6	Q6P1D7
Q9VMQ9	Q6P1E1
Q9VBZ6	Q6P1E7
Q8SXX5	Q6P1E8
Q9VTW3	Q6P1F6
Q8T490	Q6P1G0
Q8T979	Q6P1G2
A8JNR2	Q6P1H6
P21663	Q6P2B1
Q59E67	Q6P2K6
B9A0M5	Q6P2L6
Q7KIN0	Q6P2L7
Q8T8S1	Q6P3A1
Q9VKZ1	Q6P3A4
A9UND2	Q6P3A8
B7YZX9	Q6P3B9
Q9VH70	Q6P3E7
Q7KU06	Q6P3Y5
O18645	Q6P3Y9
Q9VGA0	Q6P4S6
Q9VBP5	Q6P4S8
Q9VTE9	Q6P4T0
Q9VTE8	Q6P4T2
A1ZB70	Q6P542
Q9VCS7	Q6P549
Q9V3Z4	Q6P5B0
Q7K3Z8	Q6P5D3
P55162	Q6P5D4
Q7JRQ4	Q6P5D8
Q8T965	Q6P5E4
A0A0B7P9G0	Q6P5F6
Q9VQR5	Q6P5F7
Q8INM3	Q6P5F9
P09082	Q6P5G3
O18335	Q6P5G6
Q9VSD6	Q6P5H2
P40657	Q6P5H6
Q9VNF4	Q6P5U7
Q9V3Z6	Q6P6L0
Q9VFJ1	Q6P6L5
Q9VEK5	Q6P6M5
P08510	Q6P6M7
Q9VGN7	Q6P6N5
Q9VQQ3	Q6P7F1
P10674	Q6P7W0
Q9I7V4	Q6P8I4
Q9V9X8	Q6P8I6
Q9VEA2	Q6P8J7
