Q9XVJ5	A0A075BJJ9
Q27389	Q95RI5
O45749	Q95RI7
Q95Q05	Q95RI8
P91130	Q95RJ9
Q8TA83	Q95RL2
C2BR94	Q95RM0
Q9N5A0	Q95RP1
Q20646	Q95RQ1
Q20327	Q95RQ4
Q86D10	Q95RQ6
P34394	Q95RQ8
Q95QC2	Q95RR1
Q20224	Q95RR5
O16213	Q95RR6
O61900	Q95RR8
Q20877	Q95RS0
Q9XXQ6	Q95RU0
Q95QT8	Q95RU8
O17006	Q95RV2
O01442	Q95RV3
W6SBD7	Q95RW8
O01479	Q95RX5
Q10656	Q95RY2
Q86G91	Q95SE8
Q23525	Q95SH0
Q9U2C3	Q95SH2
O17552	Q95SH7
Q9XVR7	Q95SJ2
O02207	Q95SK3
H2L0N3	Q95SM8
O62460	Q95SN8
O16784	Q95SP2
Q9U3A4	Q95SR0
Q22782	Q95SR3
O45083	Q95ST0
A5JYX5	Q95ST2
Q23378	Q95SU3
O02208	Q95T08
P91401	Q95T12
Q18065	Q95T19
P0DM41	Q95T29
Q9NAC5	Q95T37
V6CIR8	Q95T46
Q9XYD3	Q95T64
O62246	Q95T98
Q18248	Q95TG2
P34462	Q95TJ6
Q17339	Q95TJ9
Q9NLD1	Q95TK5
Q9XVS2	Q95TL8
O01426	Q95TN1
G5ECN5	Q95TN4
O45944	Q95TN8
O16458	Q95TP0
Q9TZA7	Q95TS2
Q8WTJ4	Q95TS8
Q9BKQ5	Q95TW4
Q95QQ2	Q95TY2
Q9XXI0	Q95TZ0
Q9XWN6	Q95U20
Q9NEQ5	Q95U21
Q21015	Q95U30
Q93644	Q95U32
O17328	Q95U34
Q18198	Q95U54
Q9U1R1	Q95U62
O44499	Q95UN8
G5EDN3	Q95V52
Q8WQL7	Q95V55
G5EF98	Q95WY3
G5EFS5	Q95YI5
Q20840	Q960C5
Q21930	Q960D3
O62281	Q960D4
Q9TVL3	Q960D5
G5EBR6	Q960E8
Q9BL47	Q960E9
P41877	Q960J7
Q18034	Q960J9
Q22499	Q960N3
Q20034	Q960N6
P34437	Q960Q8
Q27395	Q960Q9
Q22135	Q960S0
Q2XN18	Q960T2
Q22621	Q960T6
O17184	Q960V1
O61217	Q960V3
O45387	Q960W6
Q19805	Q960W9
Q65XX4	Q960X4
Q9XTT4	Q960X8
A5Z2T6	Q960Z0
Q9BIG4	Q961B8
G5EEW9	Q961B9
O02485	Q961C3
A0A0K3AWU9	Q961C5
Q20312	Q961C8
G5EEH0	Q961C9
G5EDS1	Q961D1
P91493	Q961D3
O44447	Q961D9
P47209	Q961F6
Q9N392	Q961G1
Q86DC6	Q961H2
P81299	Q961J0
Q18412	Q961J8
P91250	Q961K4
O44131	Q961L8
V6CIR3	Q961N0
Q9U2E9	Q961Q9
Q5WRR6	Q961R9
Q22310	Q961T8
Q23646	Q961W1
D7SFK7	Q961W5
O62104	Q961W9
Q18953	Q961X4
O45169	Q962I0
P91374	Q962S2
Q95ZQ4	Q966V0
Q17979	Q967S0
Q20498	Q99323
O44952	Q9BIR7
O62203	Q9BIS2
P34399	Q9BJZ5
Q18862	Q9BKJ2
Q09305	Q9BLX1
O44135	Q9GNJ2
Q20779	Q9GNK5
P34676	Q9GNL3
Q9TZ37	Q9GPI2
Q21284	Q9GQF1
Q21910	Q9GQN5
Q9N5G3	Q9GQQ0
Q9GS00	Q9GSP1
Q8MYP1	Q9GSR1
Q17850	Q9GT70
P34413	Q9GU50
Q9XYB7	Q9GU68
G5ED01	Q9GYU7
Q19872	Q9GYU8
Q17353	Q9GYV5
G5EGN3	Q9GYV9
Q69Z12	Q9I7C6
O76566	Q9I7D0
Q20681	Q9I7D3
Q9N537	Q9I7H8
Q9TXR4	Q9I7I0
A0A486WXR6	Q9I7I1
Q95ZM2	Q9I7I3
G5EEM6	Q9I7I7
Q9XW77	Q9I7J0
G5EDX9	Q9I7J2
Q9XWF5	Q9I7J8
Q17744	Q9I7K0
B7WNA2	Q9I7K3
Q94239	Q9I7K5
Q629J5	Q9I7K6
P42573	Q9I7K8
P29355	Q9I7L0
Q18606	Q9I7L1
Q10453	Q9I7L4
H2KY91	Q9I7L7
I2HA93	Q9I7L8
G5EE70	Q9I7M5
Q09620	Q9I7M8
B3WFY7	Q9I7N1
Q94416	Q9I7N3
Q19812	Q9I7P2
F3NWW3	Q9I7P3
Q95XZ5	Q9I7Q6
M1ZMJ3	Q9I7R0
Q18173	Q9I7S2
Q95Y12	Q9I7S5
Q9XWV6	Q9I7S6
Q19103	Q9I7S8
Q9U235	Q9I7T5
O62231	Q9I7T6
Q9XTT9	Q9I7T7
P41937	Q9I7U2
Q9XUB3	Q9I7U5
Q23581	Q9I7U7
O02051	Q9I7V4
Q95XR3	Q9I7W2
O45698	Q9I7W5
Q09517	Q9I7X6
O76407	Q9I7Z8
Q8WSN6	Q9N2M8
Q21353	Q9N658
Q10941	Q9N693
Q20179	Q9N6D7
Q17433	Q9N9Y9
A0A3P6N624	Q9NB04
Q20136	Q9NB71
Q18395	Q9NBD7
G5EDF9	Q9NBK5
H2L0E0	Q9NCC3
Q95XM4	Q9NCP8
Q22703	Q9NDJ2
Q21312	Q9NDM2
Q09462	Q9NDR1
A0A3P6NNQ0	Q9NEF6
G5EG78	Q9NF31
G5EC97	Q9NFP1
Q10454	Q9NFP5
Q23457	Q9NFU0
Q19895	Q9NFZ3
Q19537	Q9NGC3
Q86N72	Q9NGL1
G5EDP6	Q9NHA8
P34507	Q9NHB0
Q95Y99	Q9NHB9
Q9TZ90	Q9NHD5
O44923	Q9NHN2
Q9XVK4	Q9NHP8
G5EEG7	Q9NHV6
Q20046	Q9NHV9
G5EFY1	Q9NHX0
K8FE10	Q9NII1
O17514	Q9NIP6
P34304	Q9NIV1
Q21854	Q9NJB5
P17329	Q9NJG9
H2KZG6	Q9NJH0
Q18017	Q9NK54
Q17835	Q9NK57
Q23038	Q9NKV0
Q9XWL1	Q9TVE6
A0A0M7RFF2	Q9TVI0
H2KZ24	Q9TVM2
Q9TXY1	Q9TVP3
Q18189	Q9TVQ5
O44412	Q9TW47
H2KML2	Q9TW62
P46500	Q9TW74
Q20753	Q9U1H0
Q95XZ0	Q9U1H8
Q17491	Q9U1H9
Q2PJ68	Q9U1I1
Q8MYQ1	Q9U1K1
O44462	Q9U1K8
Q9TVY6	Q9U1L6
Q9TXM6	Q9U1M2
Q86NE0	Q9U3V5
P34318	Q9U3V9
Q22966	Q9U3W6
P90961	Q9U3Z7
Q21872	Q9U405
Q95X87	Q9U4G5
Q18502	Q9U4L6
Q9XTZ1	Q9U4U5
Q9U1Q9	Q9U599
Q10042	Q9U5L1
G5EGD5	Q9U5W2
O16511	Q9U5W4
Q9UA63	Q9U5W9
P91567	Q9U616
Q9N3H9	Q9U622
A0A4V0IL95	Q9U6B8
Q20561	Q9U6L5
G5EER4	Q9U6M0
Q7JNM3	Q9U6P7
Q9Y041	Q9U6X3
Q9TYM6	Q9U7D8
A7DTF5	Q9U7P8
Q0G819	Q9U8L5
Q19660	Q9U8R4
Q9U1Z4	Q9U915
Q22055	Q9U969
O17731	Q9U9Q1
A0A3B1DQX2	Q9U9Q2
O45233	Q9U9Q4
Q8IG33	Q9V333
Q17868	Q9V345
Q21465	Q9V359
O01501	Q9V393
Q9BL45	Q9V395
A5JYX8	Q9V397
G5EDG2	Q9V3A0
Q20546	Q9V3A3
Q17693	Q9V3A4
Q9U384	Q9V3A8
Q9U1Y9	Q9V3A9
O01868	Q9V3B4
P04255	Q9V3B6
O76670	Q9V3B8
G5EE74	Q9V3C0
Q9XU63	Q9V3C1
O44549	Q9V3C2
Q17392	Q9V3C4
G5EGG9	Q9V3C6
P90897	Q9V3C7
Q23194	Q9V3C8
O16429	Q9V3D1
A0A061ACG9	Q9V3D2
Q95QY0	Q9V3D4
A0A0K3AS53	Q9V3D5
Q9N4D6	Q9V3D6
Q9XX25	Q9V3D7
Q2EEN1	Q9V3D8
Q09590	Q9V3D9
P91205	Q9V3E3
Q93696	Q9V3E5
G5EBR1	Q9V3E9
Q7YWR7	Q9V3F2
P34586	Q9V3F3
Q19237	Q9V3F8
Q94225	Q9V3F9
A3QMC5	Q9V3G1
Q2PJ74	Q9V3G3
G5EG39	Q9V3G6
O45494	Q9V3G7
H2L295	Q9V3G8
Q65CL5	Q9V3G9
G5EGS8	Q9V3H0
Q93615	Q9V3H2
Q20011	Q9V3H7
E9P864	Q9V3H8
Q7Z0M7	Q9V3H9
P10771	Q9V3I1
Q22799	Q9V3I2
Q9N368	Q9V3I3
O01532	Q9V3I5
Q9TZ87	Q9V3I9
Q95YC6	Q9V3J1
H2KYJ3	Q9V3J4
O16271	Q9V3J6
Q22909	Q9V3J8
Q9BL06	Q9V3J9
Q9N5X6	Q9V3K3
Q09961	Q9V3K5
Q9XWC9	Q9V3K7
O17777	Q9V3K9
B7WN91	Q9V3L0
Q21633	Q9V3L4
Q22329	Q9V3L6
G5EDE2	Q9V3L8
O61856	Q9V3M2
Q17865	Q9V3M9
Q9XXT5	Q9V3N1
Q18232	Q9V3N4
Q20759	Q9V3P0
Q9XXR5	Q9V3P2
Q21227	Q9V3P3
Q09407	Q9V3P4
Q17361	Q9V3P6
Q9N3C6	Q9V3P9
Q93565	Q9V3Q1
Q8I4C4	Q9V3Q4
P55853	Q9V3Q6
Q95R07	Q9V3Q9
Q9GPA2	Q9V3R1
O16795	Q9V3R3
G5EFD2	Q9V3R6
Q04833	Q9V3R8
Q9BL86	Q9V3S0
Q9XWP0	Q9V3S3
Q9NAP0	Q9V3S6
Q22719	Q9V3S7
Q9BKS4	Q9V3T8
G5ED60	Q9V3U2
Q9TZ88	Q9V3U5
Q2L6W1	Q9V3U6
O45006	Q9V3U7
Q9U1Q2	Q9V3V0
P42170	Q9V3V3
Q8MXS8	Q9V3V6
A0A168H5N7	Q9V3V7
D3YT71	Q9V3V9
H2L2B8	Q9V3W0
Q18726	Q9V3W1
O16706	Q9V3W2
Q23477	Q9V3W6
Q9N492	Q9V3W7
P34556	Q9V3W9
O44406	Q9V3X2
Q8MQ51	Q9V3X3
Q11179	Q9V3X4
O45391	Q9V3X8
P49041	Q9V3Y0
Q21799	Q9V3Y2
G5EFK8	Q9V3Y4
Q18909	Q9V3Y7
Q93425	Q9V3Y8
P52716	Q9V3Z1
A0A2K5AU25	Q9V3Z2
Q20329	Q9V3Z4
P91305	Q9V3Z6
Q21649	Q9V3Z9
Q23588	Q9V405
Q9N5U5	Q9V406
O01961	Q9V407
P91004	Q9V410
Q9GT24	Q9V411
Q9XUR1	Q9V412
O45303	Q9V415
Q9NES9	Q9V422
Q7K6X4	Q9V426
O45705	Q9V427
P54816	Q9V428
Q9XUZ3	Q9V430
Q21938	Q9V431
Q19403	Q9V433
Q19291	Q9V434
P34650	Q9V436
O18282	Q9V437
Q95YD2	Q9V438
O01496	Q9V439
O45628	Q9V444
Q8MQ11	Q9V447
Q03412	Q9V449
O01735	Q9V452
O62250	Q9V453
Q22253	Q9V455
Q06561	Q9V457
H2L086	Q9V458
Q9TZA5	Q9V459
Q8IG67	Q9V460
Q9NEU5	Q9V461
O02045	Q9V463
Q18037	Q9V464
P91079	Q9V466
O01576	Q9V468
O17570	Q9V470
O01498	Q9V472
Q9U256	Q9V474
O45373	Q9V477
A0A8S4QFJ4	Q9V481
P34331	Q9V490
Q19311	Q9V493
I2HAF5	Q9V496
P34502	Q9V4A1
Q9TZK9	Q9V4A7
Q19838	Q9V4B2
O01422	Q9V4B8
G5ECB0	Q9V4C1
P34442	Q9V4C4
Q21086	Q9V4C7
Q9XWK2	Q9V4C8
Q20531	Q9V4D8
Q09237	Q9V4E0
Q18271	Q9V4E1
O02293	Q9V4E6
A0A0K3ASF2	Q9V4F4
P34568	Q9V4F9
F0IWU1	Q9V4I1
O44772	Q9V4M2
V6CLQ3	Q9V4N3
Q18090	Q9V4P1
G5EEA2	Q9V4Q8
O01739	Q9V4S8
Q18166	Q9V4T5
Q23227	Q9V4U9
O62165	Q9V4Z9
Q9XVS0	Q9V521
G5EFI4	Q9V535
O62116	Q9V557
P91125	Q9V558
P13508	Q9V564
Q23520	Q9V568
G5EFQ0	Q9V574
P50581	Q9V595
P48150	Q9V597
Q20719	Q9V5C6
P90898	Q9V5E1
P91420	Q9V5N8
Q19571	Q9V5P6
O16393	Q9V5Z7
Q9NF11	Q9V637
Q22751	Q9V668
G2HK05	Q9V676
O16303	Q9V6B9
Q03345	Q9V6G5
Q9XXJ0	Q9V6K1
Q18169	Q9V6L9
Q95XS1	Q9V6Q2
Q22660	Q9V6U8
Q94407	Q9V6U9
G5EGK6	Q9V6X7
Q21000	Q9V719
O01505	Q9V726
Q9U234	Q9V727
Q9TZ70	Q9V730
G5EDD5	Q9V751
Q9N581	Q9V769
Q95XC1	Q9V771
Q2PJ97	Q9V774
D3YTA0	Q9V780
Q9XUH7	Q9V784
Q21285	Q9V785
O45351	Q9V7A7
O45717	Q9V7D2
O45379	Q9V7N5
Q95ZW1	Q9V7P1
P34480	Q9V7S5
G5ED36	Q9V7W9
Q9XXI8	Q9V7Y2
Q9N5K4	Q9V813
P34660	Q9V818
O44624	Q9V831
P48180	Q9V853
G5EGP4	Q9V877
Q17603	Q9V895
Q09663	Q9V8F5
D7SFQ8	Q9V8G0
Q23450	Q9V8I2
G5EGN2	Q9V8K2
O76667	Q9V8M5
Q22498	Q9V8P9
Q18994	Q9V8R9
O16466	Q9V8W3
O01864	Q9V8Y2
G5EC67	Q9V8Y9
A0A0K3AR51	Q9V931
Q95Y94	Q9V968
Q9BPN9	Q9V9A7
O16502	Q9V9A9
O46016	Q9V9C8
Q22037	Q9V9E3
Q9N538	Q9V9I2
O44991	Q9V9J3
O44133	Q9V9K7
G5EF84	Q9V9M6
P49181	Q9V9M7
O18224	Q9V9M8
P34537	Q9V9N4
Q93233	Q9V9N7
G2HK16	Q9V9N9
A5JYQ9	Q9V9P1
Q8MYM4	Q9V9P8
Q965K5	Q9V9Q2
O62102	Q9V9Q4
Q21049	Q9V9Q6
Q9XUW9	Q9V9R2
O01521	Q9V9R4
Q7K714	Q9V9S0
O16274	Q9V9S3
Q9BL26	Q9V9S7
F5GU49	Q9V9S9
A5Z2W0	Q9V9T0
Q9XX14	Q9V9T4
O02096	Q9V9T5
O18307	Q9V9U0
B3WFW4	Q9V9U7
Q18318	Q9V9V0
Q9U287	Q9V9V7
Q19130	Q9V9V8
G5EBK4	Q9V9V9
P48166	Q9V9W3
Q19813	Q9V9W5
Q9GZF3	Q9V9W8
P91352	Q9V9X4
A0A0K3AU50	Q9V9X7
Q19338	Q9V9Y4
Q20965	Q9V9Y7
Q21961	Q9V9Y9
P53547	Q9V9Z1
Q9BL60	Q9V9Z4
O01635	Q9V9Z8
Q22128	Q9V9Z9
O61799	Q9VA00
G3MU09	Q9VA02
B1V897	Q9VA09
A0A0K3AV38	Q9VA15
A3RMT9	Q9VA16
Q93705	Q9VA18
Q21878	Q9VA25
U4PBX8	Q9VA28
G5ECK5	Q9VA29
Q17754	Q9VA30
Q93571	Q9VA31
G5EF83	Q9VA32
G5EDF0	Q9VA37
A0A650C2J5	Q9VA38
K8ES47	Q9VA42
O45279	Q9VA45
O16574	Q9VA51
G5EDY3	Q9VA54
Q9NAG5	Q9VA66
Q9N3R6	Q9VA67
Q94417	Q9VA69
W6RTA4	Q9VA71
O17208	Q9VA73
Q20100	Q9VA78
Q20306	Q9VA79
G5EFZ1	Q9VA83
Q9TZ51	Q9VA85
O62259	Q9VA91
G5EF05	Q9VA94
O61667	Q9VA95
O01526	Q9VA96
L8E6W9	Q9VAA0
Q9UAQ6	Q9VAA1
P41847	Q9VAA6
Q93557	Q9VAA7
Q9TYQ2	Q9VAA9
O61815	Q9VAB8
Q20230	Q9VAC1
A0A8S4SQL6	Q9VAC4
P19625	Q9VAC7
Q22134	Q9VAC8
G5EG58	Q9VAD4
O44770	Q9VAD5
O45493	Q9VAD6
G5EC12	Q9VAD7
A5HWA8	Q9VAE4
D9PTN5	Q9VAF0
P22981	Q9VAF2
Q19987	Q9VAF4
O18039	Q9VAG4
Q20665	Q9VAG9
Q9U3Q7	Q9VAH7
O61890	Q9VAI0
G5EEX1	Q9VAI3
Q9XVW5	Q9VAI4
Q8MNU8	Q9VAI8
Q9XVF1	Q9VAJ1
G5EGG2	Q9VAJ3
Q95X91	Q9VAJ4
Q7YTK8	Q9VAK5
Q19493	Q9VAL0
Q20237	Q9VAL7
Q9XWV0	Q9VAM5
P45969	Q9VAM6
Q9XWQ1	Q9VAN0
Q19479	Q9VAN6
Q18192	Q9VAN7
Q93522	Q9VAN8
Q18966	Q9VAN9
Q09409	Q9VAP1
Q9GR61	Q9VAP2
O62327	Q9VAP3
Q9XTU8	Q9VAP9
P80361	Q9VAQ0
Q22961	Q9VAQ1
G5EFS2	Q9VAQ3
P90790	Q9VAQ5
Q9TZH8	Q9VAQ7
Q7YWT5	Q9VAQ8
Q22515	Q9VAQ9
A0A8S4QAX9	Q9VAR6
Q21557	Q9VAS7
O01456	Q9VAS9
G5EBT5	Q9VAT0
Q21225	Q9VAT1
A0A131MBT4	Q9VAT2
Q21167	Q9VAT6
Q86NC2	Q9VAU3
Q21746	Q9VAU6
P52652	Q9VAU9
Q22495	Q9VAV6
Q09522	Q9VAV8
Q09457	Q9VAW0
P34748	Q9VAW2
Q9U2H9	Q9VAW3
O45181	Q9VAW5
O01331	Q9VAW7
A8XQ35	Q9VAW8
E9RKC7	Q9VAX3
G5EEW5	Q9VAX8
Q9XWW1	Q9VAX9
Q27527	Q9VAY2
G5EEG4	Q9VAY3
P50488	Q9VAY6
Q94124	Q9VAY8
G5EG14	Q9VAY9
O45962	Q9VAZ0
Q23639	Q9VAZ1
Q20590	Q9VAZ2
Q9U1U4	Q9VB02
Q9N4S0	Q9VB04
Q18081	Q9VB05
P35602	Q9VB08
G5EFI8	Q9VB10
O62388	Q9VB14
Q93795	Q9VB17
P30639	Q9VB21
Q94261	Q9VB22
Q19007	Q9VB23
Q1ZXU9	Q9VB24
D0Z5N4	Q9VB25
Q8MPS4	Q9VB27
Q9U368	Q9VB29
Q8I4H5	Q9VB45
Q09463	Q9VB47
Q8I4J8	Q9VB48
Q9XVS1	Q9VB52
Q19377	Q9VB53
P35603	Q9VB55
Q95XW8	Q9VB58
O44183	Q9VB59
Q7YWY4	Q9VB61
Q18490	Q9VB62
A0A0K3ARI1	Q9VB64
Q9UAX0	Q9VB69
O18199	Q9VB74
G5EFD4	Q9VB79
Q18234	Q9VB81
H2KZ16	Q9VB86
Q22554	Q9VB90
P90788	Q9VB95
Q9N499	Q9VB97
M1ZMI9	Q9VB98
O17977	Q9VBA0
Q9GUG4	Q9VBA6
O62387	Q9VBA8
A5Z2T1	Q9VBB3
Q09637	Q9VBC5
Q9GYH7	Q9VBC6
O62225	Q9VBC8
Q19004	Q9VBD2
Q20281	Q9VBD5
Q22639	Q9VBD6
Q9NEL2	Q9VBD9
G5ED07	Q9VBE0
Q9XXL3	Q9VBE2
G5EGF4	Q9VBF0
Q9XXI1	Q9VBF5
Q19123	Q9VBG6
Q20404	Q9VBG7
P34886	Q9VBH0
I2HAA5	Q9VBH6
Q10003	Q9VBH7
P52814	Q9VBH8
Q9NEY7	Q9VBI0
Q09543	Q9VBI1
H2KZV9	Q9VBI3
O44797	Q9VBI4
O61790	Q9VBJ6
Q21902	Q9VBJ9
G5EC57	Q9VBK1
P91998	Q9VBK9
Q9U2P1	Q9VBL1
G5EFG4	Q9VBL6
P34376	Q9VBL7
O17901	Q9VBL8
Q20488	Q9VBM1
O62389	Q9VBM3
O76640	Q9VBM4
Q9N5Z3	Q9VBM5
O44897	Q9VBM8
P48162	Q9VBN5
Q10050	Q9VBN9
O76449	Q9VBP2
G5EE01	Q9VBP3
Q9U2D2	Q9VBP5
Q95QL2	Q9VBP6
V6CLJ9	Q9VBP9
Q18195	Q9VBQ1
O01571	Q9VBQ2
Q9NDC9	Q9VBQ3
O17065	Q9VBQ4
O01483	Q9VBQ6
Q65CM0	Q9VBQ9
Q23493	Q9VBR0
K8ES99	Q9VBR1
Q95PY4	Q9VBR3
B5U8L0	Q9VBR6
V6CIV8	Q9VBR9
Q18650	Q9VBS0
Q23092	Q9VBS5
P56174	Q9VBS7
O02099	Q9VBS9
P52484	Q9VBT1
H2KZU7	Q9VBT2
Q9XWU7	Q9VBT4
Q17663	Q9VBT6
Q09639	Q9VBT7
Q965R3	Q9VBT8
Q20780	Q9VBU5
Q20709	Q9VBU6
Q9XUL2	Q9VBU8
Q19162	Q9VBU9
Q22743	Q9VBV3
Q9XXN6	Q9VBV4
Q19948	Q9VBV5
Q8MXF1	Q9VBW3
O01510	Q9VBW6
Q22747	Q9VBW9
G5EDI8	Q9VBX1
G5ECF2	Q9VBX4
Q20728	Q9VBX5
Q19994	Q9VBX7
Q9N4C7	Q9VBX8
U4PBZ5	Q9VBY2
H2L0P2	Q9VBY4
P26797	Q9VBY5
Q95XZ1	Q9VBY6
Q17466	Q9VBY7
P41843	Q9VBY8
U4PRD2	Q9VBZ0
G5EF44	Q9VBZ2
Q9N328	Q9VBZ5
G5ED39	Q9VBZ6
Q18943	Q9VC05
Q9N361	Q9VC06
Q19138	Q9VC07
Q21313	Q9VC08
O44159	Q9VC10
O16928	Q9VC14
Q95ZQ7	Q9VC19
Q23604	Q9VC22
A0A3P6PCS5	Q9VC28
A0A078BQJ0	Q9VC29
F5GUC6	Q9VC35
Q21551	Q9VC36
Q9XVZ8	Q9VC42
G5EGG4	Q9VC43
Q9U1W0	Q9VC45
P34711	Q9VC47
Q9U354	Q9VC48
Q95XL9	Q9VC49
Q9TVW5	Q9VC54
Q9XVH3	Q9VC56
Q9XW17	Q9VC57
O44441	Q9VC58
P34685	Q9VC60
Q19807	Q9VC61
Q19086	Q9VC64
Q19091	Q9VC65
O44985	Q9VC66
P34567	Q9VC68
Q9NF15	Q9VC70
O01917	Q9VC79
A0A168H3A5	Q9VC80
U4PE35	Q9VC81
Q9NET4	Q9VC86
Q95QY7	Q9VC87
Q22441	Q9VC89
O44749	Q9VC90
Q65XX9	Q9VC92
Q18891	Q9VC93
Q95Q62	Q9VC94
Q9XW10	Q9VC96
Q9NDH7	Q9VCA2
Q9GUE9	Q9VCA5
G5EEK9	Q9VCA8
Q18984	Q9VCA9
A0A5S9MN87	Q9VCB1
Q19246	Q9VCB2
Q18700	Q9VCB6
Q9N5H6	Q9VCB9
Q23246	Q9VCC0
Q21944	Q9VCC3
Q23401	Q9VCC6
P90770	Q9VCC8
G5ECY0	Q9VCC9
P91529	Q9VCD5
O44906	Q9VCD8
A0A7R9SUM5	Q9VCE1
Q19701	Q9VCE2
O18180	Q9VCE3
Q9BL39	Q9VCE6
O17776	Q9VCE7
O45664	Q9VCE9
Q22516	Q9VCF0
D3NQA8	Q9VCF1
H2KYU2	Q9VCF4
A0A486WXK7	Q9VCF6
Q86GU3	Q9VCF8
Q94399	Q9VCG0
Q21346	Q9VCG4
Q17905	Q9VCG6
Q9XVQ1	Q9VCG8
P90947	Q9VCH1
A4UVJ8	Q9VCH4
G5EEX5	Q9VCH5
Q9NLD3	Q9VCH7
Q965Z8	Q9VCH9
Q9GZG8	Q9VCI0
G5ECX2	Q9VCI3
P91136	Q9VCI5
U4PR50	Q9VCI7
A3QMC8	Q9VCI9
A5PEX1	Q9VCJ2
A4UVJ7	Q9VCJ3
Q17572	Q9VCJ6
Q21568	Q9VCJ8
Q17532	Q9VCK0
Q9XVZ9	Q9VCK1
Q94248	Q9VCK2
Q20277	Q9VCK6
Q9XVU2	Q9VCL2
Q95XG6	Q9VCL9
Q9U369	Q9VCM3
Q95QU3	Q9VCM6
Q93702	Q9VCN1
O44538	Q9VCN3
A7WK41	Q9VCN5
P41849	Q9VCN6
Q20675	Q9VCN9
O44518	Q9VCP0
O61215	Q9VCQ2
G5EBT9	Q9VCQ6
P52554	Q9VCQ7
Q9XVY7	Q9VCQ9
Q18991	Q9VCR0
G5EDH0	Q9VCR2
Q22212	Q9VCR3
P34278	Q9VCR6
G5EDA8	Q9VCR9
P52478	Q9VCS1
P34544	Q9VCS4
Q9N3H6	Q9VCS7
P91404	Q9VCT2
Q9XTS1	Q9VCT3
H2L0F9	Q9VCT4
G4SR74	Q9VCT5
Q17401	Q9VCT9
Q21808	Q9VCU5
P91133	Q9VCU6
G5EGU8	Q9VCU7
Q9BIB4	Q9VCU8
O62189	Q9VCU9
Q20502	Q9VCV3
Q27218	Q9VCV4
Q7K866	Q9VCV9
Q17888	Q9VCW0
Q11086	Q9VCW1
O45952	Q9VCW3
Q22144	Q9VCW5
G5EEZ5	Q9VCW6
O17898	Q9VCW7
Q22510	Q9VCX1
Q9XU92	Q9VCX3
Q95ZK7	Q9VCX6
A8WFJ9	Q9VCX7
Q21263	Q9VCY0
G5EDT1	Q9VCY1
Q9GZD5	Q9VCY3
O17798	Q9VCY6
G5EET3	Q9VCY7
A0A1I6CMC9	Q9VCY8
G5EES6	Q9VCZ2
Q17413	Q9VCZ5
Q9TW45	Q9VCZ7
Q18990	Q9VCZ8
Q20757	Q9VD00
Q95011	Q9VD01
Q8I4E2	Q9VD02
G5EDE8	Q9VD05
Q22318	Q9VD07
Q21528	Q9VD09
Q9U1W8	Q9VD13
Q17978	Q9VD14
H2KZ39	Q9VD17
B7WNA5	Q9VD22
Q10669	Q9VD23
Q21148	Q9VD25
G5EF02	Q9VD26
Q9N2L7	Q9VD28
P34517	Q9VD29
Q966E2	Q9VD30
Q21308	Q9VD34
P54137	Q9VD35
Q93569	Q9VD37
Q9XU06	Q9VD44
Q22236	Q9VD46
Q8T7Y4	Q9VD47
Q20310	Q9VD48
O76373	Q9VD49
O61820	Q9VD51
Q20008	Q9VD52
Q21028	Q9VD55
O62325	Q9VD58
Q9XUJ5	Q9VD59
O17645	Q9VD64
O17323	Q9VD65
Q20202	Q9VD68
O17607	Q9VD71
C0P273	Q9VD72
F0IWS6	Q9VD73
Q19426	Q9VD81
P34474	Q9VD82
Q19391	Q9VD83
Q93213	Q9VD89
B2D6P4	Q9VD92
A3QMB9	Q9VD98
Q17883	Q9VDA0
A0A1T5HUK8	Q9VDA3
A0A4V0IKJ4	Q9VDB7
A0A8D8EIT5	Q9VDC0
Q9NA87	Q9VDC1
O45159	Q9VDC2
O01763	Q9VDC3
Q09251	Q9VDC6
P34418	Q9VDC8
Q21962	Q9VDD0
Q22687	Q9VDD1
Q9N2X7	Q9VDD2
Q22797	Q9VDD3
P12114	Q9VDD5
Q22018	Q9VDD7
A4F318	Q9VDD8
Q21730	Q9VDE2
Q17446	Q9VDE3
Q9N457	Q9VDE5
Q19816	Q9VDE9
G5EBL1	Q9VDF0
G5EF03	Q9VDF1
Q18597	Q9VDF4
Q9N3S8	Q9VDG1
P32085	Q9VDG2
Q23623	Q9VDG5
G5EF51	Q9VDH1
O02153	Q9VDH3
O45086	Q9VDH4
Q23098	Q9VDH8
Q18683	Q9VDH9
Q09436	Q9VDI1
Q966G2	Q9VDI3
Q9XTZ2	Q9VDI6
O44877	Q9VDJ7
Q19901	Q9VDJ8
P91017	Q9VDJ9
Q9N3T5	Q9VDK2
Q17848	Q9VDK7
P34512	Q9VDK9
P91154	Q9VDL2
Q9XVK0	Q9VDN3
Q23666	Q9VDN6
G5ED98	Q9VDP7
Q95XS0	Q9VDP8
O18167	Q9VDP9
O46009	Q9VDQ3
G5ECJ6	Q9VDQ4
G5ECR0	Q9VDQ5
G5EDD1	Q9VDQ6
Q20014	Q9VDQ7
Q20849	Q9VDR1
Q9NAH2	Q9VDR6
G5EG11	Q9VDS1
Q17720	Q9VDS3
Q10953	Q9VDS5
Q8ITW4	Q9VDS6
Q65ZG8	Q9VDS7
Q19345	Q9VDT1
Q19424	Q9VDT2
