Q09390	A0A087WUL8
G5EF50	Q5T751
A0A0M9JJE0	Q5T752
Q23403	Q5T753
O61821	Q5T754
G5EFW7	Q5T7M9
O16202	Q5T7P2
V6CJY2	Q5T7P3
O01964	Q5T7P8
Q18124	Q5T7V8
Q21080	Q5T8P6
Q22805	Q5T9A4
Q18489	Q5T9G4
Q20947	Q5T9L3
Q7YTL5	Q5TA45
O16573	Q5TA76
Q86D25	Q5TA77
E5QCF2	Q5TA78
Q9U2F2	Q5TA79
Q17438	Q5TA81
D3NQB6	Q5TA82
O16474	Q5TAP6
Q19615	Q5TAQ9
Q965Z8	Q5TB80
Q27471	Q5TBB1
P37165	Q5TC82
O17099	Q5TCM9
P46578	Q5TCX8
Q9N3P1	Q5TCZ1
Q09615	Q5TD97
A0A4V0INB3	Q5TDH0
O61749	Q5TEC6
Q5FC71	Q5TEU4
A0A3B1E3S9	Q5TGI0
Q19854	Q5TGU0
Q9N4G4	Q5TGY3
Q17401	Q5TGZ0
A7DTF6	Q5THK1
Q21360	Q5TKA1
H2KZA6	Q5U5Q3
P91404	Q5VIR6
Q18660	Q5VSL9
Q9U256	Q5VST6
G5EF74	Q5VST9
O01975	Q5VT06
Q20430	Q5VT25
Q19279	Q5VT52
Q22483	Q5VT66
P91351	Q5VTD9
U4PDZ2	Q5VTE0
G5EGU1	Q5VTL8
G5ED57	Q5VTR2
P34400	Q5VU43
O45489	Q5VU69
Q9XWM0	Q5VUA4
Q21938	Q5VUJ6
O61942	Q5VV17
Q9XVK4	Q5VV41
Q22240	Q5VV42
A5JYQ9	Q5VVQ6
O17933	Q5VVX9
Q18014	Q5VW36
Q9N5U9	Q5VW38
Q9BKU9	Q5VWG9
Q18587	Q5VWN6
Q5WRT1	Q5VWP2
P17139	Q5VWQ0
Q03613	Q5VWT5
Q9N2K7	Q5VWX1
D7SFK7	Q5VX71
Q9U302	Q5VYK3
O02220	Q5VYS8
Q23316	Q5VYV7
Q20022	Q5VZ89
Q20436	Q5VZK9
P43510	Q5VZL5
O01571	Q5VZY2
Q968Y9	Q5W0B1
P91177	Q5W111
D3YT99	Q5W5X9
Q21205	Q5XKE5
Q21025	Q5XKP0
Q965W3	Q5XPI4
Q19035	Q63HK5
Q9BL48	Q63HN8
Q93413	Q63HR2
H2B4N0	Q63ZY3
G5EDA5	Q641Q2
Q9NAK7	Q641Q3
O01446	Q643R3
Q22460	Q64LD2
G5EBT6	Q658P3
Q22033	Q658Y4
H2L0N1	Q659A1
G5ED14	Q659C4
H2KZK4	Q66GS9
Q9XUE9	Q66K14
G5EEZ5	Q66K74
Q95Y49	Q66K89
O45995	Q66LE6
H2KZR6	Q66PJ3
O61742	Q676U5
Q9NAJ3	Q68CJ9
O45607	Q68CP9
Q17821	Q68CQ4
O44568	Q68CQ7
B3WFW4	Q68CR1
G5ECX9	Q68CZ1
O17787	Q68CZ2
D6RYE4	Q68CZ6
Q19059	Q68D10
Q94259	Q68D85
A0A0K3AWU9	Q68D86
Q9NDH7	Q68D91
Q18984	Q68DH5
Q7KPV0	Q68DK2
Q9N2Z3	Q68DK7
Q20932	Q68DV7
Q95NM6	Q68E01
Q19393	Q68EM7
B3KYC0	Q69YG0
G3MU05	Q69YN2
P34766	Q69YN4
Q23647	Q69YQ0
O16602	Q69YU3
A5PEX5	Q6A162
P91555	Q6A163
G5EC22	Q6AI08
Q23058	Q6AI12
Q10958	Q6AW86
Q9N3Y4	Q6AZY7
O44856	Q6AZZ1
Q19336	Q6B8I1
Q9UA63	Q6BDS2
L8E938	Q6DD88
O02279	Q6DKI1
O17757	Q6DKK2
P12114	Q6DN90
P34886	Q6EEV4
Q19541	Q6EMK4
P41846	Q6FI13
Q95Y07	Q6FI81
P53589	Q6I9Y2
Q9NA76	Q6IA86
P41992	Q6IAA8
O61853	Q6IAN0
Q7YTU4	Q6IBS0
G5EDP2	Q6IBW4
P34511	Q6IC98
Q95XH8	Q6ICB0
Q9N419	Q6IE81
G4RT11	Q6IN84
P52716	Q6IN85
Q9BL06	Q6IPR3
Q22885	Q6IQ21
Q19780	Q6IQ23
Q93569	Q6ISS4
Q22975	Q6IWH7
A0A061ADY3	Q6J9G0
Q9TXP5	Q6JQN1
O45679	Q6K0P9
Q9XXQ6	Q6KB66
P46505	Q6KC79
Q19967	Q6L8G4
P92018	Q6L8G8
Q8I116	Q6L8G9
Q17662	Q6L8H1
Q23424	Q6L8H2
A0A061AJL2	Q6L8Q7
P34480	Q6MZM0
O77133	Q6N021
A0A0K3AVJ9	Q6N075
Q9U297	Q6NSJ2
Q9XW10	Q6NSJ5
Q9XVH9	Q6NSZ9
Q9U384	Q6NT76
G5EC84	Q6NTF9
Q95QG1	Q6NUJ2
G5EEX5	Q6NUK1
Q22623	Q6NUM9
Q2EEM6	Q6NUN0
O02158	Q6NUN9
Q2V0X4	Q6NUQ1
Q93968	Q6NUQ4
Q9BL40	Q6NVU6
Q17754	Q6NVV3
Q09301	Q6NVY1
C0P287	Q6NW34
Q94071	Q6NX45
Q20128	Q6NXE6
G5EBN5	Q6NXR4
Q93382	Q6NXT2
U4PBS1	Q6NXT4
Q95XS2	Q6NYC1
Q9N4L9	Q6NYC8
Q22398	Q6NZ36
Q18596	Q6NZ67
Q93454	Q6NZI2
Q8WQD8	Q6NZY4
Q95ZI9	Q6P087
Q9GUF2	Q6P158
O17783	Q6P161
Q95QQ6	Q6P1A2
G5EDE8	Q6P1J9
O61201	Q6P1K2
Q8I4E2	Q6P1L8
O18276	Q6P1M0
Q9TYJ0	Q6P1M3
K8FE10	Q6P1N0
Q18286	Q6P1N9
Q9TYX4	Q6P1Q0
P49595	Q6P1W5
Q09261	Q6P1X5
Q7YX25	Q6P2C8
O18688	Q6P2E9
O18650	Q6P2Q9
P91352	Q6P3S6
P91148	Q6P3W7
O62250	Q6P3X3
Q9XYD3	Q6P4A7
Q9XVS8	Q6P4A8
P34300	Q6P4F7
F1LIM7	Q6P4Q7
P13528	Q6P4R8
O01509	Q6P587
Q9U1X0	Q6P597
Q9NDU9	Q6P5R6
Q966H8	Q6P5W5
Q23236	Q6P5X5
G5ECJ4	Q6P5Z2
O17169	Q6P996
Q18880	Q6P9A2
P46581	Q6P9B9
Q9NEZ7	Q6P9H4
O44447	Q6PCB5
Q22250	Q6PCD5
Q19093	Q6PCT2
O44991	Q6PD62
Q20255	Q6PEX3
P90822	Q6PEY0
G5ECC7	Q6PF18
U4PR86	Q6PGP7
O17805	Q6PHR2
A0A1I6CMC9	Q6PI48
Q19852	Q6PI77
G5ECN1	Q6PI78
A0A0K3AYL9	Q6PID8
Q17625	Q6PIU2
P18833	Q6PIW4
O45370	Q6PJ69
Q9XW53	Q6PJF5
A5Z2T1	Q6PJG2
Q93839	Q6PJG6
G5ED42	Q6PJG9
Q9XWJ1	Q6PJI9
Q22621	Q6PJT7
Q5R3S7	Q6PK04
P34327	Q6PKC3
Q18803	Q6PKG0
Q9U3H5	Q6PL24
G5EC23	Q6PL45
O16501	Q6PML9
P91051	Q6Q0C0
V6CKQ0	Q6QNY1
Q18171	Q6R327
Q95QT8	Q6RFH5
G5EBH7	Q6RW13
P34379	Q6S8J3
P34525	Q6SPF0
Q9NAG7	Q6STE5
O61208	Q6T4P5
Q9XU04	Q6TFL4
Q966M4	Q6UB35
Q69Z08	Q6UB99
D5MCN2	Q6UN15
Q20695	Q6UVJ0
Q9XUL2	Q6UVK1
O17562	Q6UW63
O44877	Q6UW68
Q9U2H7	Q6UWB1
C7IVS4	Q6UWE0
Q23175	Q6UWJ1
Q22207	Q6UWN0
Q19128	Q6UWP7
Q23036	Q6UWP8
Q19894	Q6UWQ5
Q18446	Q6UWR7
Q23590	Q6UWY0
Q9NAE4	Q6UX01
Q18473	Q6UX06
Q17830	Q6UX27
Q03755	Q6UX40
Q9TZA0	Q6UX41
O44706	Q6UX71
Q20557	Q6UXB1
P91281	Q6UXG8
Q9U1R5	Q6UXH1
Q22169	Q6UXN9
G5EEJ2	Q6UXV4
O01813	Q6UY01
Q8IG65	Q6UY14
Q20011	Q6V0I7
O18008	Q6V1X1
Q09564	Q6VN20
Q93616	Q6W2J9
P41996	Q6WCQ1
P91156	Q6WKZ4
Q564S2	Q6XPS3
Q9BHL0	Q6XUX3
Q17957	Q6XZF7
G5EDJ7	Q6Y1H2
Q93697	Q6Y7W6
Q27504	Q6YHK3
Q965M2	Q6YHU6
G5EC56	Q6YN16
Q9XXU4	Q6ZMB5
G5EF97	Q6ZMG9
O62427	Q6ZMH5
Q93730	Q6ZMI0
Q23186	Q6ZMP0
Q95X87	Q6ZMQ8
Q09639	Q6ZMZ0
P41936	Q6ZN17
D6VPA7	Q6ZN54
Q9TZ68	Q6ZN55
Q22361	Q6ZNA4
G5EGA5	Q6ZNB6
Q19091	Q6ZNG0
P34492	Q6ZNH5
Q19661	Q6ZNL6
Q10938	Q6ZPD8
Q18728	Q6ZQN5
Q18891	Q6ZR37
G5EDW9	Q6ZRI8
A0A168H3A5	Q6ZRP7
O45757	Q6ZRS2
Q9U6P6	Q6ZRV2
Q22950	Q6ZRY4
G5ECN9	Q6ZSA7
Q17911	Q6ZSS7
O17899	Q6ZT12
Q7JMS5	Q6ZT21
Q9TXM1	Q6ZTA4
Q9NA32	Q6ZTN6
O01487	Q6ZU52
P34450	Q6ZUT1
Q23604	Q6ZVM7
O61882	Q6ZVX7
O44477	Q6ZW31
Q9U3I0	Q6ZW49
Q22977	Q6ZWI9
Q23162	Q6ZWJ1
O61965	Q6ZXV5
Q95XX6	Q701N4
Q21910	Q709C8
Q95Y89	Q709F0
Q93743	Q70CQ1
Q19129	Q70CQ2
P90825	Q70CQ3
Q9Y041	Q70EK8
Q19057	Q70EL1
H2L2J9	Q70IA6
Q9XW88	Q70IA8
C0VXV7	Q70UQ0
Q9N328	Q712K3
P34559	Q71DI3
V6CJ04	Q71F23
P34433	Q71F56
P12456	Q71RC2
H2KYD1	Q71RG4
Q21028	Q71SY5
O61900	Q71U36
Q8MYM8	Q71UI9
Q93545	Q71UM5
G5EBX6	Q75N03
Q18317	Q75QN2
O45003	Q75WM6
Q19050	Q76FK4
P46975	Q76L83
Q9U3J9	Q7KYR7
O45346	Q7KZ85
Q19760	Q7KZF4
Q21559	Q7KZI7
O45068	Q7KZN9
Q8MXT1	Q7L014
P91321	Q7L0J3
O76577	Q7L0Q8
Q9U3F2	Q7L0Y3
O62218	Q7L190
Q95XS0	Q7L1Q6
P34678	Q7L273
Q94271	Q7L2E3
Q9N4K0	Q7L2H7
Q09533	Q7L2J0
Q9U1X7	Q7L2Z9
G5EE70	Q7L3S4
F5GUH0	Q7L3T8
U4PEM4	Q7L4I2
Q9NA78	Q7L576
Q9XUU8	Q7L590
Q7K6J1	Q7L591
Q20036	Q7L592
Q9U3M7	Q7L5A3
Q95ZW9	Q7L5A8
Q5WRN1	Q7L5D6
O62305	Q7L5N1
Q10124	Q7L5N7
Q19542	Q7L5Y9
Q21562	Q7L775
Q20166	Q7L7L0
P91501	Q7L804
Q17458	Q7L8L6
B1V898	Q7LBC6
O17839	Q7LGA3
Q86NI2	Q7RTS1
Q9BIA4	Q7RTS9
O44572	Q7RTV0
G5EGP2	Q7Z2E3
Q21994	Q7Z2K6
Q9XWV2	Q7Z2T5
G5EE48	Q7Z2W4
B7WN96	Q7Z2W9
G5EBW2	Q7Z2Z2
Q09260	Q7Z333
D6RYD3	Q7Z398
Q93212	Q7Z3B3
Q4JFH9	Q7Z3B4
O45083	Q7Z3C6
O45521	Q7Z3E1
Q20199	Q7Z3I7
Q9U2D6	Q7Z3K3
G5EEQ3	Q7Z3S9
P49808	Q7Z3U7
Q22218	Q7Z3Y8
Q9XU87	Q7Z401
Q22156	Q7Z406
O16303	Q7Z417
A0A0K3AW48	Q7Z434
Q18273	Q7Z460
O17389	Q7Z478
Q9U3D4	Q7Z4F1
Q8I7L0	Q7Z4G1
Q19684	Q7Z4H7
Q11096	Q7Z4H8
Q23164	Q7Z4N8
O62183	Q7Z4Q2
Q19781	Q7Z4S6
Q22557	Q7Z4V0
G5EEK5	Q7Z4V5
Q10453	Q7Z4W2
O01561	Q7Z569
O45440	Q7Z589
Q19303	Q7Z5A8
G5EG49	Q7Z5B4
A0A168H505	Q7Z5G4
Q9TYQ5	Q7Z5H3
Q18280	Q7Z5J4
Q58AA7	Q7Z5K2
G5EFI7	Q7Z5L9
G5EE98	Q7Z5P4
P34541	Q7Z5V6
P34355	Q7Z695
Q20531	Q7Z698
G5ECH3	Q7Z699
O01524	Q7Z6E9
O02225	Q7Z6G3
Q22369	Q7Z6I8
P46559	Q7Z6J0
Q9TYX6	Q7Z6J6
P34376	Q7Z6M3
P45966	Q7Z6R9
O01504	Q7Z6Z7
O02252	Q7Z736
A0A8D9N0J4	Q7Z739
O17956	Q7Z794
Q0KHC0	Q7Z7A3
Q17745	Q7Z7E8
Q20966	Q7Z7F7
Q21471	Q7Z7G2
Q23147	Q7Z7H5
Q19663	Q7Z7H8
Q09487	Q7Z7K2
Q09269	Q7Z7K6
P34303	Q7Z7L1
Q21489	Q7Z7L7
Q22983	Q7Z7M0
O44666	Q7Z7N9
O62082	Q86SE5
Q21272	Q86SE9
O01914	Q86SF2
G5EFU0	Q86SG5
A0A8S4QFJ4	Q86SG7
Q23090	Q86SJ6
Q20644	Q86SQ0
O45449	Q86SR1
Q17760	Q86SX3
Q9XVB1	Q86SX6
Q09462	Q86T03
Q17835	Q86T13
O17405	Q86T24
Q9TXH9	Q86T26
G5EGE8	Q86TB9
Q19138	Q86TG1
O17763	Q86TG7
O62404	Q86TI0
Q18827	Q86TI2
Q04907	Q86TJ2
P49404	Q86TM6
Q17633	Q86TS9
Q22516	Q86TW2
Q27894	Q86U06
A0A061ACS6	Q86U28
A0A5K1IAD3	Q86U38
G5EDW8	Q86U42
P91910	Q86U44
O17013	Q86U70
P91093	Q86U86
Q9U3L0	Q86UD1
Q9N576	Q86UE4
A0A164D3L1	Q86UE8
Q5CCI4	Q86UF1
G5EFB5	Q86UK7
H2KML7	Q86UL3
P91276	Q86UP2
P45967	Q86UR1
Q9XUH6	Q86UT6
Q18909	Q86UV5
Q23338	Q86UW9
Q94269	Q86UX6
Q27482	Q86UX7
O01510	Q86V24
Q56VY3	Q86V42
Q9U203	Q86V48
P34280	Q86V59
P52715	Q86V81
Q9GZH6	Q86V86
Q4PIV5	Q86V97
Q21435	Q86VE0
H2KZ78	Q86VF2
O16454	Q86VI3
Q9XVW5	Q86VI4
O17081	Q86VK4
P49197	Q86VM9
Q95QD1	Q86VN1
Q9N3T8	Q86VP1
Q27389	Q86VP6
K8ES99	Q86VQ0
Q20771	Q86VR2
O17608	Q86VS8
Q23126	Q86VU5
A9QY30	Q86VZ1
O01917	Q86VZ6
Q9GPA4	Q86W42
Q23320	Q86W54
O02333	Q86W74
Q9N4N4	Q86W92
Q09464	Q86WA6
Q8I4K3	Q86WA8
Q22288	Q86WB0
P34683	Q86WC4
O62422	Q86WJ1
Q22360	Q86WK6
Q22295	Q86WR7
Q8WT45	Q86WT6
Q8MXV8	Q86WU2
O44532	Q86WV1
Q9TXU0	Q86WV6
O44827	Q86WX3
Q9U3S3	Q86X02
Q10006	Q86X29
Q21650	Q86X52
Q95Y85	Q86X55
Q03345	Q86X76
Q17757	Q86X83
G5ECZ3	Q86X95
Q9U539	Q86XF0
Q95Y72	Q86XI2
Q21771	Q86XK2
Q18097	Q86XK7
Q9N3V3	Q86XL3
P10038	Q86XP3
Q09474	Q86XR8
Q9UAT1	Q86XS8
Q19873	Q86XT4
G5EBE4	Q86XX4
A5JYX5	Q86XZ4
G5ECH5	Q86Y07
G5EGI2	Q86Y13
Q9XTV0	Q86Y26
Q95ZV7	Q86Y30
Q20769	Q86Y39
O01481	Q86Y46
W6RRQ8	Q86Y56
Q7JMR0	Q86Y82
Q18107	Q86YC2
Q95XD3	Q86YD1
Q9XUP7	Q86YD3
B2FDA8	Q86YD7
A0A3P6N6A5	Q86YM7
Q95Y29	Q86YP4
Q20682	Q86YR5
A0A0K3AVB7	Q86YS7
Q9XWP0	Q86YT6
Q966L6	Q86YV6
O01918	Q86YZ3
Q95XW8	Q86Z20
P90859	Q86Z23
Q9TXZ9	Q8IU60
O76365	Q8IU81
Q23425	Q8IU85
Q9TY06	Q8IU89
H9G2X7	Q8IUB9
Q23119	Q8IUC0
Q21453	Q8IUC1
Q20971	Q8IUC2
O62136	Q8IUD2
Q22676	Q8IUE6
Q9NAB7	Q8IUF1
Q95QU0	Q8IUF8
O61741	Q8IUG1
O02219	Q8IUH3
Q86FL7	Q8IUH4
Q17868	Q8IUH5
Q9XWP6	Q8IUQ4
Q9XWP3	Q8IUR0
Q17390	Q8IUR7
Q20373	Q8IUX4
Q19189	Q8IV08
Q11174	Q8IV16
Q20921	Q8IV31
Q6A575	Q8IV38
A0A1I6CM90	Q8IV63
Q9U1U3	Q8IVD9
Q9N5K4	Q8IVF2
Q9XTJ4	Q8IVH2
H2KZY3	Q8IVH8
G5EDM7	Q8IVJ1
P34352	Q8IVL6
O02153	Q8IVM0
Q9XVT2	Q8IVM8
G5ECL7	Q8IVS2
Q17705	Q8IVS8
Q9TZE7	Q8IVT2
G5EDT4	Q8IVT4
O01735	Q8IVT5
G5EF63	Q8IVV7
Q19861	Q8IVW4
Q9GUM1	Q8IVW6
Q17557	Q8IW35
G5EEF9	Q8IW45
O45463	Q8IW75
Q09654	Q8IW92
Q95YE1	Q8IW93
A0A0K3ASA6	Q8IWA0
P91179	Q8IWB1
Q9N5Z0	Q8IWB7
Q9XW73	Q8IWC1
Q95XR6	Q8IWF2
Q22708	Q8IWI9
Q09295	Q8IWJ2
O01482	Q8IWL3
Q9XUK7	Q8IWS0
Q9N4X2	Q8IWT3
Q95XJ7	Q8IWT6
Q19569	Q8IWU4
P41847	Q8IWU5
O01577	Q8IWV7
Q9U210	Q8IWV8
H2L2B8	Q8IWW6
O45233	Q8IWX8
Q9NEZ5	Q8IWZ3
Q9TYX1	Q8IWZ5
Q93372	Q8IWZ6
O17301	Q8IWZ8
Q9TYS8	Q8IX01
A5JYR6	Q8IX03
Q17895	Q8IX12
Q9N3I5	Q8IX15
O45069	Q8IX18
G5EDG6	Q8IX90
Q23382	Q8IXB1
Q8T666	Q8IXB3
G5EDN3	Q8IXH7
O45241	Q8IXI1
Q9U1Y2	Q8IXI2
H2L019	Q8IXJ6
Q9U221	Q8IXJ9
O44159	Q8IXK0
G5ECH7	Q8IXK2
Q20577	Q8IXL6
Q9NA25	Q8IXL7
A5JYT7	Q8IXM2
V6CJE7	Q8IXM3
P90770	Q8IXM6
Q17554	Q8IXU6
Q9NAE9	Q8IXW5
O62515	Q8IXZ2
Q18859	Q8IY17
Q17381	Q8IY18
O61217	Q8IY21
O17559	Q8IY26
Q93903	Q8IY31
Q8MXS5	Q8IY33
Q94148	Q8IY34
G5EF48	Q8IY37
G5ECB9	Q8IY57
G5ECT8	Q8IY63
O45406	Q8IY67
Q21824	Q8IY81
Q09544	Q8IY92
G5EFD9	Q8IY95
O17776	Q8IYA8
Q86LS4	Q8IYB3
Q9N5N9	Q8IYB8
D3YTA0	Q8IYD1
Q18177	Q8IYD8
Q09529	Q8IYE0
A0A0M7RFF2	Q8IYE1
O45115	Q8IYF1
Q9XWS0	Q8IYF3
G5EFZ3	Q8IYH5
Q8T874	Q8IYI6
O61737	Q8IYK4
P34445	Q8IYP9
Q09446	Q8IYQ7
Q9TZ63	Q8IYR0
Q9U2L6	Q8IYS1
Q9NAH7	Q8IYS2
O17402	Q8IYU8
O45374	Q8IYW5
Q9XWT6	Q8IYX7
Q09296	Q8IYX8
Q09555	Q8IZ07
A0A5S9MMB0	Q8IZ21
Q95QL2	Q8IZ26
H9G301	Q8IZ57
Q9N4Z2	Q8IZ69
Q966A6	Q8IZ83
Q23546	Q8IZA0
O62327	Q8IZD4
Q18030	Q8IZD9
Q9TYQ6	Q8IZE3
Q22249	Q8IZF4
G5EBV0	Q8IZH2
Q9XUS6	Q8IZL8
Q09237	Q8IZL9
Q18573	Q8IZP0
Q20629	Q8IZQ1
Q9N5K3	Q8IZT6
B7WN88	Q8IZT9
Q22134	Q8IZU0
Q22029	Q8IZU1
A0A0K3AVT4	Q8IZV2
O02274	Q8N0S2
Q9N4H8	Q8N0U8
O16510	Q8N0V3
Q21243	Q8N0X7
P41843	Q8N0Y2
Q20805	Q8N0Z3
Q9TXI8	Q8N0Z6
O45159	Q8N0Z8
Q93534	Q8N108
K8ERW1	Q8N112
Q0PDJ7	Q8N122
Q8WT51	Q8N137
Q93211	Q8N138
Q9U1R1	Q8N163
Q94207	Q8N1B4
Q19503	Q8N1F7
P34682	Q8N1F8
G5EGS6	Q8N1G0
Q03598	Q8N1G2
Q7JP60	Q8N1G4
O45513	Q8N1N4
Q93341	Q8N1S5
P34467	Q8N201
Q9N566	Q8N205
E3W753	Q8N239
Q9UAY5	Q8N257
Q09596	Q8N264
K8ES01	Q8N268
Q17676	Q8N2A8
C8JQN9	Q8N2E2
Q86S38	Q8N2G4
Q9N587	Q8N2G8
Q2AAB7	Q8N2I9
H2KYK6	Q8N2K0
Q18393	Q8N2M4
Q86G91	Q8N2M8
O45748	Q8N2N9
Q95Y11	Q8N2S1
Q22004	Q8N2W9
O18067	Q8N302
O45279	Q8N335
O76412	Q8N350
G5EBT1	Q8N357
P46873	Q8N386
Q7YWM3	Q8N392
G5EEJ7	Q8N3C0
P34338	Q8N3C7
Q9BKQ9	Q8N3E9
O45103	Q8N3F8
O61816	Q8N3H0
Q09457	Q8N3L3
Q21404	Q8N3R9
Q19862	Q8N3U4
O01300	Q8N3V7
Q20819	Q8N3Y1
Q9U3P9	Q8N3Y3
Q21917	Q8N3Z6
Q9N538	Q8N442
O18128	Q8N443
P17487	Q8N448
P81299	Q8N465
P50488	Q8N468
Q9BL68	Q8N488
O01902	Q8N490
G5EE33	Q8N4C6
O16366	Q8N4C8
Q10669	Q8N4H5
Q20939	Q8N4J0
Q18895	Q8N4N8
Q95PW5	Q8N4P2
Q9TYL0	Q8N4P3
P53703	Q8N4Q1
P90848	Q8N4T4
Q23356	Q8N4V1
O17375	Q8N511
Q9XWJ8	Q8N531
Q9XVR6	Q8N567
P42170	Q8N5A5
Q10038	Q8N5C6
Q9TVW5	Q8N5D0
Q22531	Q8N5F7
Q19395	Q8N5G2
Q9N5M6	Q8N5H7
O45201	Q8N5I2
Q22482	Q8N5K1
Q09433	Q8N5L8
Q03412	Q8N5M1
O44444	Q8N5M4
Q9N4E9	Q8N5M9
Q9NEU2	Q8N5N7
P34317	Q8N5P1
Q20471	Q8N5R6
Q9U757	Q8N5S1
Q9GP94	Q8N5U6
Q10129	Q8N5V2
Q9U300	Q8N5W8
G5ED30	Q8N5Z5
Q17559	Q8N653
Q03609	Q8N661
Q9TVL3	Q8N668
Q9XVV3	Q8N680
P50432	Q8N684
O17395	Q8N6F1
Q21253	Q8N6G5
Q965W1	Q8N6H7
G5EF16	Q8N6K0
Q22616	Q8N6L0
O62432	Q8N6L1
Q966J4	Q8N6M0
H2L0H5	Q8N6M3
Q23622	Q8N6M8
P34676	Q8N6R0
A0A8D9I604	Q8N6R1
Q20560	Q8N6S5
J7RNI7	Q8N6T3
Q22054	Q8N6T7
G5ECY6	Q8N6Y0
Q9N392	Q8N6Y1
A0A168H9F5	Q8N715
P91401	Q8N720
Q95ZK7	Q8N726
Q86GT7	Q8N752
Q9N2L7	Q8N766
H2L2K3	Q8N7C3
Q20008	Q8N7H5
Q867X0	Q8N7P1
Q23062	Q8N7R7
P34526	Q8N7W2
Q8MXJ0	Q8N806
Q9U380	Q8N831
O18212	Q8N878
Q9NA61	Q8N884
Q8WT44	Q8N8A6
Q22678	Q8N8B7
Q23217	Q8N8J7
Q9XUF8	Q8N8L6
Q18262	Q8N8S7
Q94986	Q8N8Y2
Q8T7Z3	Q8N8Y5
G5EC91	Q8N907
O45987	Q8N912
Q7YWX7	Q8N961
Q22944	Q8N983
Q17424	Q8N9E0
Q93442	Q8N9I0
B1GRL4	Q8N9I9
A0A168HA43	Q8N9N2
P34657	Q8N9N5
G5EFI4	Q8N9N8
P32742	Q8N9P6
Q8WQB4	Q8N9Q2
U4PR82	Q8N9R8
O76367	Q8N9T8
G5EDA6	Q8NA54
Q09415	Q8NA61
O01502	Q8NA77
Q09660	Q8NAC3
G5EG18	Q8NAF0
Q9U5C2	Q8NAP3
O45432	Q8NAT1
Q9NA74	Q8NAU1
P30628	Q8NAV1
Q21993	Q8NAX2
Q09597	Q8NB12
Q9U3S9	Q8NB37
G5EDD5	Q8NB46
Q19746	Q8NB49
Q9XVA7	Q8NB50
Q400M3	Q8NB78
Q94248	Q8NB90
Q21194	Q8NBB4
O16226	Q8NBD8
Q9XVN3	Q8NBF2
O45285	Q8NBJ4
A0A486WXR6	Q8NBJ5
O61710	Q8NBJ9
G5ECT2	Q8NBK3
Q9XVJ2	Q8NBL1
P92186	Q8NBM4
G5ECH0	Q8NBN3
Q95Q57	Q8NBN7
Q09562	Q8NBP0
Q9GZI0	Q8NBP7
Q18758	Q8NBQ5
Q95XQ8	Q8NBS9
Q22343	Q8NBT0
A0A168H2S6	Q8NBT2
G5EE14	Q8NBU5
Q09349	Q8NBX0
P41935	Q8NBZ0
Q17403	Q8NBZ7
Q9XUU9	Q8NC24
Q17348	Q8NC42
P52015	Q8NC51
G5EDF9	Q8NC56
Q19529	Q8NC60
Q6BEW1	Q8NC67
O61902	Q8NC69
Q9N4B5	Q8NC96
P41933	Q8NCA5
O16198	Q8NCB2
H2L033	Q8NCD3
O62076	Q8NCE0
Q19426	Q8NCE2
Q19726	Q8NCG7
Q93871	Q8NCH0
P34484	Q8NCL4
Q23122	Q8NCM8
Q94185	Q8NCP5
Q9XXI3	Q8NCT1
O01583	Q8NCW5
Q9N4H9	Q8ND04
Q69ZI6	Q8ND56
Q9GUI5	Q8ND83
O44797	Q8ND90
P45895	Q8ND94
G5EDP0	Q8NDF8
Q20697	Q8NDT2
Q18677	Q8NDV7
Q20069	Q8NDX5
O44712	Q8NDZ4
A0A0K3AR51	Q8NE01
Q95XR1	Q8NE71
Q9GZE0	Q8NE86
Q21294	Q8NEB9
G3MU12	Q8NEC5
Q22430	Q8NEJ9
Q93565	Q8NEM0
Q8MQA7	Q8NEM2
O44584	Q8NEM7
Q19891	Q8NEN9
O17754	Q8NEV1
O16406	Q8NEW0
Q95ZY1	Q8NEX9
G3MU09	Q8NEY1
P34453	Q8NEY8
P91551	Q8NEZ4
Q17539	Q8NEZ5
Q23357	Q8NF37
Q21616	Q8NF50
Q94234	Q8NF91
O01755	Q8NF99
Q9N5E3	Q8NFA0
Q95PV7	Q8NFB2
O18307	Q8NFC6
P34378	Q8NFD5
Q18159	Q8NFF5
O45926	Q8NFG4
Q23406	Q8NFH3
Q067Y2	Q8NFH4
Q27522	Q8NFH5
Q11182	Q8NFJ9
Q18289	Q8NFN8
O16885	Q8NFV4
Q9XTS0	Q8NFW8
G5EF79	Q8NFZ4
P50140	Q8NFZ5
Q20872	Q8NG27
Q22552	Q8NG31
Q22702	Q8NHH9
Q94177	Q8NHM5
Q94247	Q8NHP1
G5ECZ0	Q8NHP6
Q22179	Q8NHQ1
G5EF65	Q8NHQ8
Q95ZV8	Q8NHQ9
O62165	Q8NHS0
A8WHN5	Q8NHS3
Q94402	Q8NHV4
Q95ZW7	Q8NHW4
O17587	Q8NHW5
O45657	Q8NHX9
Q8MNT9	Q8NHY2
Q86NG3	Q8NHY3
Q21836	Q8NI22
Q21166	Q8NI27
Q2HQK2	Q8NI35
Q0G833	Q8NI36
Q21963	Q8NI37
O44502	Q8NI38
P55955	Q8NI60
Q9XVF1	Q8TA86
Q8I4J8	Q8TAA3
H2KZ39	Q8TAA9
