Q9W029	A0A087WUL8
Q9VF02	Q12913
Q2PDW5	Q12918
Q9VB90	Q12923
O97454	Q12926
Q9VR33	Q12929
Q0E901	Q12934
Q9VI80	Q12947
Q9V6Q2	Q12948
Q1LZ08	Q12950
Q9I7M2	Q12951
P55162	Q12952
Q9VPC1	Q12955
A8DYP0	Q12959
Q9W304	Q12962
Q4V480	Q12965
Q0IGQ2	Q12972
Q8MLW5	Q12974
Q9VMU0	Q12980
Q9VT75	Q12981
Q9VWS8	Q12982
Q8SWU4	Q12983
Q8SZ19	Q12986
Q9VUK9	Q12996
Q9VJU2	Q12999
Q9Y1B2	Q13009
Q24583	Q13011
P10552	Q13017
Q24008	Q13021
Q29QQ9	Q13033
Q9W1K2	Q13042
Q9Y156	Q13043
Q9W3V9	Q13045
Q8MZ67	Q13049
F3YDA8	Q13057
P48612	Q13061
Q9VXF4	Q13064
Q9I7M5	Q13069
Q95TL8	Q13077
Q8MSD1	Q13084
Q9VBE0	Q13085
Q95RA0	Q13094
Q9VBL6	Q13098
Q9VPV6	Q13099
Q9VPR5	Q13107
P06605	Q13111
P07486	Q13112
Q9VX85	Q13113
Q8T913	Q13114
Q9VB52	Q13115
Q9W0G7	Q13123
Q9VHG8	Q13126
P83094	Q13127
Q9VX98	Q13131
P08144	Q13133
P82295	Q13136
Q23976	Q13137
Q4QPW4	Q13144
Q9VLT7	Q13148
Q7JVI3	Q13151
Q9W0G6	Q13153
Q9VWG1	Q13155
P16912	Q13158
Q9V3C2	Q13162
Q9VBY6	Q13163
Q02308	Q13164
Q9I7N3	Q13177
P08175	Q13185
Q9VJ86	Q13190
P00967	Q13191
Q9W1G7	Q13200
Q9VPA4	Q13202
Q9VHB5	Q13206
A8JQX3	Q13214
Q9VG11	Q13216
Q9VES0	Q13217
A0A0B4K6W2	Q13227
Q9VDP7	Q13228
Q9V3N4	Q13232
Q9VM93	Q13233
Q9VGC7	Q13241
Q7K2W6	Q13242
P48601	Q13243
H1ZY91	Q13247
Q9VRU0	Q13253
Q9VDK7	Q13257
Q2PDR0	Q13263
Q9W074	Q13268
Q9VH89	Q13277
Q9VBN5	Q13283
Q7KRT4	Q13286
Q9NHD5	Q13287
Q9VF10	Q13291
A1Z8H7	Q13296
Q9W3J1	Q13303
P31007	Q13304
Q0E8P6	Q13308
Q9VM65	Q13309
Q7K148	Q13310
Q7JYA0	Q13315
Q960X4	Q13322
P46461	Q13323
Q6IHC9	Q13325
Q8IMV7	Q13330
Q9VGA0	Q13332
Q9VCZ7	Q13347
Q9V9X3	Q13349
Q9VZE4	Q13352
Q9VXR4	Q13356
Q9V730	Q13361
Q9VPI9	Q13362
Q9VLY3	Q13363
Q9VSM8	Q13370
Q8INK6	Q13371
P61855	Q13387
Q9VEK1	Q13393
Q9VXZ0	Q13395
Q6IDE2	Q13404
Q9VFE6	Q13405
Q7K1R6	Q13409
Q9VL37	Q13415
Q9VMF9	Q13416
P23758	Q13418
Q9VB46	Q13421
Q9VKU4	Q13422
Q9W5C9	Q13423
Q9VLW2	Q13425
Q9VHR5	Q13426
Q9VVP5	Q13427
E1JIM0	Q13428
Q9VC93	Q13432
Q9VN86	Q13433
P33450	Q13435
Q5BI51	Q13438
Q961J0	Q13439
Q9VGP1	Q13442
P54192	Q13443
A1Z979	Q13444
Q9W106	Q13445
P00528	Q13451
A1Z8H6	Q13454
Q9W350	Q13459
O61267	Q13464
Q9VM45	Q13469
Q9VBD0	Q13470
Q9W135	Q13472
Q7KRR5	Q13480
Q7K304	Q13485
Q9VCU9	Q13488
P48462	Q13489
Q9VIZ3	Q13490
Q24338	Q13492
Q86PD2	Q13496
D1Z394	Q13501
Q8MYU6	Q13503
Q4V3F5	Q13505
Q9VFF0	Q13509
Q9W3D4	Q13510
Q9VR52	Q13515
Q9VWD5	Q13520
Q01604	Q13523
Q7JWN2	Q13526
Q9VCW7	Q13541
Q9VQG2	Q13546
Q9VRV6	Q13547
O62526	Q13554
Q01637	Q13555
Q9VYA9	Q13557
Q9W0F5	Q13561
Q9VRX2	Q13564
Q7K738	Q13569
Q9W3I7	Q13571
Q9V3B4	Q13573
Q4V3X2	Q13574
A1Z8R0	Q13576
P40808	Q13585
Q9VTI1	Q13586
Q9VN44	Q13595
Q8MRQ1	Q13596
Q9VJD1	Q13601
Q9VRT6	Q13608
Q9VZU3	Q13610
P98081	Q13613
Q8IQK4	Q13614
E9NA96	Q13615
P09180	Q13616
Q32KD4	Q13617
Q94527	Q13618
P25158	Q13619
P17886	Q13620
O97111	Q13625
Q9VTE8	Q13627
Q7JZN0	Q13630
Q9VY61	Q13635
Q9VAQ8	Q13637
Q9VUU3	Q13642
Q9VA38	Q13643
P10674	Q13671
Q9V3R3	Q13683
Q9W3E7	Q13685
Q9VW76	Q13705
Q9VLC5	Q13724
Q9VIS1	Q13740
Q9VA02	Q13751
Q9VRN3	Q13769
Q8IQA0	Q13772
Q8MYW2	Q13794
Q9W0J2	Q13813
Q9VVS4	Q13823
Q9VTG5	Q13825
Q9VJZ2	Q13829
P13054	Q13835
Q24319	Q13838
Q8MRK4	Q13867
Q9TVE6	Q13868
Q9W0L9	Q13873
Q9U7D8	Q13882
Q8SXU0	Q13884
P06607	Q13885
Q9VL44	Q13887
Q9VDE8	Q13888
Q9VUM0	Q13889
Q9VSB2	Q13895
Q9W4N2	Q13901
Q95T35	Q13936
Q7K5J8	Q13948
Q9VZ64	Q13950
Q0IGT4	Q13951
Q9W502	Q13952
Q9W0G4	Q13976
Q9VZE6	Q14004
A1Z6H4	Q14005
O97159	Q14008
Q9VYB9	Q14011
Q9VGZ2	Q14012
Q9VZA8	Q14019
Q9V9S3	Q14061
Q9VVR4	Q14088
Q9VQS6	Q14103
Q9W032	Q14108
Q9VWJ9	Q14112
Q9VXU5	Q14114
Q9V9T4	Q14118
Q8SXY6	Q14119
Q9VYQ9	Q14126
Q9VQ36	Q14129
P24785	Q14134
Q9VZ23	Q14137
P30189	Q14139
Q9VQ80	Q14141
Q9VJ30	Q14142
Q8INM3	Q14145
Q9VUA0	Q14146
Q95UN8	Q14149
Q26454	Q14151
A0AQH0	Q14152
Q7K3D4	Q14155
Q9VKB1	Q14156
Q9V3R8	Q14157
Q9W423	Q14161
Q9VGH7	Q14164
Q9W5Y1	Q14165
Q9VRT9	Q14166
M9PBR0	Q14181
Q9VPZ2	Q14185
P21521	Q14186
D0UGE6	Q14188
Q9VQI2	Q14191
O96860	Q14192
Q9VSQ3	Q14194
Q9VZ87	Q14195
Q05547	Q14197
B6VQA0	Q14201
Q7KS11	Q14202
Q0KIC3	Q14203
Q9VFQ3	Q14204
Q8IPV7	Q14232
Q9VCP0	Q14240
Q3YMU0	Q14241
Q9VYY2	Q14244
Q9VQ77	Q14247
A1Z831	Q14249
Q8MR04	Q14254
Q7K1U0	Q14257
Q9I7T7	Q14258
Q6NL95	Q14289
P49858	Q14315
P20482	Q14318
Q9W0L6	Q14320
Q9VQ47	Q14324
M9NGR9	Q14331
Q9VW84	Q14332
A1ZB72	Q14344
Q9VGF7	Q14376
Q7KSE0	Q14393
Q9V3V6	Q14416
Q9VJW1	Q14432
O16844	Q14442
O61443	Q14444
Q9VEX4	Q14451
Q9V3K9	Q14457
Q9VU57	Q14493
Q9VEH6	Q14494
O76927	Q14498
Q9VV99	Q14507
Q86LF0	Q14511
Q9XY35	Q14512
A8JPQ1	Q14517
Q8SZ15	Q14525
M9NDP0	Q14527
Q8SWT2	Q14532
Q9VQQ0	Q14533
Q9I7S5	Q14534
Q9VGK7	Q14554
Q7K4W1	Q14558
Q9W2D6	Q14562
Q9VEC2	Q14566
Q9VTD3	Q14568
A0A0B4JCW7	Q14571
Q8SYD9	Q14573
Q9VKQ9	Q14592
Q9VHG4	Q14596
Q86BS0	Q14627
Q9W4T4	Q14643
O44081	Q14651
P91927	Q14653
Q9VRM5	Q14657
Q9W345	Q14669
O61735	Q14671
Q9VY44	Q14674
Q9VIN1	Q14676
Q9VUH8	Q14677
Q9VYC2	Q14680
Q9VW09	Q14681
Q9GQF1	Q14683
P25007	Q14684
Q9V6K1	Q14686
Q4QPW2	Q14687
Q8T0Q8	Q14689
P35600	Q14690
O77410	Q14692
Q9VP78	Q14694
Q9W215	Q14696
P13098	Q14697
Q9VQR8	Q14703
A1Z9B5	Q14721
C0HL67	Q14738
P42124	Q14739
Q9V3G3	Q14746
B7YZN1	Q14749
Q9VGJ9	Q14764
Q9VGD0	Q14766
Q9VE73	Q14767
Q7KUJ0	Q14773
Q9VXH6	Q14774
Q8MSW0	Q14781
Q9VV29	Q14789
Q9VNA3	Q14790
Q29QV5	Q14802
A0A6F7UCJ3	Q14807
Q7JUS1	Q14814
P46223	Q14839
Q9VPQ7	Q14847
Q9V726	Q14849
A1Z6N5	Q14865
A0A0B4K680	Q14872
Q9VB72	Q14914
Q9V433	Q14919
A0A0B4K7I7	Q14929
Q9VTQ3	Q14938
A1ZBH3	Q14956
Q95TW4	Q14966
Q8IRE3	Q14973
Q7KML2	Q14974
Q9V564	Q14978
Q9VUF8	Q14980
Q9VCY5	Q14994
Q9W3H5	Q14995
Q9Y0A7	Q14997
Q9VML8	Q14999
A1Z6U3	Q149N8
Q9VZC0	Q14BN4
Q9VWT2	Q14C86
D6W4V3	Q14C87
A8DYE0	Q14CB8
Q7KT06	Q14CN4
Q9VSE2	Q14CS0
Q8MKK0	Q14CW9
Q9VCV7	Q14CX7
Q9VAC1	Q14CZ0
Q9VVV3	Q14D33
A1Z6H7	Q15003
Q4V3H4	Q15004
Q9VCE9	Q15005
Q7JNL9	Q15006
A0A3Q7YSP8	Q15007
Q24400	Q15008
P35005	Q15013
Q7KQM6	Q15014
Q9VFS4	Q15018
Q7KUW4	Q15019
Q7K2K2	Q15020
Q9VWY6	Q15021
Q9V3M9	Q15022
A1ZBW1	Q15024
Q9I7K8	Q15025
A8JR92	Q15029
Q9VME0	Q15031
Q9VA85	Q15034
Q9VWZ3	Q15036
Q7KM15	Q15038
A1ZBF6	Q15040
P27619	Q15041
Q9VX71	Q15042
Q9VLS9	Q15043
Q86B79	Q15046
Q7JUZ9	Q15047
Q7JQT8	Q15050
Q9VXX0	Q15051
Q9W0X1	Q15052
Q9VKS1	Q15054
Q8T3Y1	Q15056
A1Z8H3	Q15057
Q6NQZ7	Q15058
A9YKH0	Q15059
A1ZAT5	Q15061
Q9VD72	Q15067
Q9VG15	Q15070
Q9VNC0	Q15072
Q9W0P9	Q15075
Q7K4C2	Q15077
Q9VIB7	Q15078
Q9W4B6	Q15084
Q9W3I8	Q15102
Q9VEA6	Q15116
P29746	Q15118
Q9W0Q2	Q15120
Q7JVR7	Q15121
Q8IPG2	Q15125
A1ZBK7	Q15126
Q9VYA0	Q15131
Q9VTH8	Q15139
Q9VGA4	Q15149
Q9VSD6	Q15155
B3DN64	Q15165
A1Z8I0	Q15170
A1ZAU4	Q15172
Q9U1H8	Q15181
Q8T6B9	Q15185
Q9VGB1	Q15198
Q9W4Q7	Q15208
Q6NN09	Q15233
Q8SY33	Q15256
Q7K274	Q15257
Q24311	Q15262
Q9VGJ3	Q15269
Q4V664	Q15274
Q9VIY3	Q15276
Q9Y145	Q15286
Q9VZZ9	Q15287
Q8SX76	Q15291
P53034	Q15293
P20659	Q15303
Q9VEV7	Q15306
Q9VQB9	Q15311
P12982	Q15323
B4F591	Q15326
Q9VTI8	Q15334
Q9VBX4	Q15345
Q9VQG4	Q15349
Q7K003	Q15363
Q8IMZ4	Q15365
Q7KJA9	Q15366
P28166	Q15369
Q9W4P5	Q15370
Q9VVI3	Q15375
A9YGE3	Q15382
O97125	Q15386
Q8SX86	Q15388
Q9VB94	Q15390
P40139	Q15392
O97143	Q15393
Q8MZG9	Q15397
Q9W0V7	Q15398
Q9W047	Q15404
Q9VZL8	Q15417
Q9W3J4	Q15418
Q9VIV8	Q15424
Q9V4C8	Q15427
Q9VDJ8	Q15428
P47947	Q15434
Q7JRE4	Q15435
P02836	Q15436
Q0E9G3	Q15437
Q9VJ28	Q15438
P50445	Q15459
C5WLM7	Q15464
Q5U117	Q15466
Q9VJ60	Q15468
Q7K3E2	Q15477
Q9VIQ7	Q15517
Q7KUX7	Q15526
Q0E993	Q15527
Q9VR55	Q15528
M9PHI2	Q15532
Q9VVG9	Q15542
Q9W5X5	Q15545
Q8T3H9	Q15554
E1JIB9	Q15555
Q9VFD9	Q15560
P18169	Q15561
Q9V7N5	Q15562
A1ZBE8	Q15572
Q9Y1P6	Q15573
Q7K078	Q15596
Q9W2E1	Q15599
A1Z8Y4	Q15628
Q9VA18	Q15631
Q9VI93	Q15633
Q9VWQ6	Q15637
Q9W268	Q15642
A1ZAJ2	Q15643
A1ZAX1	Q15645
Q9VFS8	Q15646
Q7K2R3	Q15649
Q03372	Q15650
Q9VEK4	Q15651
Q8SY67	Q15653
Q9VKS2	Q15654
Q8MSF5	Q15669
A1Z9Q3	Q15672
E1JHS8	Q15678
Q9XYN7	Q15691
Q8MQX9	Q15696
Q9VMV3	Q15697
Q9W2F5	Q15714
Q8IGN1	Q15717
Q9VRT8	Q15738
A1Z8I5	Q15742
A1Z6Q2	Q15744
Q7KSM5	Q15746
Q9VN50	Q15750
Q9VI16	Q15751
Q9VUG4	Q15758
Q9VPG9	Q15759
A0A0B7P9G0	Q15762
Q9VHL1	Q15768
Q7K3V6	Q15773
Q9VKG8	Q15776
Q7JVL3	Q15785
Q9VJZ4	Q15788
E0R7Q0	Q15796
Q9VZ72	Q15797
Q29QY7	Q15800
A1ZBT3	Q15811
Q9VJI0	Q15813
Q24239	Q15818
Q9VSP9	Q15819
Q01989	Q15831
Q9VDU4	Q15833
Q94514	Q15834
Q7K2X1	Q15836
Q9VBB3	Q15842
Q9VCH1	Q15843
Q9VUN3	Q15848
Q9VCG3	Q15853
Q7YTY6	Q15884
Q9VNX8	Q15904
M9PBK1	Q15906
Q9VEP9	Q15907
Q9VCC9	Q15910
Q9V474	Q15911
Q9VT87	Q15915
Q7KT79	Q15942
Q9W245	Q15973
Q9W374	Q16082
Q9VEA3	Q16181
Q9VDZ5	Q16186
Q9W4J1	Q16204
Q9W3K9	Q16236
P49905	Q16254
Q9VCL7	Q16281
A8JMD5	Q16288
Q8IPD2	Q16342
Q9VCH5	Q16352
Q9V3Z7	Q16363
Q9VJ45	Q16385
Q9VKP7	Q16394
Q9VKK1	Q16401
Q9VSM9	Q16512
Q9VDI6	Q16513
Q9VP46	Q16514
Q04688	Q16526
A1ZAN2	Q16527
Q86B87	Q16531
Q9VGG9	Q16537
Q9VN56	Q16539
Q9VTR6	Q16540
Q9VC57	Q16543
Q9VIL1	Q16555
Q9VXM5	Q16566
Q9I7W3	Q16568
A2VER2	Q16576
Q961W1	Q16581
A1Z707	Q16584
Q9VFH6	Q16585
Q8MRL1	Q16586
Q24524	Q16587
A1Z7Q8	Q16594
Q9VNL6	Q16595
P17672	Q16610
Q9VMD3	Q16617
Q9VLX6	Q16623
Q95TN4	Q16625
P36188	Q16629
Q8IH18	Q16630
A4V243	Q16633
Q9VGR1	Q16635
Q8I0K9	Q16637
Q9W2N4	Q16643
Q7K035	Q16644
Q29R16	Q16651
Q9VH55	Q16654
Q9VKY2	Q16658
Q9XYA7	Q16659
Q9VI13	Q16665
P55841	Q16666
Q8MRP7	Q16670
P84181	Q16671
Q9VRJ4	Q16690
Q9W5G1	Q16695
Q9VGL0	Q16698
Q9VDM6	Q16706
Q9W4E0	Q16718
Q9W2W2	Q16719
A1ZAD2	Q16720
Q8MLP9	Q16739
Q9I7U7	Q16740
Q9VMK2	Q16762
Q8MLN2	Q16763
Q8MZ65	Q16769
Q9W2C8	Q16774
P47980	Q16775
Q9VVL6	Q16777
Q8T9B6	Q16778
Q9W526	Q16787
Q9VFF6	Q16795
Q0KHY3	Q16799
Q9VVF7	Q16821
Q9VG07	Q16822
Q9VUG1	Q16825
Q95SR3	Q16827
Q9VSS7	Q16828
Q9W2L9	Q16829
Q9VJ33	Q16831
P61857	Q16832
Q9V3D7	Q16849
Q9Y119	Q16850
A0A0S0WNE9	Q16851
Q8MSU4	Q16854
Q9VNA6	Q16864
Q9VIV0	Q16875
Q9VLN8	Q16880
Q9VEN2	Q16881
Q8SYQ8	Q16890
P84040	Q16891
Q9VIQ9	Q17RB8
Q3HKQ0	Q17RD7
Q9VW73	Q17RF5
A0A0B4K6T8	Q1A5X7
O62602	Q1ED39
Q9VZV9	Q1HG44
Q9VCF8	Q1KMD3
Q9VH14	Q1MSJ5
O96378	Q24JP5
Q9VXS4	Q27J81
Q8I941	Q29980
Q9VE98	Q29983
P13238	Q29RF7
Q9VH77	Q2HXU8
Q9VXY9	Q2KHM9
Q9W3B8	Q2KHN1
Q9U1M2	Q2KHR3
Q0E9B6	Q2KHT3
Q9VR07	Q2KJY2
Q7KRW1	Q2M1P5
A1ZBM7	Q2M1Z3
Q7K076	Q2M2I5
Q27884	Q2M2I8
Q27279	Q2M329
Q9XZH6	Q2M389
A1Z7J0	Q2MV58
Q8SXU2	Q2NKJ3
O77150	Q2NKX8
Q9VK69	Q2NL82
A0A0B4KHJ4	Q2PZI1
Q9W588	Q2Q1W2
Q07171	Q2T9L4
Q8SX68	Q2TAA5
Q9VZK8	Q2TAC2
Q9V8I2	Q2TAL6
P54350	Q2TAL8
Q9VXI6	Q2TAY7
Q9VG46	Q2TB90
A8DYE2	Q2TBA0
O76521	Q2TBE0
Q9VID7	Q2VPK5
Q6NMT8	Q2WGJ6
Q4V4X9	Q2Y0W8
A1ZB08	Q30201
Q9VBS0	Q30KP8
Q29R09	Q30KP9
Q9VXR8	Q30KR1
Q9VED1	Q32MZ4
Q9VIW1	Q32NC0
Q9U3V5	Q32P28
Q9VHC8	Q32P44
P50535	Q32P51
Q9VF15	Q38SD2
Q8MR63	Q3B726
Q9VMI2	Q3B7T1
Q960N6	Q3B820
P10735	Q3B8N2
Q9VMX3	Q3KNT7
Q9VYV4	Q3KNV8
A1ZBY1	Q3KNW5
Q9XTL9	Q3KP44
Q9U5W9	Q3KP66
Q9W3G0	Q3KPI0
Q9VDF1	Q3KQU3
A0A0B4KH20	Q3KQV3
P48994	Q3KR16
Q8IRE5	Q3KR37
Q9W226	Q3L8U1
Q961D3	Q3LHN2
Q9W095	Q3LI64
P40946	Q3LI66
A8DYR2	Q3LI67
Q9VZR0	Q3LI70
Q9W4N9	Q3LI72
Q9XZ19	Q3LI76
Q9VXE8	Q3LXA3
Q9W0B7	Q3MHD2
Q94526	Q3MII6
A8JUZ6	Q3MIN7
Q9VNX1	Q3MIR4
Q9NK57	Q3MIW9
Q8MKK3	Q3MJ62
Q8IRN3	Q3SXM5
Q9VMQ7	Q3SXP7
Q9VMJ2	Q3SXY8
P06601	Q3SY00
Q9Y1A7	Q3SY46
Q9VHW6	Q3SY84
Q6NLJ9	Q3SYB3
Q9VB95	Q3SYF9
Q7JUW8	Q3T906
Q9VK19	Q3V5L5
Q9VCY1	Q3V6T2
Q9VJ97	Q3YEC7
O62589	Q3ZAQ7
Q05856	Q3ZCM7
P23779	Q3ZCQ8
P81923	Q400G9
P16621	Q401N2
Q9VA09	Q494U1
A1Z6H9	Q495W5
F3YDE1	Q49A26
Q7JZ37	Q49A88
Q9VAC8	Q49AN0
Q9VR60	Q4G0A6
Q9VKW1	Q4G0F5
P55828	Q4G0J3
Q8IRL9	Q4G0N4
O96299	Q4G0W2
Q7K4B6	Q4G0X4
Q9W4Y6	Q4G148
M9MRX3	Q4G163
P26802	Q4G176
Q7K2W2	Q4J6C6
Q9VR21	Q4KMG9
Q9VR20	Q4KMP7
V9HVU8	Q4KMQ1
Q9VYV5	Q4KMQ2
Q9VWV9	Q4KMZ8
Q4QQ29	Q4KWH8
Q7JVQ2	Q4LDR2
O76523	Q4LE39
Q9W470	Q4U2R6
O16867	Q4V328
Q9VKY8	Q4VC05
Q9VHC0	Q4VCS5
Q7JYP8	Q4ZIN3
Q9VNB9	Q504T8
P32234	Q504Y0
Q9VNZ2	Q52LA3
O46341	Q52LG2
Q9VKT8	Q52LJ0
A1ZBS3	Q52LR7
Q9VBW4	Q52LW3
Q9VT00	Q53EL6
Q01617	Q53EP0
Q8MKL4	Q53EQ6
Q9VMB8	Q53ET0
Q9VJ47	Q53EU6
Q9VCZ8	Q53EZ4
Q8SYL1	Q53F19
Q9VJV2	Q53F39
Q7K3W4	Q53FD0
Q95RC5	Q53FP2
Q9VEP1	Q53FV1
Q9W3L4	Q53G59
Q9VXT5	Q53GL0
Q960T2	Q53GQ0
L7EET3	Q53GS7
Q9VK45	Q53GS9
Q9I7H8	Q53GT1
Q9VZS3	Q53H12
Q9VT38	Q53H80
F3YD67	Q53H82
Q9VFX1	Q53H96
Q9U599	Q53HC0
P10676	Q53HC5
E1JHF9	Q53HC9
Q0E976	Q53HI1
Q9VQ37	Q53HL2
Q8INT0	Q53HV7
Q9VMC3	Q53R41
Q9VPA9	Q53RE8
Q8I050	Q53RY4
Q24155	Q53S33
A1Z7G2	Q53S58
Q9W503	Q53SF7
A1Z9T0	Q53T59
Q9VY19	Q53T94
Q9VI09	Q53TN4
Q9VKJ6	Q53TS8
Q9VG97	Q562F6
Q9VCX6	Q562R1
Q9V3U2	Q567U6
Q9VL25	Q56NI9
Q9Y134	Q56P03
Q9VEW0	Q56VL3
Q9VAK8	Q58EX2
Q9W1R5	Q58EX7
Q9W028	Q58F21
Q9W568	Q58FF3
Q9XYQ2	Q58FF6
Q9VV23	Q58FF7
Q9VS80	Q58FF8
Q7K4G8	Q58FG0
Q4V5U6	Q58FG1
Q7K049	Q58WW2
Q9W1U2	Q59EK9
P30052	Q5BJD5
Q9VY55	Q5BJF2
Q9VDK6	Q5BJF6
Q7JQT9	Q5BJH2
Q9V7P1	Q5BJH7
Q9V3R1	Q5BKT4
Q9VVC0	Q5BKU9
Q9VJ70	Q5BKX5
Q9W367	Q5BKY1
Q9VJ73	Q5BKZ1
Q24133	Q5BVD1
P07247	Q5C9Z4
Q9V415	Q5D862
Q9W098	Q5EB52
Q9VXV2	Q5EBL8
Q9VB24	Q5F1R6
Q8MSC4	Q5FBB7
Q9VE78	Q5GLZ8
Q9VLM8	Q5H8A4
M9NE38	Q5H9F3
Q9W337	Q5H9I0
Q9VDQ5	Q5H9R7
Q9VVL5	Q5HYA8
Q9V3U5	Q5HYI7
Q9VAP3	Q5HYI8
Q9W123	Q5HYJ3
Q9VXA3	Q5HYK3
Q9VSY0	Q5HYW2
Q9W0V5	Q5J8M3
Q4V459	Q5J8X5
Q7KUG7	Q5JNZ5
Q0E9C5	Q5JPH6
Q95U58	Q5JPI9
O96607	Q5JR59
Q9Y125	Q5JRA6
Q9VU27	Q5JRM2
Q9W485	Q5JRX3
A1Z875	Q5JS37
Q4V5L4	Q5JS54
B9A0M7	Q5JSH3
Q9W138	Q5JSL3
Q7JR34	Q5JST6
Q9VBD2	Q5JSZ5
Q9W0D7	Q5JTC6
Q8IR47	Q5JTD7
Q24509	Q5JTH9
Q4V6X9	Q5JTV8
Q8IQQ4	Q5JTW2
A0A0B4LG16	Q5JTY5
Q23978	Q5JTZ9
P23487	Q5JUK2
A1ZB56	Q5JVF3
Q9VJT3	Q5JVL4
Q9W0Q3	Q5JVS0
Q9VYI6	Q5JW98
O46085	Q5JX71
Q7JY80	Q5JXC2
Q9VUX7	Q5JXX7
Q9VU26	Q5JY77
O46072	Q5K4L6
Q9VL10	Q5KU26
Q9W3X0	Q5M775
Q9VJG5	Q5MIZ7
Q9VB25	Q5MJ08
Q9V437	Q5MJ10
A1ZAZ9	Q5MNZ6
Q9V451	Q5MNZ9
Q9VV02	Q5NDL2
A1Z8H1	Q5PSV4
Q9VC28	Q5QGT7
Q9W3Q5	Q5QGZ9
Q9VXT1	Q5QJE6
Q9VRG7	Q5QNW6
Q9V427	Q5QP82
Q8SWW2	Q5RI15
Q24152	Q5RKV6
Q9VHB1	Q5RL73
A0A0B4KEE4	Q5S007
M9PF46	Q5SNT2
Q9VQ22	Q5SQN1
A8DYH2	Q5SR56
Q9VKU7	Q5SRE5
Q9VPA1	Q5SRI9
Q9VBI1	Q5SSJ5
Q7K105	Q5SVS4
Q9VC79	Q5SVZ6
Q94545	Q5SW79
Q94900	Q5SWA1
Q9U6L5	Q5SWW7
Q9VQQ3	Q5SWX8
Q9VCG0	Q5SXM2
Q7JZW7	Q5SY16
A1A708	Q5SZD1
Q8I0P9	Q5SZK8
Q9VVF0	Q5T0J7
Q9VU17	Q5T0T0
Q9VP06	Q5T0W9
Q9VKB8	Q5T124
Q9W198	Q5T160
B7Z064	Q5T1C6
Q9VF04	Q5T1M5
Q9VAT1	Q5T200
Q9W560	Q5T280
Q9W2M8	Q5T2D3
A1Z7Z8	Q5T2W1
Q9VSB8	Q5T3F8
Q9VVH6	Q5T3I0
O76922	Q5T3J3
Q9W142	Q5T3U5
M9MRJ2	Q5T440
Q29QN4	Q5T447
Q9VV43	Q5T4B2
Q9W4H4	Q5T4D3
Q9VH20	Q5T4F4
Q9VLS8	Q5T4S7
Q9VYT4	Q5T5A8
Q9VH01	Q5T5B0
Q95U54	Q5T5P2
Q7K0A2	Q5T5S1
Q9VNL4	Q5T5U3
Q9V4T5	Q5T5X7
Q7YZA5	Q5T619
O01939	Q5T653
Q9W091	Q5T686
Q95R35	Q5T6C5
O44437	Q5T6F2
Q7KU86	Q5T6S3
Q9W4V8	Q5T700
A1ZBC3	Q5T749
H8F4P7	Q5T750
Q9VBC5	Q5T751
P14599	Q5T752
P13368	Q5T753
E1JH25	Q5T754
Q9V8Y2	Q5T7M9
Q9VZX1	Q5T7P2
Q9VPC0	Q5T7P3
A8JV29	Q5T7P8
Q8SXR5	Q5T7V8
Q9W025	Q5T7W7
E1UID8	Q5T8P6
Q8SWR8	Q5T9A4
Q9W187	Q5T9G4
Q9VTN7	Q5T9L3
Q9VUU9	Q5TA31
P40688	Q5TA45
Q9VAS7	Q5TA76
Q9VK61	Q5TA77
Q86B47	Q5TA78
Q9VFW4	Q5TA79
Q9VGQ4	Q5TA81
O16528	Q5TA82
Q8SZ16	Q5TAP6
Q8IQL2	Q5TAQ9
Q7KQC4	Q5TB80
C6SUV4	Q5TBB1
A1ZAJ7	Q5TC12
Q9W5N2	Q5TC82
Q9V813	Q5TCM9
Q9VDY1	Q5TCQ9
Q9VDT1	Q5TCX8
Q8IMI0	Q5TCZ1
M9NEJ1	Q5TD97
P29747	Q5TDH0
Q9VDS3	Q5TEC6
Q9VF20	Q5TEU4
P10040	Q5TGI0
Q9VKD7	Q5TGU0
Q9W332	Q5TGY3
Q9VBG6	Q5TGZ0
Q6AWJ9	Q5TH69
A1ZBU7	Q5THK1
A0A0B4JCV9	Q5TKA1
Q9VV30	Q5U3C3
Q9VZ60	Q5U5Q3
Q6IHC3	Q5UCC4
Q9VMD2	Q5VIR6
Q9W266	Q5VSG8
Q9VFJ3	Q5VSL9
A1Z897	Q5VST6
Q9VRK0	Q5VST9
A1Z7R9	Q5VSY0
A1Z8N1	Q5VT06
Q9NHP8	Q5VT25
Q24216	Q5VT52
Q9VUH9	Q5VT66
A0A0B4K7K5	Q5VT97
Q9VP51	Q5VTD9
Q02637	Q5VTE0
Q9VXC5	Q5VTE6
Q7YZ95	Q5VTL8
Q9VLL8	Q5VTR2
Q8T6L6	Q5VU43
Q9W3V5	Q5VU57
Q8IMH2	Q5VU69
Q9VM71	Q5VUA4
Q961W5	Q5VUJ6
Q9V436	Q5VV17
Q9W5E1	Q5VV41
Q6NN40	Q5VV42
Q8SZL6	Q5VVQ6
Q9VKI8	Q5VVX9
Q8IRZ3	Q5VW36
Q9W293	Q5VW38
Q9VTJ3	Q5VWG9
Q9VW34	Q5VWN6
Q9VEA1	Q5VWP2
Q9I7I1	Q5VWQ0
